"parent_id"	"miRNA_cluster"	"target_name"	"query_name"	"mfe"	"pval"	"gene_id"	"cmp_ref_gene"
"1146"	"ptg000039l:1034893-1035181"	"Cluster_15340"	"ptg000039l:1034892-1035181"	"Cluster_15340.mature::ptg000024l:5256476-5256497(-)"	-25.3	0.043118	"MSTRG.57787"	NA
"1147"	"ntLink_6:5900649-5901088"	"Cluster_15671"	"ntLink_6:5900648-5901088"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-28.3	0.006511	"MSTRG.798"	NA
"1148"	"ntLink_8:12386890-12387439"	"Cluster_15671"	"ntLink_8:12386889-12387439"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.7	0.024257	"MSTRG.4278"	NA
"1149"	"ptg000008l:9015672-9016027"	"Cluster_15671"	"ptg000008l:9015671-9016027"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.8	0.01086	"MSTRG.16336"	NA
"1150"	"ptg000009l:12508954-12509352"	"Cluster_15671"	"ptg000009l:12508953-12509352"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-24.8	0.04343	"MSTRG.21310"	NA
"1151"	"ptg000016l:8329659-8329883"	"Cluster_15671"	"ptg000016l:8329658-8329883"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-23.6	0.034554	"MSTRG.28307"	NA
"1152"	"ptg000019l:2056541-2057673"	"Cluster_15671"	"ptg000019l:2057540-2057673"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-24	0.009856	"MSTRG.32693"	NA
"1153"	"ptg000020l:16861693-16862086"	"Cluster_15671"	"ptg000020l:16861692-16862086"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.6	0.01466	"MSTRG.35193"	NA
"1154"	"ptg000020l:16935324-16936160"	"Cluster_15671"	"ptg000020l:16935323-16936160"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.6	0.049012	"MSTRG.35203"	NA
"1155"	"ptg000020l:17482567-17483202"	"Cluster_15671"	"ptg000020l:17482566-17483202"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.6	0.032354	"MSTRG.35276"	NA
"1156"	"ptg000035l:6965972-6967199"	"Cluster_15671"	"ptg000035l:6966971-6967199"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-24	0.027499	"MSTRG.56348"	NA
"1157"	"ptg000061l:60691-68845"	"Cluster_15671"	"ptg000061l:68690-68845"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.2	0.003089	"MSTRG.59587"	NA
"1158"	"ptg000061l:89138-91497"	"Cluster_15671"	"ptg000061l:91137-91497"	"Cluster_15671.mature::ptg000025l:1981742-1981763(+)"	-26.2	0.015902	"MSTRG.59591"	NA
"1159"	"ntLink_8:12744675-12744977"	"Cluster_15775"	"ntLink_8:12744674-12744977"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-25.1	0.036532	"MSTRG.4345"	NA
"1160"	"ptg000008l:33338395-33338656"	"Cluster_15775"	"ptg000008l:33338394-33338656"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-25.1	0.02857	"MSTRG.19051"	NA
"1161"	"ptg000008l:33599884-33600118"	"Cluster_15775"	"ptg000008l:33599883-33600118"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-26	0.013668	"MSTRG.19089"	NA
"1162"	"ptg000020l:6652256-6652564"	"Cluster_15775"	"ptg000020l:6652255-6652564"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-25.7	0.026563	"MSTRG.33914"	NA
"1163"	"ptg000029c:1286070-1286644"	"Cluster_15775"	"ptg000029c:1286069-1286644"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-26.5	0.045844	"MSTRG.52315"	NA
"1164"	"ptg000036l:4930229-4931330"	"Cluster_15775"	"ptg000036l:4931228-4931330"	"Cluster_15775.mature::ptg000025l:7472581-7472603(-)"	-22.2	0.032217	"MSTRG.57465"	NA
"1165"	"ptg000016l:266080-283611"	"Cluster_15851"	"ptg000016l:279079-280080"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27388"	NA
"1166"	"ptg000016l:272210-282166"	"Cluster_15851"	"ptg000016l:279209-280210"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27390"	NA
"1167"	"ptg000016l:227095-284709"	"Cluster_15851"	"ptg000016l:279094-280095"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27384"	"FUN_021052"
"1168"	"ptg000016l:263324-283617"	"Cluster_15851"	"ptg000016l:279323-280324"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27384"	NA
"1169"	"ptg000016l:263324-283617"	"Cluster_15851"	"ptg000016l:283323-283617"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-25.4	0.022703	"MSTRG.27384"	NA
"1170"	"ptg000016l:270332-284709"	"Cluster_15851"	"ptg000016l:279331-280332"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27384"	NA
"1171"	"ptg000016l:275666-284709"	"Cluster_15851"	"ptg000016l:278665-279666"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27384"	NA
"1172"	"ptg000016l:278942-283617"	"Cluster_15851"	"ptg000016l:278941-279942"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-28.8	0.024494	"MSTRG.27384"	NA
"1173"	"ptg000028l:160071-161404"	"Cluster_15851"	"ptg000028l:160070-161071"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-32.6	0.003245	"MSTRG.52066"	NA
"1174"	"ptg000031l:12881906-12882194"	"Cluster_15851"	"ptg000031l:12881905-12882194"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-24.1	0.048079	"MSTRG.54315"	NA
"1175"	"ptg000047l:4585316-4611464"	"Cluster_15851"	"ptg000047l:4592315-4593316"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-29.9	0.013676	"MSTRG.58343"	NA
"1176"	"ptg000047l:4591065-4609360"	"Cluster_15851"	"ptg000047l:4593064-4594065"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-29.9	0.013676	"MSTRG.58343"	NA
"1177"	"ptg000047l:4591929-4606411"	"Cluster_15851"	"ptg000047l:4592928-4593929"	"Cluster_15851.mature::ptg000025l:10501052-10501073(+)"	-29.9	0.013676	"MSTRG.58343"	NA
"1178"	"ntLink_6:20721337-20724528"	"Cluster_15854"	"ntLink_6:20724336-20724528"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-23	0.048485	"MSTRG.2592"	NA
"1179"	"ntLink_6:14126695-14127372"	"Cluster_15854"	"ntLink_6:14126694-14127372"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.1	0.034167	"MSTRG.1785"	NA
"1180"	"ntLink_8:22376183-22376459"	"Cluster_15854"	"ntLink_8:22376182-22376459"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-24.3	0.040615	"MSTRG.5580"	NA
"1181"	"ntLink_8:23039942-23040183"	"Cluster_15854"	"ntLink_8:23039941-23040183"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-24.3	0.032301	"MSTRG.5639"	NA
"1182"	"ntLink_8:27258289-27258490"	"Cluster_15854"	"ntLink_8:27258288-27258490"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-23.2	0.046688	"MSTRG.6153"	NA
"1183"	"ntLink_8:34815076-34816111"	"Cluster_15854"	"ntLink_8:34816075-34816111"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-21.3	0.004932	"MSTRG.7042"	NA
"1184"	"ptg000002l:2042058-2042273"	"Cluster_15854"	"ptg000002l:2042057-2042273"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-23.9	0.033939	"MSTRG.9840"	NA
"1185"	"ptg000007l:10765403-10768563"	"Cluster_15854"	"ptg000007l:10768402-10768563"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-23	0.035608	"MSTRG.15142"	NA
"1186"	"ptg000008l:9382992-9383815"	"Cluster_15854"	"ptg000008l:9382991-9383815"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.2	0.043398	"MSTRG.16394"	NA
"1187"	"ptg000011l:4332066-4332324"	"Cluster_15854"	"ptg000011l:4332065-4332324"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.5	0.005104	"MSTRG.22525"	NA
"1188"	"ptg000015l:2167805-2175456"	"Cluster_15854"	"ptg000015l:2174804-2175456"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.2	0.030448	"MSTRG.26035"	NA
"1189"	"ptg000015l:9398676-9399839"	"Cluster_15854"	"ptg000015l:9399675-9399839"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-24.4	0.014938	"MSTRG.27002"	NA
"1190"	"ptg000016l:5081273-5089429"	"Cluster_15854"	"ptg000016l:5089272-5089429"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.1	0.002353	"MSTRG.27863"	NA
"1191"	"ptg000018l:6832725-6833109"	"Cluster_15854"	"ptg000018l:6832724-6833109"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-26.4	0.020356	"MSTRG.31317"	NA
"1192"	"ptg000021l:4974252-4974502"	"Cluster_15854"	"ptg000021l:4974251-4974502"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-25.1	0.021085	"MSTRG.35972"	NA
"1193"	"ptg000023l:23996761-24000179"	"Cluster_15854"	"ptg000023l:23998760-23999761"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-29.5	0.017114	"MSTRG.41861"	NA
"1194"	"ptg000023l:31667140-31667726"	"Cluster_15854"	"ptg000023l:31667139-31667726"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-26.4	0.040243	"MSTRG.42850"	NA
"1195"	"ptg000023l:37868987-37870355"	"Cluster_15854"	"ptg000023l:37868986-37869987"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-28.2	0.034002	"MSTRG.43623"	NA
"1196"	"ptg000025l:15516198-15516435"	"Cluster_15854"	"ptg000025l:15516197-15516435"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-24.1	0.035479	"MSTRG.48096"	NA
"1197"	"ptg000026l:8009374-8009586"	"Cluster_15854"	"ptg000026l:8009373-8009586"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-26.4	0.006913	"MSTRG.49543"	NA
"1198"	"ptg000029c:270443-270647"	"Cluster_15854"	"ptg000029c:270442-270647"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-29.6	0.000843	"MSTRG.52171"	NA
"1199"	"ptg000035l:1482380-1482948"	"Cluster_15854"	"ptg000035l:1482379-1482948"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-26.5	0.036283	"MSTRG.55691"	NA
"1200"	"ptg000049l:2406173-2406966"	"Cluster_15854"	"ptg000049l:2406172-2406966"	"Cluster_15854.mature::ptg000025l:10668923-10668945(-)"	-27.2	0.041082	"MSTRG.59284"	NA
"1201"	"ntLink_6:4942159-4943404"	"Cluster_15928"	"ntLink_6:4942158-4943159"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-28.2	0.037953	"MSTRG.678"	NA
"1202"	"ntLink_8:88516-89616"	"Cluster_15928"	"ntLink_8:89515-89616"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-26.9	0.001111	"MSTRG.2921"	NA
"1203"	"ptg000001l:3855789-3858091"	"Cluster_15928"	"ptg000001l:3856788-3857789"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.7633"	NA
"1204"	"ptg000001l:16093588-16095595"	"Cluster_15928"	"ptg000001l:16094587-16095588"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-28.2	0.037953	"MSTRG.8977"	NA
"1205"	"ptg000002l:4241675-4243639"	"Cluster_15928"	"ptg000002l:4242674-4243639"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.008697	"MSTRG.10115"	NA
"1206"	"ptg000008l:3292271-3293409"	"Cluster_15928"	"ptg000008l:3293270-3293409"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-23.4	0.023082	"MSTRG.15662"	NA
"1207"	"ptg000015l:11545102-11546085"	"Cluster_15928"	"ptg000015l:11545101-11546085"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.00898	"MSTRG.27301"	NA
"1208"	"ptg000016l:11237131-11239724"	"Cluster_15928"	"ptg000016l:11238130-11239131"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-28.2	0.037953	"MSTRG.28659"	NA
"1209"	"ptg000018l:3465208-3467636"	"Cluster_15928"	"ptg000018l:3466207-3467208"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-28.2	0.037953	"MSTRG.30924"	NA
"1210"	"ptg000019l:456496-471363"	"Cluster_15928"	"ptg000019l:457495-458496"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-33.1	0.002885	"MSTRG.32516"	"FUN_025256"
"1211"	"ptg000020l:4068010-4069297"	"Cluster_15928"	"ptg000020l:4069009-4069297"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-25.7	0.020777	"MSTRG.33645"	NA
"1212"	"ptg000020l:9144047-9144573"	"Cluster_15928"	"ptg000020l:9144046-9144573"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-26.9	0.028632	"MSTRG.34202"	NA
"1213"	"ptg000021l:16951280-16953306"	"Cluster_15928"	"ptg000021l:16952279-16953280"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.37264"	NA
"1214"	"ptg000021l:3658054-3659095"	"Cluster_15928"	"ptg000021l:3659053-3659095"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-21.5	0.006786	"MSTRG.35752"	NA
"1215"	"ptg000023l:8055203-8057362"	"Cluster_15928"	"ptg000023l:8056202-8057203"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.39745"	NA
"1216"	"ptg000023l:8055783-8057362"	"Cluster_15928"	"ptg000023l:8055782-8056783"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.39745"	NA
"1217"	"ptg000023l:21529475-21531663"	"Cluster_15928"	"ptg000023l:21530474-21531475"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.41562"	NA
"1218"	"ptg000023l:21528998-21532887"	"Cluster_15928"	"ptg000023l:21529997-21530998"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.41561"	NA
"1219"	"ptg000023l:9962022-9962383"	"Cluster_15928"	"ptg000023l:9962021-9962383"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.001454	"MSTRG.40010"	NA
"1220"	"ptg000023l:19361239-19363249"	"Cluster_15928"	"ptg000023l:19362238-19363239"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.009219	"MSTRG.41333"	NA
"1221"	"ptg000025l:6324279-6325937"	"Cluster_15928"	"ptg000025l:6325278-6325937"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-30.9	0.004533	"MSTRG.46956"	NA
"1222"	"ptg000035l:9729415-9732046"	"Cluster_15928"	"ptg000035l:9730414-9731415"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-28.2	0.037953	"MSTRG.56714"	NA
"1223"	"ptg000035l:6087352-6092427"	"Cluster_15928"	"ptg000035l:6092351-6092427"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-20.7	0.044627	"MSTRG.56234"	NA
"1224"	"ptg000036l:5710679-5717702"	"Cluster_15928"	"ptg000036l:5717678-5717702"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-20	0.005443	"MSTRG.57574"	NA
"1225"	"ptg000073l:338410-395934"	"Cluster_15928"	"ptg000073l:358409-359410"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59715"	NA
"1226"	"ptg000073l:338462-395934"	"Cluster_15928"	"ptg000073l:358461-359462"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59715"	NA
"1227"	"ptg000073l:326383-408519"	"Cluster_15928"	"ptg000073l:358382-359383"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59711"	"FUN_044044"
"1228"	"ptg000073l:338410-395934"	"Cluster_15928"	"ptg000073l:358409-359410"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59715"	NA
"1229"	"ptg000073l:339812-408519"	"Cluster_15928"	"ptg000073l:357811-358812"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59711"	NA
"1230"	"ptg000073l:347970-364543"	"Cluster_15928"	"ptg000073l:357969-358970"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59716"	NA
"1231"	"ptg000073l:347970-364543"	"Cluster_15928"	"ptg000073l:357969-358970"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59716"	NA
"1232"	"ptg000073l:348025-375912"	"Cluster_15928"	"ptg000073l:358024-359025"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59716"	NA
"1233"	"ptg000073l:348061-393778"	"Cluster_15928"	"ptg000073l:358060-359061"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59716"	NA
"1234"	"ptg000073l:350192-375912"	"Cluster_15928"	"ptg000073l:358191-359192"	"Cluster_15928.mature::ptg000025l:15156437-15156458(+)"	-27.8	0.046695	"MSTRG.59716"	NA
"1235"	"ntLink_6:20706018-20714052"	"Cluster_16409"	"ntLink_6:20714017-20714052"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-21.4	0.004412	"MSTRG.2590"	NA
"1236"	"ntLink_6:21854442-21856515"	"Cluster_16409"	"ntLink_6:21856441-21856515"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-20.6	0.043457	"MSTRG.2757"	NA
"1237"	"ptg000008l:1832304-1838844"	"Cluster_16409"	"ptg000008l:1835303-1836304"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-29	0.02386	"MSTRG.15506"	NA
"1238"	"ptg000012l:16701529-16701743"	"Cluster_16409"	"ptg000012l:16701528-16701743"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-23.7	0.040146	"MSTRG.25386"	NA
"1239"	"ptg000018l:15935783-15937383"	"Cluster_16409"	"ptg000018l:15936782-15937383"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-26.4	0.044287	"MSTRG.32373"	NA
"1240"	"ptg000020l:1634045-1637980"	"Cluster_16409"	"ptg000020l:1636044-1637045"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-28.9	0.025145	"MSTRG.33409"	NA
"1241"	"ptg000021l:19386796-19387904"	"Cluster_16409"	"ptg000021l:19387795-19387904"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-23.4	0.013623	"MSTRG.37554"	NA
"1242"	"ptg000023l:39971733-40003563"	"Cluster_16409"	"ptg000023l:39994732-39995733"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-29.5	0.018343	"MSTRG.43924"	"FUN_033108"
"1243"	"ptg000023l:39982614-40006838"	"Cluster_16409"	"ptg000023l:39994613-39995614"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-29.5	0.018343	"MSTRG.43927"	"FUN_033108"
"1244"	"ptg000023l:8545721-8546295"	"Cluster_16409"	"ptg000023l:8545720-8546295"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-27.2	0.026589	"MSTRG.39812"	NA
"1245"	"ptg000023l:36291892-36292096"	"Cluster_16409"	"ptg000023l:36291891-36292096"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-27.6	0.003202	"MSTRG.43433"	NA
"1246"	"ptg000034l:2703080-2707152"	"Cluster_16409"	"ptg000034l:2707079-2707152"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-21.4	0.024012	"MSTRG.55423"	NA
"1247"	"ptg000034l:1059473-1059773"	"Cluster_16409"	"ptg000034l:1059472-1059773"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-24.3	0.049139	"MSTRG.55263"	NA
"1248"	"ptg000047l:2537713-2543357"	"Cluster_16409"	"ptg000047l:2538712-2539713"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-28.9	0.025145	"MSTRG.58117"	NA
"1249"	"ptg000047l:2537735-2543147"	"Cluster_16409"	"ptg000047l:2538734-2539735"	"Cluster_16409.mature::ptg000026l:8745562-8745583(-)"	-28.9	0.025145	"MSTRG.58117"	NA
"1250"	"ntLink_6:12097170-12099226"	"Cluster_17776"	"ntLink_6:12099169-12099226"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-21.1	0.044676	"MSTRG.1545"	NA
"1251"	"ntLink_6:15769059-15769489"	"Cluster_17776"	"ntLink_6:15769058-15769489"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-28	0.027494	"MSTRG.1992"	NA
"1252"	"ntLink_6:18171296-18171521"	"Cluster_17776"	"ntLink_6:18171295-18171521"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-25.7	0.033124	"MSTRG.2264"	NA
"1253"	"ntLink_6:21895295-21897338"	"Cluster_17776"	"ntLink_6:21897294-21897338"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-20.8	0.032183	"MSTRG.2765"	NA
"1254"	"ntLink_8:32423469-32446405"	"Cluster_17776"	"ntLink_8:32445468-32446405"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-29.9	0.034682	"MSTRG.6777"	"FUN_005191"
"1255"	"ntLink_8:32423495-32453629"	"Cluster_17776"	"ntLink_8:32445494-32446495"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-29.9	0.038137	"MSTRG.6777"	"FUN_005191"
"1256"	"ntLink_8:32442386-32446405"	"Cluster_17776"	"ntLink_8:32445385-32446386"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-29.9	0.038137	"MSTRG.6777"	NA
"1257"	"ntLink_8:12309083-12313115"	"Cluster_17776"	"ntLink_8:12313082-12313115"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-20.6	0.019596	"MSTRG.4268"	NA
"1258"	"ntLink_8:5455405-5455619"	"Cluster_17776"	"ntLink_8:5455404-5455619"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-26.5	0.019155	"MSTRG.3476"	NA
"1259"	"ntLink_8:13297194-13298050"	"Cluster_17776"	"ntLink_8:13297193-13298050"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-29.1	0.045035	"MSTRG.4433"	NA
"1260"	"ntLink_8:20962165-20962499"	"Cluster_17776"	"ntLink_8:20962164-20962499"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-26.2	0.048148	"MSTRG.5390"	NA
"1261"	"ptg000001l:4403786-4404832"	"Cluster_17776"	"ptg000001l:4404785-4404832"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-20.7	0.039674	"MSTRG.7685"	NA
"1262"	"ptg000001l:424707-432995"	"Cluster_17776"	"ptg000001l:428706-429707"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7341"	NA
"1263"	"ptg000001l:424707-432995"	"Cluster_17776"	"ptg000001l:428706-429707"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7341"	NA
"1264"	"ptg000001l:1247140-1265644"	"Cluster_17776"	"ptg000001l:1251139-1252140"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7401"	NA
"1265"	"ptg000001l:1247140-1265644"	"Cluster_17776"	"ptg000001l:1251139-1252140"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7401"	NA
"1266"	"ptg000001l:1247140-1265644"	"Cluster_17776"	"ptg000001l:1251139-1252140"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7401"	NA
"1267"	"ptg000001l:1247140-1265644"	"Cluster_17776"	"ptg000001l:1251139-1252140"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.9	0.014375	"MSTRG.7401"	NA
"1268"	"ptg000001l:4487763-4492992"	"Cluster_17776"	"ptg000001l:4490762-4491763"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.3	0.019285	"MSTRG.7697"	NA
"1269"	"ptg000001l:4487763-4492992"	"Cluster_17776"	"ptg000001l:4490762-4491763"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.3	0.019285	"MSTRG.7697"	NA
"1270"	"ptg000001l:16969486-16971048"	"Cluster_17776"	"ptg000001l:16970485-16971048"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-28.2	0.037788	"MSTRG.9094"	NA
"1271"	"ptg000001l:3320061-3320340"	"Cluster_17776"	"ptg000001l:3320060-3320340"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-26.1	0.037997	"MSTRG.7582"	NA
"1272"	"ptg000001l:4789625-4790003"	"Cluster_17776"	"ptg000001l:4789624-4790003"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-27.6	0.027596	"MSTRG.7737"	NA
"1273"	"ptg000001l:7561611-7563030"	"Cluster_17776"	"ptg000001l:7561610-7562611"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-30.5	0.028496	"MSTRG.8072"	NA
"1274"	"ptg000002l:3499513-3502593"	"Cluster_17776"	"ptg000002l:3502512-3502593"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-23.4	0.019698	"MSTRG.10014"	NA
"1275"	"ptg000002l:7422470-7426683"	"Cluster_17776"	"ptg000002l:7423469-7424470"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-30.1	0.034612	"MSTRG.10499"	NA
"1276"	"ptg000002l:14860557-14869106"	"Cluster_17776"	"ptg000002l:14863556-14864557"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-34.5	0.004001	"MSTRG.11499"	"FUN_008728"
"1277"	"ptg000002l:9797249-9797939"	"Cluster_17776"	"ptg000002l:9797248-9797939"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-29.1	0.032701	"MSTRG.10834"	NA
"1278"	"ptg000002l:12999966-13000193"	"Cluster_17776"	"ptg000002l:12999965-13000193"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-28.4	0.007127	"MSTRG.11241"	NA
"1279"	"ptg000004l:13173484-13174644"	"Cluster_17776"	"ptg000004l:13173483-13174484"	"Cluster_17776.mature::ptg000031l:5461327-5461348(-)"	-31.7	0.015855	"MSTRG.13311"	NA
