Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0013561	Pocillopora_meandrina_HIv1___RNAseq.g23225.t1	Peve_00000453
OG0013562	Pocillopora_meandrina_HIv1___TS.g28836.t1	Peve_00042680
OG0013565	Pocillopora_meandrina_HIv1___RNAseq.g13905.t1	Peve_00036493
OG0013566	Pocillopora_meandrina_HIv1___RNAseq.g13904.t1	Peve_00036492
OG0013567	Pocillopora_meandrina_HIv1___RNAseq.g13903.t1	Peve_00036491
OG0013569	Pocillopora_meandrina_HIv1___RNAseq.g13902.t1	Peve_00036490
OG0013570	Pocillopora_meandrina_HIv1___RNAseq.g13899.t1	Peve_00036486
OG0013571	Pocillopora_meandrina_HIv1___RNAseq.g13898.t1	Peve_00036485
OG0013572	Pocillopora_meandrina_HIv1___RNAseq.g13895.t1	Peve_00036481
OG0013573	Pocillopora_meandrina_HIv1___RNAseq.g13894.t1	Peve_00036480
OG0013574	Pocillopora_meandrina_HIv1___RNAseq.g13893.t1	Peve_00036479
OG0013575	Pocillopora_meandrina_HIv1___RNAseq.g13890.t1	Peve_00036499
OG0013576	Pocillopora_meandrina_HIv1___RNAseq.g13889.t2	Peve_00036487
OG0013579	Pocillopora_meandrina_HIv1___RNAseq.g13866.t1	Peve_00020555
OG0013580	Pocillopora_meandrina_HIv1___RNAseq.g13867.t1	Peve_00020554
OG0013581	Pocillopora_meandrina_HIv1___RNAseq.g13868.t1	Peve_00020551
OG0013582	Pocillopora_meandrina_HIv1___TS.g11651.t1a	Peve_00020550
OG0013583	Pocillopora_meandrina_HIv1___TS.g11651.t1b	Peve_00020549
OG0013584	Pocillopora_meandrina_HIv1___TS.g11653.t1	Peve_00024333
OG0013585	Pocillopora_meandrina_HIv1___RNAseq.g13886.t1	Peve_00020102
OG0013586	Pocillopora_meandrina_HIv1___RNAseq.g13885.t1	Peve_00020103
OG0013587	Pocillopora_meandrina_HIv1___RNAseq.g13884.t1	Peve_00020104
OG0013588	Pocillopora_meandrina_HIv1___RNAseq.g13882.t1	Peve_00020105
OG0013589	Pocillopora_meandrina_HIv1___RNAseq.g13881.t1	Peve_00020107
OG0013591	Pocillopora_meandrina_HIv1___RNAseq.g13878.t1	Peve_00020112
OG0013592	Pocillopora_meandrina_HIv1___RNAseq.g13876.t1	Peve_00020113
OG0013593	Pocillopora_meandrina_HIv1___RNAseq.g13875.t1	Peve_00020114
OG0013594	Pocillopora_meandrina_HIv1___RNAseq.g13874.t1	Peve_00020115
OG0013595	Pocillopora_meandrina_HIv1___RNAseq.g14031.t1	Peve_00023148
OG0013597	Pocillopora_meandrina_HIv1___RNAseq.g14033.t1	Peve_00034208
OG0013598	Pocillopora_meandrina_HIv1___RNAseq.g14034.t1	Peve_00034209
OG0013599	Pocillopora_meandrina_HIv1___RNAseq.g14049.t1	Peve_00017205
OG0013600	Pocillopora_meandrina_HIv1___RNAseq.g14050.t1	Peve_00021881
OG0013601	Pocillopora_meandrina_HIv1___RNAseq.g14048.t1	Peve_00031346
OG0013602	Pocillopora_meandrina_HIv1___RNAseq.g14047.t1	Peve_00031347
OG0013603	Pocillopora_meandrina_HIv1___RNAseq.g14046.t1	Peve_00026635
OG0013604	Pocillopora_meandrina_HIv1___RNAseq.g14051.t1	Peve_00031355
OG0013605	Pocillopora_meandrina_HIv1___RNAseq.g14052.t1	Peve_00031356
OG0013606	Pocillopora_meandrina_HIv1___RNAseq.g14056.t1	Peve_00031359
OG0013607	Pocillopora_meandrina_HIv1___RNAseq.g14057.t1	Peve_00031360
OG0013608	Pocillopora_meandrina_HIv1___RNAseq.g14058.t1	Peve_00031366
OG0013609	Pocillopora_meandrina_HIv1___RNAseq.g14059.t1	Peve_00031367
OG0013610	Pocillopora_meandrina_HIv1___RNAseq.g14060.t1	Peve_00034899
OG0013611	Pocillopora_meandrina_HIv1___RNAseq.g14062.t1	Peve_00033314
OG0013612	Pocillopora_meandrina_HIv1___RNAseq.g14010.t1	Peve_00033313
OG0013613	Pocillopora_meandrina_HIv1___RNAseq.g14071.t1	Peve_00023138
OG0013614	Pocillopora_meandrina_HIv1___RNAseq.g14073.t1	Peve_00033369
OG0013615	Pocillopora_meandrina_HIv1___TS.g11853.t1	Peve_00040470
OG0013616	Pocillopora_meandrina_HIv1___RNAseq.g14075.t1	Peve_00032127
OG0013618	Pocillopora_meandrina_HIv1___TS.g11855.t1	Peve_00040331
OG0013619	Pocillopora_meandrina_HIv1___RNAseq.g13906.t1	Peve_00036494
OG0013620	Pocillopora_meandrina_HIv1___TS.g11693.t1	Peve_00036498
OG0013621	Pocillopora_meandrina_HIv1___RNAseq.g13911.t1	Peve_00036501
OG0013622	Pocillopora_meandrina_HIv1___RNAseq.g13912.t1	Peve_00036502
OG0013623	Pocillopora_meandrina_HIv1___RNAseq.g13914.t1	Peve_00010826
OG0013624	Pocillopora_meandrina_HIv1___RNAseq.g13915.t1	Peve_00010827
OG0013625	Pocillopora_meandrina_HIv1___RNAseq.g2942.t1	Peve_00011627
OG0013626	Pocillopora_meandrina_HIv1___RNAseq.g13933.t1	Peve_00044201
OG0013627	Pocillopora_meandrina_HIv1___RNAseq.g13934.t1	Peve_00020093
OG0013628	Pocillopora_meandrina_HIv1___RNAseq.g13935.t1	Peve_00020106
OG0013629	Pocillopora_meandrina_HIv1___RNAseq.g13937.t1	Peve_00020116
OG0013630	Pocillopora_meandrina_HIv1___RNAseq.g13939.t1	Peve_00020095
OG0013631	Pocillopora_meandrina_HIv1___RNAseq.g15391.t1	Peve_00020097
OG0013633	Pocillopora_meandrina_HIv1___RNAseq.g16564.t1	Peve_00031647
OG0013634	Pocillopora_meandrina_HIv1___TS.g11574.t1	Peve_00031660
OG0013635	Pocillopora_meandrina_HIv1___RNAseq.g16567.t1	Peve_00031646
OG0013636	Pocillopora_meandrina_HIv1___RNAseq.g15583.t1	Peve_00022235
OG0013637	Pocillopora_meandrina_HIv1___RNAseq.g15581.t1	Peve_00004891
OG0013638	Pocillopora_meandrina_HIv1___RNAseq.g15579.t1b	Peve_00026162
OG0013639	Pocillopora_meandrina_HIv1___RNAseq.g15574.t1	Peve_00004894
OG0013640	Pocillopora_meandrina_HIv1___RNAseq.g15572.t1	Peve_00004896
OG0013641	Pocillopora_meandrina_HIv1___RNAseq.g15571.t1	Peve_00004887
OG0013642	Pocillopora_meandrina_HIv1___TS.g10596.t1b	Peve_00004889
OG0013643	Pocillopora_meandrina_HIv1___RNAseq.g15567.t1	Peve_00019693
OG0013644	Pocillopora_meandrina_HIv1___RNAseq.g15565.t1	Peve_00019695
OG0013645	Pocillopora_meandrina_HIv1___RNAseq.g15555.t1	Peve_00004264
OG0013646	Pocillopora_meandrina_HIv1___RNAseq.g15553.t1	Peve_00004259
OG0013647	Pocillopora_meandrina_HIv1___RNAseq.g15552.t1	Peve_00042833
OG0013648	Pocillopora_meandrina_HIv1___RNAseq.g16456.t1	Peve_00037718
OG0013649	Pocillopora_meandrina_HIv1___TS.g11444.t1	Peve_00037721
OG0013650	Pocillopora_meandrina_HIv1___RNAseq.g16425.t1	Peve_00037725
OG0013651	Pocillopora_meandrina_HIv1___RNAseq.g15550.t1	Peve_00042831
OG0013652	Pocillopora_meandrina_HIv1___RNAseq.g16452.t1	Peve_00037724
OG0013653	Pocillopora_meandrina_HIv1___TS.g11460.t1	Peve_00037717
OG0013654	Pocillopora_meandrina_HIv1___TS.g11473.t1	Peve_00010468
OG0013655	Pocillopora_meandrina_HIv1___TS.g11474.t1	Peve_00031153
OG0013656	Pocillopora_meandrina_HIv1___RNAseq.g16501.t1	Peve_00024808
OG0013658	Pocillopora_meandrina_HIv1___RNAseq.g16500.t1	Peve_00018136
OG0013659	Pocillopora_meandrina_HIv1___RNAseq.g16474.t1	Peve_00044585
OG0013660	Pocillopora_meandrina_HIv1___RNAseq.g16473.t1	Peve_00029326
OG0013661	Pocillopora_meandrina_HIv1___RNAseq.g16470.t1	Peve_00044582
OG0013662	Pocillopora_meandrina_HIv1___RNAseq.g16469.t2	Peve_00044590
OG0013663	Pocillopora_meandrina_HIv1___RNAseq.g16468.t1	Peve_00020832
OG0013664	Pocillopora_meandrina_HIv1___RNAseq.g16502.t1	Peve_00024812
OG0013665	Pocillopora_meandrina_HIv1___RNAseq.g16503.t1	Peve_00024810
OG0013666	Pocillopora_meandrina_HIv1___RNAseq.g16512.t1	Peve_00001286
OG0013667	Pocillopora_meandrina_HIv1___RNAseq.g16514.t1	Peve_00001288
OG0013668	Pocillopora_meandrina_HIv1___TS.g11524.t1	Peve_00001293
OG0013669	Pocillopora_meandrina_HIv1___RNAseq.g16516.t1	Peve_00001295
OG0013670	Pocillopora_meandrina_HIv1___RNAseq.g16542.t1	Peve_00000861
OG0013671	Pocillopora_meandrina_HIv1___RNAseq.g16523.t1	Peve_00001303
OG0013672	Pocillopora_meandrina_HIv1___RNAseq.g16519.t1	Peve_00001300
OG0013673	Pocillopora_meandrina_HIv1___TS.g11527.t1	Peve_00001297
OG0013674	Pocillopora_meandrina_HIv1___RNAseq.g16538.t1	Peve_00000868
OG0013675	Pocillopora_meandrina_HIv1___RNAseq.g15536.t1	Peve_00010298
OG0013676	Pocillopora_meandrina_HIv1___RNAseq.g15535.t1	Peve_00010300
OG0013677	Pocillopora_meandrina_HIv1___RNAseq.g15534.t1	Peve_00010301
OG0013678	Pocillopora_meandrina_HIv1___TS.g10556.t1	Peve_00015265
OG0013679	Pocillopora_meandrina_HIv1___TS.g10553.t1	Peve_00015260
OG0013680	Pocillopora_meandrina_HIv1___RNAseq.g15524.t1	Peve_00019540
OG0013681	Pocillopora_meandrina_HIv1___RNAseq.g15522.t1	Peve_00019542
OG0013682	Pocillopora_meandrina_HIv1___RNAseq.g15518.t1	Peve_00017261
OG0013683	Pocillopora_meandrina_HIv1___RNAseq.g15517.t1	Peve_00017260
OG0013684	Pocillopora_meandrina_HIv1___RNAseq.g15516.t1	Peve_00017259
OG0013685	Pocillopora_meandrina_HIv1___RNAseq.g15514.t1	Peve_00017265
OG0013686	Pocillopora_meandrina_HIv1___RNAseq.g15513.t1	Peve_00017258
OG0013687	Pocillopora_meandrina_HIv1___TS.g10539.t1b	Peve_00013158
OG0013688	Pocillopora_meandrina_HIv1___RNAseq.g15508.t1	Peve_00005744
OG0013689	Pocillopora_meandrina_HIv1___RNAseq.g15501.t1	Peve_00018995
OG0013690	Pocillopora_meandrina_HIv1___RNAseq.g15496.t1	Peve_00003674
OG0013691	Pocillopora_meandrina_HIv1___RNAseq.g15495.t1	Peve_00003672
OG0013692	Pocillopora_meandrina_HIv1___RNAseq.g15491.t1	Peve_00003669
OG0013693	Pocillopora_meandrina_HIv1___RNAseq.g15537.t1	Peve_00000712
OG0013694	Pocillopora_meandrina_HIv1___TS.g10566.t1	Peve_00000715
OG0013695	Pocillopora_meandrina_HIv1___TS.g10568.t1	Peve_00000717
OG0013696	Pocillopora_meandrina_HIv1___RNAseq.g15542.t2	Peve_00000718
OG0013697	Pocillopora_meandrina_HIv1___RNAseq.g15543.t1	Peve_00000713
OG0013698	Pocillopora_meandrina_HIv1___TS.g10572.t1	Peve_00000714
OG0013699	Pocillopora_meandrina_HIv1___RNAseq.g15547.t1	Peve_00027867
OG0013700	Pocillopora_meandrina_HIv1___RNAseq.g16424.t1	Peve_00037726
OG0013701	Pocillopora_meandrina_HIv1___RNAseq.g16423.t1	Peve_00037729
OG0013702	Pocillopora_meandrina_HIv1___RNAseq.g16422.t1	Peve_00025176
OG0013703	Pocillopora_meandrina_HIv1___TS.g11411.t1	Peve_00040903
OG0013704	Pocillopora_meandrina_HIv1___RNAseq.g16390.t1	Peve_00040892
OG0013706	Pocillopora_meandrina_HIv1___RNAseq.g8009.t1	Peve_00018283
OG0013707	Pocillopora_meandrina_HIv1___RNAseq.g16197.t1	Peve_00026248
OG0013708	Pocillopora_meandrina_HIv1___RNAseq.g16195.t1	Peve_00026233
OG0013711	Pocillopora_meandrina_HIv1___TS.g11143.t1	Peve_00003106
OG0013712	Pocillopora_meandrina_HIv1___RNAseq.g16126.t1	Peve_00036788
OG0013713	Pocillopora_meandrina_HIv1___RNAseq.g16124.t1	Peve_00036790
OG0013714	Pocillopora_meandrina_HIv1___RNAseq.g16117.t1	Peve_00023657
OG0013715	Pocillopora_meandrina_HIv1___RNAseq.6804_t	Peve_00039732
OG0013716	Pocillopora_meandrina_HIv1___RNAseq.g16115.t1	Peve_00023662
OG0013717	Pocillopora_meandrina_HIv1___RNAseq.g16086.t1	Peve_00023655
OG0013718	Pocillopora_meandrina_HIv1___TS.g11105.t3a	Peve_00039740
OG0013719	Pocillopora_meandrina_HIv1___TS.g11105.t3b	Peve_00039741
OG0013720	Pocillopora_meandrina_HIv1___RNAseq.g20858.t1	Peve_00015137
OG0013721	Pocillopora_meandrina_HIv1___RNAseq.g16087.t1	Peve_00015135
OG0013723	Pocillopora_meandrina_HIv1___RNAseq.g15905.t1	Peve_00029191
OG0013724	Pocillopora_meandrina_HIv1___RNAseq.g15900.t1b	Peve_00022933
OG0013725	Pocillopora_meandrina_HIv1___RNAseq.g15898.t1	Peve_00029711
OG0013726	Pocillopora_meandrina_HIv1___RNAseq.g14114.t1	Peve_00008106
OG0013727	Pocillopora_meandrina_HIv1___RNAseq.g14115.t1	Peve_00008104
OG0013728	Pocillopora_meandrina_HIv1___TS.g11897.t1	Peve_00008103
OG0013729	Pocillopora_meandrina_HIv1___RNAseq.g14117.t1	Peve_00008102
OG0013730	Pocillopora_meandrina_HIv1___RNAseq.g14118.t1	Peve_00008099
OG0013731	Pocillopora_meandrina_HIv1___RNAseq.g9165.t1	Peve_00000748
OG0013732	Pocillopora_meandrina_HIv1___TS.g15553.t2	Peve_00000750
OG0013733	Pocillopora_meandrina_HIv1___RNAseq.g20706.t2	Peve_00002501
OG0013736	Pocillopora_meandrina_HIv1___RNAseq.g20705.t1	Peve_00018546
OG0013737	Pocillopora_meandrina_HIv1___RNAseq.g20707.t1	Peve_00031680
OG0013738	Pocillopora_meandrina_HIv1___RNAseq.g20712.t1	Peve_00024571
OG0013739	Pocillopora_meandrina_HIv1___RNAseq.g12799.t1	Peve_00024569
OG0013741	Pocillopora_meandrina_HIv1___RNAseq.g12808.t1	Peve_00044602
OG0013742	Pocillopora_meandrina_HIv1___RNAseq.g12807.t1	Peve_00044601
OG0013743	Pocillopora_meandrina_HIv1___RNAseq.g12804.t1	Peve_00044600
OG0013744	Pocillopora_meandrina_HIv1___RNAseq.g12803.t1	Peve_00044599
OG0013745	Pocillopora_meandrina_HIv1___RNAseq.g12802.t1	Peve_00044598
OG0013746	Pocillopora_meandrina_HIv1___RNAseq.g25693.t1	Peve_00044594
OG0013747	Pocillopora_meandrina_HIv1___RNAseq.g25673.t1	Peve_00031964
OG0013748	Pocillopora_meandrina_HIv1___RNAseq.g25674.t1	Peve_00027290
OG0013749	Pocillopora_meandrina_HIv1___RNAseq.g25682.t1	Peve_00042688
OG0013750	Pocillopora_meandrina_HIv1___RNAseq.g25670.t1	Peve_00031963
OG0013751	Pocillopora_meandrina_HIv1___RNAseq.g25671.t1	Peve_00031954
OG0013752	Pocillopora_meandrina_HIv1___TS.g27739.t1a	Peve_00031952
OG0013753	Pocillopora_meandrina_HIv1___RNAseq.g22342.t1	Peve_00041442
OG0013754	Pocillopora_meandrina_HIv1___RNAseq.g20741.t2a	Peve_00028026
OG0013755	Pocillopora_meandrina_HIv1___RNAseq.g14977.t1	Peve_00028049
OG0013756	Pocillopora_meandrina_HIv1___RNAseq.g20741.t2b	Peve_00028034
OG0013757	Pocillopora_meandrina_HIv1___TS.g9385.t1	Peve_00028042
OG0013759	Pocillopora_meandrina_HIv1___RNAseq.g25584.t1	Peve_00026869
OG0013760	Pocillopora_meandrina_HIv1___RNAseq.g25583.t1	Peve_00026868
OG0013761	Pocillopora_meandrina_HIv1___RNAseq.g25582.t1	Peve_00026866
OG0013762	Pocillopora_meandrina_HIv1___RNAseq.g25581.t1	Peve_00026877
OG0013763	Pocillopora_meandrina_HIv1___RNAseq.g25580.t1	Peve_00026876
OG0013764	Pocillopora_meandrina_HIv1___RNAseq.g25579.t1	Peve_00025108
OG0013765	Pocillopora_meandrina_HIv1___RNAseq.g25590.t1	Peve_00029298
OG0013766	Pocillopora_meandrina_HIv1___TS.g8998.t1	Peve_00029299
OG0013767	Pocillopora_meandrina_HIv1___RNAseq.g25566.t1	Peve_00025110
OG0013768	Pocillopora_meandrina_HIv1___RNAseq.g25571.t1	Peve_00020162
OG0013769	Pocillopora_meandrina_HIv1___RNAseq.g25575.t1	Peve_00029303
OG0013770	Pocillopora_meandrina_HIv1___TS.g9014.t1a	Peve_00029302
OG0013771	Pocillopora_meandrina_HIv1___RNAseq.g25601.t1	Peve_00006112
OG0013772	Pocillopora_meandrina_HIv1___RNAseq.g25602.t1	Peve_00016206
OG0013773	Pocillopora_meandrina_HIv1___RNAseq.g25606.t1	Peve_00031293
OG0013774	Pocillopora_meandrina_HIv1___RNAseq.g25605.t1	Peve_00031294
OG0013775	Pocillopora_meandrina_HIv1___RNAseq.g25603.t1	Peve_00016207
OG0013776	Pocillopora_meandrina_HIv1___TS.g9074.t2	Peve_00015447
OG0013777	Pocillopora_meandrina_HIv1___RNAseq.g25620.t1	Peve_00015446
OG0013778	Pocillopora_meandrina_HIv1___TS.g9080.t1a	Peve_00034521
OG0013779	Pocillopora_meandrina_HIv1___TS.g9080.t1b	Peve_00034527
OG0013780	Pocillopora_meandrina_HIv1___RNAseq.g25641.t1	Peve_00034531
OG0013781	Pocillopora_meandrina_HIv1___RNAseq.g25642.t1	Peve_00025770
OG0013782	Pocillopora_meandrina_HIv1___TS.g27794.t1	Peve_00006770
OG0013783	Pocillopora_meandrina_HIv1___RNAseq.g20770.t1	Peve_00026016
OG0013784	Pocillopora_meandrina_HIv1___RNAseq.g20769.t1	Peve_00026015
OG0013785	Pocillopora_meandrina_HIv1___RNAseq.g20768.t1	Peve_00026017
OG0013786	Pocillopora_meandrina_HIv1___RNAseq.g20806.t1	Peve_00024363
OG0013787	Pocillopora_meandrina_HIv1___RNAseq.g25451.t1	Peve_00017369
OG0013789	Pocillopora_meandrina_HIv1___RNAseq.g25430.t1	Peve_00040067
OG0013790	Pocillopora_meandrina_HIv1___RNAseq.g25811.t1	Peve_00043259
OG0013791	Pocillopora_meandrina_HIv1___RNAseq.g25810.t1	Peve_00043258
OG0013792	Pocillopora_meandrina_HIv1___RNAseq.g25809.t1	Peve_00043257
OG0013793	Pocillopora_meandrina_HIv1___RNAseq.g25802.t1b	Peve_00043252
OG0013794	Pocillopora_meandrina_HIv1___RNAseq.g25803.t1	Peve_00043254
OG0013795	Pocillopora_meandrina_HIv1___RNAseq.g25804.t1	Peve_00043255
OG0013796	Pocillopora_meandrina_HIv1___RNAseq.g25429.t1	Peve_00040068
OG0013797	Pocillopora_meandrina_HIv1___RNAseq.g25462.t1	Peve_00042919
OG0013798	Pocillopora_meandrina_HIv1___RNAseq.g25850.t1	Peve_00012859
OG0013799	Pocillopora_meandrina_HIv1___RNAseq.g25461.t1	Peve_00012860
OG0013800	Pocillopora_meandrina_HIv1___RNAseq.g25453.t1	Peve_00042925
OG0013801	Pocillopora_meandrina_HIv1___RNAseq.g25748.t1	Peve_00038071
OG0013802	Pocillopora_meandrina_HIv1___RNAseq.g25747.t1	Peve_00038060
OG0013803	Pocillopora_meandrina_HIv1___RNAseq.g25745.t1	Peve_00038059
OG0013804	Pocillopora_meandrina_HIv1___RNAseq.g25485.t1	Peve_00038062
OG0013805	Pocillopora_meandrina_HIv1___TS.g8928.t3	Peve_00038070
OG0013806	Pocillopora_meandrina_HIv1___TS.g8929.t1	Peve_00038072
OG0013807	Pocillopora_meandrina_HIv1___RNAseq.g25494.t1	Peve_00029018
OG0013808	Pocillopora_meandrina_HIv1___RNAseq.g25464.t1	Peve_00017657
OG0013809	Pocillopora_meandrina_HIv1___RNAseq.g25465.t1	Peve_00017655
OG0013810	Pocillopora_meandrina_HIv1___RNAseq.g25754.t1	Peve_00004670
OG0013811	Pocillopora_meandrina_HIv1___RNAseq.g25757.t1	Peve_00013129
OG0013812	Pocillopora_meandrina_HIv1___RNAseq.g25758.t1	Peve_00013130
OG0013813	Pocillopora_meandrina_HIv1___RNAseq.g25772.t1	Peve_00013132
OG0013814	Pocillopora_meandrina_HIv1___RNAseq.g25774.t1	Peve_00024538
OG0013815	Pocillopora_meandrina_HIv1___RNAseq.g25777.t1	Peve_00016285
OG0013816	Pocillopora_meandrina_HIv1___RNAseq.g25776.t1	Peve_00016284
OG0013818	Pocillopora_meandrina_HIv1___RNAseq.g25778.t1	Peve_00004666
OG0013819	Pocillopora_meandrina_HIv1___RNAseq.g25779.t1	Peve_00004665
OG0013820	Pocillopora_meandrina_HIv1___RNAseq.g25780.t1	Peve_00004674
OG0013821	Pocillopora_meandrina_HIv1___TS.g9227.t1	Peve_00004668
OG0013822	Pocillopora_meandrina_HIv1___RNAseq.g25785.t1	Peve_00033155
OG0013823	Pocillopora_meandrina_HIv1___RNAseq.g25786.t1	Peve_00042118
OG0013824	Pocillopora_meandrina_HIv1___RNAseq.g25787.t1	Peve_00042112
OG0013825	Pocillopora_meandrina_HIv1___RNAseq.g27965.t1	Peve_00029530
OG0013826	Pocillopora_meandrina_HIv1___RNAseq.g25730.t1	Peve_00000511
OG0013827	Pocillopora_meandrina_HIv1___RNAseq.g25732.t1	Peve_00000508
OG0013828	Pocillopora_meandrina_HIv1___RNAseq.g25735.t1	Peve_00041026
OG0013829	Pocillopora_meandrina_HIv1___RNAseq.g25739.t1	Peve_00041031
OG0013830	Pocillopora_meandrina_HIv1___RNAseq.g25482.t1	Peve_00003759
OG0013831	Pocillopora_meandrina_HIv1___RNAseq.g25480.t1	Peve_00042458
OG0013832	Pocillopora_meandrina_HIv1___RNAseq.g25479.t1	Peve_00042457
OG0013833	Pocillopora_meandrina_HIv1___RNAseq.g25478.t1	Peve_00042456
OG0013834	Pocillopora_meandrina_HIv1___RNAseq.g25496.t1	Peve_00030255
OG0013835	Pocillopora_meandrina_HIv1___TS.g8934.t1	Peve_00015171
OG0013836	Pocillopora_meandrina_HIv1___RNAseq.g25499.t1	Peve_00015172
OG0013837	Pocillopora_meandrina_HIv1___TS.g8937.t1	Peve_00031203
OG0013838	Pocillopora_meandrina_HIv1___RNAseq.g25504.t1	Peve_00031209
OG0013839	Pocillopora_meandrina_HIv1___RNAseq.g25505.t1	Peve_00031211
OG0013840	Pocillopora_meandrina_HIv1___RNAseq.g25515.t1	Peve_00032837
OG0013841	Pocillopora_meandrina_HIv1___RNAseq.g25516.t1	Peve_00028753
OG0013842	Pocillopora_meandrina_HIv1___RNAseq.g25517.t1	Peve_00032838
OG0013843	Pocillopora_meandrina_HIv1___RNAseq.g25518.t1	Peve_00032836
OG0013844	Pocillopora_meandrina_HIv1___RNAseq.g25526.t1	Peve_00004306
OG0013845	Pocillopora_meandrina_HIv1___RNAseq.g25531.t1	Peve_00025071
OG0013846	Pocillopora_meandrina_HIv1___RNAseq.g25649.t1	Peve_00022650
OG0013847	Pocillopora_meandrina_HIv1___RNAseq.g25542.t1	Peve_00024512
OG0013848	Pocillopora_meandrina_HIv1___RNAseq.g25553.t1	Peve_00045061
OG0013849	Pocillopora_meandrina_HIv1___RNAseq.g25411.t1	Peve_00013754
OG0013850	Pocillopora_meandrina_HIv1___RNAseq.g25410.t1	Peve_00013753
OG0013851	Pocillopora_meandrina_HIv1___RNAseq.g25409.t1	Peve_00013752
OG0013852	Pocillopora_meandrina_HIv1___TS.g8847.t1a	Peve_00013751
OG0013853	Pocillopora_meandrina_HIv1___TS.g8847.t1b	Peve_00013750
OG0013854	Pocillopora_meandrina_HIv1___RNAseq.g25404.t1	Peve_00013747
OG0013855	Pocillopora_meandrina_HIv1___RNAseq.g15018.t1	Peve_00024381
OG0013856	Pocillopora_meandrina_HIv1___RNAseq.g15019.t1	Peve_00024374
OG0013857	Pocillopora_meandrina_HIv1___RNAseq.g15020.t1	Peve_00024372
OG0013858	Pocillopora_meandrina_HIv1___RNAseq.g15028.t1	Peve_00024383
OG0013859	Pocillopora_meandrina_HIv1___RNAseq.g15031.t1b	Peve_00024365
OG0013860	Pocillopora_meandrina_HIv1___RNAseq.g15032.t1	Peve_00024369
OG0013861	Pocillopora_meandrina_HIv1___RNAseq.g15021.t1	Peve_00024370
OG0013862	Pocillopora_meandrina_HIv1___RNAseq.g15033.t1	Peve_00030746
OG0013863	Pocillopora_meandrina_HIv1___RNAseq.g24663.t1	Peve_00000665
OG0013864	Pocillopora_meandrina_HIv1___RNAseq.g25415.t1	Peve_00030741
OG0013865	Pocillopora_meandrina_HIv1___RNAseq.g25414.t1	Peve_00030749
OG0013866	Pocillopora_meandrina_HIv1___RNAseq.g15044.t1	Peve_00030743
OG0013867	Pocillopora_meandrina_HIv1___RNAseq.g25413.t1	Peve_00030739
OG0013868	Pocillopora_meandrina_HIv1___RNAseq.g16621.t1	Peve_00018583
OG0013869	Pocillopora_meandrina_HIv1___RNAseq.g11161.t1	Peve_00036556
OG0013870	Pocillopora_meandrina_HIv1___RNAseq.g11162.t1	Peve_00036558
OG0013871	Pocillopora_meandrina_HIv1___TS.g18469.t1	Peve_00040802
OG0013872	Pocillopora_meandrina_HIv1___RNAseq.g12593.t1	Peve_00040801
OG0013873	Pocillopora_meandrina_HIv1___RNAseq.g12591.t1	Peve_00040797
OG0013874	Pocillopora_meandrina_HIv1___TS.g18465.t1	Peve_00040798
OG0013875	Pocillopora_meandrina_HIv1___RNAseq.g12587.t1	Peve_00040810
OG0013876	Pocillopora_meandrina_HIv1___RNAseq.g12585.t1	Peve_00040808
OG0013877	Pocillopora_meandrina_HIv1___RNAseq.g12584.t1	Peve_00040807
OG0013878	Pocillopora_meandrina_HIv1___RNAseq.g12580.t1	Peve_00035000
OG0013879	Pocillopora_meandrina_HIv1___RNAseq.g12581.t1	Peve_00038266
OG0013880	Pocillopora_meandrina_HIv1___RNAseq.g12579.t1	Peve_00038264
OG0013881	Pocillopora_meandrina_HIv1___RNAseq.g12578.t1	Peve_00038263
OG0013882	Pocillopora_meandrina_HIv1___RNAseq.g12576.t1	Peve_00038260
OG0013883	Pocillopora_meandrina_HIv1___RNAseq.g12575.t1	Peve_00038259
OG0013884	Pocillopora_meandrina_HIv1___RNAseq.g11687.t1	Peve_00038249
OG0013885	Pocillopora_meandrina_HIv1___RNAseq.g17366.t1	Peve_00038248
OG0013886	Pocillopora_meandrina_HIv1___RNAseq.g16714.t1	Peve_00031596
OG0013887	Pocillopora_meandrina_HIv1___RNAseq.g17100.t1	Peve_00010684
OG0013888	Pocillopora_meandrina_HIv1___RNAseq.g17303.t1	Peve_00023376
OG0013889	Pocillopora_meandrina_HIv1___TS.g3065.t1	Peve_00023359
OG0013890	Pocillopora_meandrina_HIv1___RNAseq.g17301.t1	Peve_00023361
OG0013891	Pocillopora_meandrina_HIv1___TS.g3062.t1	Peve_00023364
OG0013892	Pocillopora_meandrina_HIv1___RNAseq.g17296.t1	Peve_00023373
OG0013893	Pocillopora_meandrina_HIv1___RNAseq.g17294.t1	Peve_00023375
OG0013894	Pocillopora_meandrina_HIv1___RNAseq.g17292.t1	Peve_00023383
OG0013895	Pocillopora_meandrina_HIv1___RNAseq.g17291.t1	Peve_00023328
OG0013896	Pocillopora_meandrina_HIv1___RNAseq.g17290.t1	Peve_00023330
OG0013897	Pocillopora_meandrina_HIv1___RNAseq.g17289.t1	Peve_00023331
OG0013898	Pocillopora_meandrina_HIv1___RNAseq.g17132.t3	Peve_00044526
OG0013899	Pocillopora_meandrina_HIv1___RNAseq.g17136.t1	Peve_00044522
