# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_5483	Porites_evermani_scaffold_5456	5313	9125	+	3813	10	0	0	0	0
lncRNA_5484	Porites_evermani_scaffold_5456	11861	12531	+	671	0	3	30	0	201
lncRNA_5485	Porites_evermani_scaffold_5457	3211	4128	+	918	52	26	42	14	19
lncRNA_5486	Porites_evermani_scaffold_546	215676	215927	+	252	0	0	40	0	0
lncRNA_5487	Porites_evermani_scaffold_5461	1	743	+	743	169	152	629	492	225
lncRNA_5488	Porites_evermani_scaffold_5463	878	1682	+	805	25	1	26	2	96
lncRNA_5489	Porites_evermani_scaffold_5468	12816	13299	+	484	4	0	0	0	137
lncRNA_5491	Porites_evermani_scaffold_547;Porites_evermani_scaffold_547	55663;55663	61529;61529	+;+	5867	19628	10115	4036	7745	20216
lncRNA_5492	Porites_evermani_scaffold_547	216862	217747	+	886	386	280	96	113	311
lncRNA_5493	Porites_evermani_scaffold_547	88188	88412	+	225	0	0	38	0	0
lncRNA_5494	Porites_evermani_scaffold_547	223221	223613	+	393	0	0	0	112	0
lncRNA_5495	Porites_evermani_scaffold_5472	5389	5694	+	306	15	1	45	0	0
lncRNA_5496	Porites_evermani_scaffold_5478	9442	12733	+	3292	213	8	24	80	116
lncRNA_5497	Porites_evermani_scaffold_548	39416	39658	+	243	24	6	137	0	59
lncRNA_5498	Porites_evermani_scaffold_5485	949	2582	+	1634	9	8	41	0	10
lncRNA_5499	Porites_evermani_scaffold_5486	1	11931	+	11931	0	0	0	0	0
lncRNA_5511	Porites_evermani_scaffold_5486;Porites_evermani_scaffold_5486;Porites_evermani_scaffold_55;Porites_evermani_scaffold_55	1;1;568131;646979	11931;12146;568529;651148	+;+;+;+	16715	73	18	146	48	19
lncRNA_5512	Porites_evermani_scaffold_5489;Porites_evermani_scaffold_55	525;611432	8872;611648	+;+	8565	1079	332	3028	2173	2922
lncRNA_5513	Porites_evermani_scaffold_5491;Porites_evermani_scaffold_551	347;156815	2114;166111	+;+	11065	0	3	105	0	0
lncRNA_5514	Porites_evermani_scaffold_5491;Porites_evermani_scaffold_551	3114;156876	3375;166111	+;+	9498	0	0	30	0	0
lncRNA_5515	Porites_evermani_scaffold_5491;Porites_evermani_scaffold_551	6212;159123	6578;166111	+;+	7356	0	0	72	0	0
lncRNA_5517	Porites_evermani_scaffold_5492;Porites_evermani_scaffold_5514	7928;2337	8166;2718	+;+	621	23	0	29	2	0
lncRNA_5518	Porites_evermani_scaffold_5498;Porites_evermani_scaffold_5514	232;2337	652;5931	+;+	4016	47	2	8	0	3
lncRNA_5519	Porites_evermani_scaffold_55;Porites_evermani_scaffold_5515	537936;3979	548874;11967	+;+	18928	1037	515	1259	283	1330
lncRNA_5516	Porites_evermani_scaffold_551	224188	229152	+	4965	1	10	0	0	0
lncRNA_5521	Porites_evermani_scaffold_551;Porites_evermani_scaffold_5518	225258;8585	227656;8814	+;+	2629	0	0	0	0	0
lncRNA_5522	Porites_evermani_scaffold_551	217161	219225	+	2065	492	87	0	0	0
lncRNA_5523	Porites_evermani_scaffold_5515	485	727	+	243	192	189	231	133	200
lncRNA_5524	Porites_evermani_scaffold_5517	73	6431	+	6359	0	84	40	2	2
lncRNA_5525	Porites_evermani_scaffold_5517	3162	8271	+	5110	0	16	22	20	2
lncRNA_5526	Porites_evermani_scaffold_552	157156	158298	+	1143	0	0	33	0	0
lncRNA_5527	Porites_evermani_scaffold_552	162117	162286	+	170	0	0	25	0	0
lncRNA_5528	Porites_evermani_scaffold_552	163921	164189	+	269	2	0	38	0	0
lncRNA_5529	Porites_evermani_scaffold_5521	1884	2519	+	636	1	0	0	0	1
lncRNA_5531	Porites_evermani_scaffold_553;Porites_evermani_scaffold_5538	116461;9761	117169;12325	+;+	3274	32	2	10	0	31
lncRNA_5532	Porites_evermani_scaffold_5538	4955	5179	+	225	21	24	18	10	7
lncRNA_5533	Porites_evermani_scaffold_554	335	3494	+	3160	141	143	562	189	496
lncRNA_5535	Porites_evermani_scaffold_5549	5911	6176	+	266	45	0	32	6	20
lncRNA_5536	Porites_evermani_scaffold_555	157218	168611	+	11394	1	0	0	0	82
lncRNA_5537	Porites_evermani_scaffold_555	166818	168611	+	1794	0	0	0	0	0
lncRNA_5538	Porites_evermani_scaffold_555	8713	9334	+	622	37	8	26	15	576
lncRNA_5539	Porites_evermani_scaffold_555	12966	13243	+	278	40	7	35	65	81
lncRNA_5541	Porites_evermani_scaffold_555;Porites_evermani_scaffold_5551	122337;7311	122542;11471	+;+	4367	77	15	145	34	61
lncRNA_5542	Porites_evermani_scaffold_5554	3562	3911	+	350	0	1	256	1	105
lncRNA_5543	Porites_evermani_scaffold_5556	4511	6427	+	1917	36	77	385	92	102
lncRNA_5544	Porites_evermani_scaffold_556	185437	189891	+	4455	0	0	0	0	0
lncRNA_5545	Porites_evermani_scaffold_556	185727	189891	+	4165	0	0	0	0	0
lncRNA_5546	Porites_evermani_scaffold_556	67586	67885	+	300	0	13	56	2	0
lncRNA_5547	Porites_evermani_scaffold_556	211719	211992	+	274	0	0	0	0	0
lncRNA_5548	Porites_evermani_scaffold_557	41156	48727	+	7572	6	81	0	12	24
lncRNA_5549	Porites_evermani_scaffold_5571	6113	6311	+	199	0	0	0	0	0
lncRNA_5551	Porites_evermani_scaffold_5571;Porites_evermani_scaffold_5571	4115;8865	5667;9695	+;+	2384	124	137	275	685	848
lncRNA_5552	Porites_evermani_scaffold_5574	1617	2384	+	768	0	0	66	0	0
lncRNA_5553	Porites_evermani_scaffold_5576	11258	11888	+	631	0	0	33	1	1
lncRNA_5554	Porites_evermani_scaffold_5577	131	611	+	481	0	16	0	9	88
lncRNA_5555	Porites_evermani_scaffold_558	169151	169381	+	231	0	0	3	0	1
lncRNA_5556	Porites_evermani_scaffold_558	227831	229123	+	1293	3	5	31	12	12
lncRNA_5557	Porites_evermani_scaffold_558	228142	229539	+	1398	10	5	4	2	0
lncRNA_5558	Porites_evermani_scaffold_5581	366	5151	+	4786	1752	758	352	59	246
lncRNA_5559	Porites_evermani_scaffold_5581	7181	11152	+	3972	696	3919	651	11	51
lncRNA_5561	Porites_evermani_scaffold_5586;Porites_evermani_scaffold_5587	1388;5875	2497;11863	+;+	7099	5977	44	96	6325	17341
lncRNA_5562	Porites_evermani_scaffold_5587	5875	9793	+	3919	0	0	0	0	0
lncRNA_5563	Porites_evermani_scaffold_5587	4744	4994	+	251	13	0	38	0	0
lncRNA_5564	Porites_evermani_scaffold_5588	6312	6552	+	241	8	0	16	0	0
lncRNA_5565	Porites_evermani_scaffold_559	193191	212155	+	18965	0	0	0	0	0
lncRNA_5566	Porites_evermani_scaffold_559	193198	217482	+	24285	29	2	41	6	37
lncRNA_5567	Porites_evermani_scaffold_5591	7212	11261	+	4050	0	0	0	0	0
lncRNA_5568	Porites_evermani_scaffold_56	41314	48679	+	7366	221	24	178	70	379
lncRNA_5571	Porites_evermani_scaffold_56;Porites_evermani_scaffold_561	325286;175667	325566;181981	+;+	6596	244	69	187	103	328
lncRNA_5572	Porites_evermani_scaffold_561	177446	184396	+	6951	0	0	0	0	0
lncRNA_5573	Porites_evermani_scaffold_561	177446	184396	+	6951	0	0	0	0	0
lncRNA_5574	Porites_evermani_scaffold_5616	151	361	+	211	2	0	0	0	0
lncRNA_5575	Porites_evermani_scaffold_5616	11426	11672	+	247	141	42	18	52	157
lncRNA_5576	Porites_evermani_scaffold_5619	5187	6451	+	1265	0	0	0	0	0
lncRNA_5577	Porites_evermani_scaffold_5619	6978	7551	+	574	5	0	0	0	0
lncRNA_5578	Porites_evermani_scaffold_561	33499	36659	+	3161	1731	646	624	682	2829
lncRNA_5579	Porites_evermani_scaffold_561	36924	48541	+	11618	0	0	0	0	0
lncRNA_5581	Porites_evermani_scaffold_561;Porites_evermani_scaffold_561	32392;36924	32964;49614	+;+	13264	766	279	325	221	1340
lncRNA_5582	Porites_evermani_scaffold_562	114297	115814	+	1518	160	118	126	32	236
lncRNA_5583	Porites_evermani_scaffold_562	156495	157114	+	620	73	25	23	12	50
lncRNA_5584	Porites_evermani_scaffold_5621	19	4915	+	4897	18	3	121	0	8
lncRNA_5585	Porites_evermani_scaffold_5621	153	981	+	829	0	0	0	0	0
lncRNA_5586	Porites_evermani_scaffold_5622	4762	7483	+	2722	0	0	0	0	0
lncRNA_5587	Porites_evermani_scaffold_5622	4763	8595	+	3833	68	0	32	0	16
lncRNA_5588	Porites_evermani_scaffold_5623	11195	11444	+	250	6	1	1	0	1
lncRNA_5589	Porites_evermani_scaffold_5629	4745	5181	+	437	11	2	49	6	11
lncRNA_5591	Porites_evermani_scaffold_563;Porites_evermani_scaffold_563	5896;41633	6143;42327	+;+	943	153	24	385	144	178
lncRNA_5592	Porites_evermani_scaffold_563	28521	28754	+	234	0	0	34	0	0
lncRNA_5593	Porites_evermani_scaffold_563	163216	164288	+	1073	63	34	154	50	29
lncRNA_5594	Porites_evermani_scaffold_5635	11387	11595	+	209	0	0	0	0	0
lncRNA_5596	Porites_evermani_scaffold_5641	6568	8353	+	1786	74	0	200	38	87
lncRNA_5597	Porites_evermani_scaffold_5641	9149	9699	+	551	6	0	114	6	4
lncRNA_5598	Porites_evermani_scaffold_5641	9996	11518	+	1523	14	0	70	18	21
lncRNA_5599	Porites_evermani_scaffold_5643	411	5378	+	4968	310	58	0	148	6
lncRNA_5611	Porites_evermani_scaffold_5644;Porites_evermani_scaffold_5644;Porites_evermani_scaffold_565;Porites_evermani_scaffold_5654	5268;5311;76651;1586	11271;11271;84587;2789	+;+;+;+	15145	103	57	700	114	165
lncRNA_5612	Porites_evermani_scaffold_5644;Porites_evermani_scaffold_5658	5353;9842	11338;11196	+;+	7341	408	194	530	214	543
lncRNA_5613	Porites_evermani_scaffold_5644;Porites_evermani_scaffold_5664	5353;2141	11338;5716	+;+	9562	129	58	37	27	80
lncRNA_5614	Porites_evermani_scaffold_5645;Porites_evermani_scaffold_5668	6483;4384	6767;5141	+;+	1043	17	0	48	29	89
lncRNA_5615	Porites_evermani_scaffold_5649;Porites_evermani_scaffold_5668	5591;5546	11182;6131	+;+	6178	4	0	39	6	13
lncRNA_5616	Porites_evermani_scaffold_5649;Porites_evermani_scaffold_5668	5697;6635	11182;7322	+;+	6174	0	0	37	3	19
lncRNA_5617	Porites_evermani_scaffold_5649;Porites_evermani_scaffold_567	5697;37985	11182;38289	+;+	5791	23	14	1	251	3
lncRNA_5618	Porites_evermani_scaffold_565;Porites_evermani_scaffold_567	1212;49113	5634;49342	+;+	4653	108	111	304	108	95
lncRNA_5619	Porites_evermani_scaffold_565;Porites_evermani_scaffold_567	14351;81676	15941;81978	+;+	1894	208	196	75	1397	259
lncRNA_5621	Porites_evermani_scaffold_5671;Porites_evermani_scaffold_5671	4418;6565	4632;7631	+;+	1282	0	248	1	2	0
lncRNA_5622	Porites_evermani_scaffold_5674	3331	7689	+	4359	11	0	6	1	20
lncRNA_5623	Porites_evermani_scaffold_5674	6612	7689	+	1078	0	0	0	0	0
lncRNA_5624	Porites_evermani_scaffold_5677	3361	8215	+	4855	4566	1201	4016	1592	8683
lncRNA_5625	Porites_evermani_scaffold_568	4174	4318	+	145	0	0	0	0	1
lncRNA_5626	Porites_evermani_scaffold_568	116233	116519	+	287	32	7	45	6	18
lncRNA_5627	Porites_evermani_scaffold_5686	1458	1774	+	317	61	24	0	0	9
lncRNA_5628	Porites_evermani_scaffold_5687	9623	9844	+	222	0	3	26	9	8
lncRNA_5629	Porites_evermani_scaffold_569	51	2577	+	2527	458	0	308	0	344
lncRNA_5631	Porites_evermani_scaffold_569;Porites_evermani_scaffold_569	54798;214484	57841;219154	+;+	7715	675	153	924	214	1082
lncRNA_5632	Porites_evermani_scaffold_569	219416	219915	+	500	0	0	0	0	0
lncRNA_5633	Porites_evermani_scaffold_5693	1	461	+	461	410	797	364	313	872
lncRNA_5634	Porites_evermani_scaffold_57	277415	289187	+	11773	0	0	0	0	0
lncRNA_5635	Porites_evermani_scaffold_57	277415	289187	+	11773	0	0	0	0	0
lncRNA_5636	Porites_evermani_scaffold_57	67171	67711	+	541	6	4	58	6	14
lncRNA_5637	Porites_evermani_scaffold_57	282425	283689	+	1265	0	0	0	0	0
lncRNA_5638	Porites_evermani_scaffold_57	399315	399513	+	199	0	0	24	0	2
lncRNA_5639	Porites_evermani_scaffold_57	512826	513395	+	570	29	9	115	22	8
lncRNA_5641	Porites_evermani_scaffold_57;Porites_evermani_scaffold_57	514424;577711	515111;578115	+;+	1093	36	22	116	14	35
lncRNA_5642	Porites_evermani_scaffold_571	24512	32256	+	7745	175	82	99	53	74
lncRNA_5643	Porites_evermani_scaffold_571	193811	194212	+	402	115	296	357	173	531
lncRNA_5644	Porites_evermani_scaffold_5713	8964	11426	+	2463	7	0	78	2	19
lncRNA_5645	Porites_evermani_scaffold_571	13684	18194	+	4511	235	143	227	65	224
lncRNA_5646	Porites_evermani_scaffold_571	114131	116617	+	2487	0	4	0	8	2
lncRNA_5647	Porites_evermani_scaffold_571	66747	67159	+	413	42	0	0	6	5
lncRNA_5648	Porites_evermani_scaffold_571	75875	76175	+	301	0	6	56	0	0
lncRNA_5649	Porites_evermani_scaffold_571	87589	87813	+	225	4	29	0	0	11
lncRNA_5651	Porites_evermani_scaffold_5713;Porites_evermani_scaffold_5713	2795;6185	3852;6335	+;+	1209	0	0	0	0	155
lncRNA_5652	Porites_evermani_scaffold_5715	6639	7487	+	849	9	50	136	13	83
lncRNA_5654	Porites_evermani_scaffold_572	12716	13372	+	657	10	4	0	0	44
lncRNA_5655	Porites_evermani_scaffold_5723	1971	3135	+	1165	133	127	88	77	263
lncRNA_5656	Porites_evermani_scaffold_5742	5848	6433	+	586	0	9	94	0	11
lncRNA_5657	Porites_evermani_scaffold_5745	9417	11118	+	1702	99	84	165	95	82
lncRNA_5658	Porites_evermani_scaffold_5749	1	313	+	313	32	2	5	0	71
lncRNA_5659	Porites_evermani_scaffold_5751	1195	7199	+	6005	0	0	0	5	11
lncRNA_5661	Porites_evermani_scaffold_576;Porites_evermani_scaffold_576	813;132738	1136;134222	+;+	1809	34	18	28	0	202
lncRNA_5662	Porites_evermani_scaffold_576	214245	214465	+	221	0	0	0	0	1
lncRNA_5663	Porites_evermani_scaffold_5761	118	458	+	341	6	0	1	6	6
lncRNA_5664	Porites_evermani_scaffold_5768	4771	9874	+	5104	282	0	187	77	2
lncRNA_5665	Porites_evermani_scaffold_5768	4168	4399	+	232	57	0	46	43	0
lncRNA_5666	Porites_evermani_scaffold_577	117646	117959	+	314	16	0	28	6	2
lncRNA_5667	Porites_evermani_scaffold_5771	1625	9489	+	7865	2	10	0	0	4
lncRNA_5668	Porites_evermani_scaffold_5771	5672	9732	+	4061	0	0	0	2	0
lncRNA_5669	Porites_evermani_scaffold_5777	6746	9778	+	3033	17	40	290	0	114
lncRNA_5671	Porites_evermani_scaffold_578;Porites_evermani_scaffold_5783	121234;581	121882;3192	+;+	3261	81	0	135	25	54
lncRNA_5672	Porites_evermani_scaffold_5788	9161	9264	+	104	0	0	54	0	0
lncRNA_5673	Porites_evermani_scaffold_579	17289	17615	+	327	17	0	57	10	0
lncRNA_5674	Porites_evermani_scaffold_579	139431	139737	+	307	12	2	58	10	13
lncRNA_5675	Porites_evermani_scaffold_579	141212	142273	+	1062	31	20	97	15	20
lncRNA_5676	Porites_evermani_scaffold_579	142637	142956	+	320	48	26	55	9	26
lncRNA_5677	Porites_evermani_scaffold_579	143411	144173	+	763	44	33	96	22	29
lncRNA_5678	Porites_evermani_scaffold_579	145271	145682	+	412	56	22	0	23	50
lncRNA_5679	Porites_evermani_scaffold_5793	1722	9454	+	7733	96	25	0	28	37
lncRNA_5681	Porites_evermani_scaffold_5798;Porites_evermani_scaffold_58	9169;42394	9591;42828	+;+	858	0	0	0	44	112
lncRNA_5682	Porites_evermani_scaffold_58	44862	45557	+	696	0	0	0	0	67
lncRNA_5683	Porites_evermani_scaffold_58	59993	61286	+	1294	2	0	0	2	77
lncRNA_5684	Porites_evermani_scaffold_58	85113	85377	+	265	0	0	0	0	29
lncRNA_5685	Porites_evermani_scaffold_58	511998	512945	+	948	15	3	2	1	2
lncRNA_5686	Porites_evermani_scaffold_581	44519	46114	+	1596	0	0	0	0	0
lncRNA_5687	Porites_evermani_scaffold_581	128159	129411	+	1253	0	0	0	0	5
lncRNA_5689	Porites_evermani_scaffold_581	142511	143621	+	1111	0	0	0	0	0
lncRNA_5691	Porites_evermani_scaffold_581;Porites_evermani_scaffold_5813	158336;1	159278;2191	+;+	3134	4	6	6	12	15
lncRNA_5692	Porites_evermani_scaffold_5817	4	9454	+	9451	0	0	0	0	0
lncRNA_5693	Porites_evermani_scaffold_5817	4	9454	+	9451	0	0	0	0	0
lncRNA_5694	Porites_evermani_scaffold_5818	1	9472	+	9472	94	67	0	4	104
lncRNA_5695	Porites_evermani_scaffold_5811	8536	9435	+	900	2641	688	768	824	1636
lncRNA_5696	Porites_evermani_scaffold_5813	631	1128	+	498	0	0	0	0	0
lncRNA_5697	Porites_evermani_scaffold_5813	1547	1811	+	265	0	0	0	0	0
lncRNA_5698	Porites_evermani_scaffold_5813	4313	4567	+	255	175	130	927	331	189
lncRNA_5699	Porites_evermani_scaffold_582	119343	121221	+	1879	291	277	356	156	438
lncRNA_5711	Porites_evermani_scaffold_582;Porites_evermani_scaffold_5823;Porites_evermani_scaffold_5847;Porites_evermani_scaffold_585	139467;584;2878;164321	141192;7121;7813;165218	+;+;+;+	14098	192	52	243	164	128
lncRNA_5712	Porites_evermani_scaffold_583;Porites_evermani_scaffold_585	97833;161695	99238;163154	+;+	2866	570	436	923	58	914
lncRNA_5713	Porites_evermani_scaffold_5832;Porites_evermani_scaffold_585	4679;164321	4884;164723	+;+	609	7	0	28	0	7
lncRNA_5714	Porites_evermani_scaffold_584;Porites_evermani_scaffold_585	21563;112248	21814;112526	+;+	531	6	0	18	5	10
lncRNA_5715	Porites_evermani_scaffold_584;Porites_evermani_scaffold_585	129189;215784	129519;216411	+;+	959	47	8	0	19	28
lncRNA_5716	Porites_evermani_scaffold_584	142425	142733	+	309	6	0	30	0	0
lncRNA_5717	Porites_evermani_scaffold_584;Porites_evermani_scaffold_5865	212376;3585	212715;5669	+;+	2425	21	26	0	6	139
lncRNA_5718	Porites_evermani_scaffold_584;Porites_evermani_scaffold_587	215352;1	215617;1591	+;+	1857	39	0	66	26	0
lncRNA_5719	Porites_evermani_scaffold_5845;Porites_evermani_scaffold_587	7187;1	7321;1591	+;+	1726	18	0	22	2	12
lncRNA_5721	Porites_evermani_scaffold_587;Porites_evermani_scaffold_5871	123111;6996	123217;9185	+;+	2297	244	30	10	31	93
lncRNA_5722	Porites_evermani_scaffold_5872	3724	4145	+	422	3	0	2	0	1
lncRNA_5723	Porites_evermani_scaffold_5873	1161	1787	+	627	2	3	89	5	11
lncRNA_5724	Porites_evermani_scaffold_5875	6198	9112	+	2915	0	0	0	0	0
lncRNA_5725	Porites_evermani_scaffold_5875	6211	9112	+	2902	0	0	0	0	0
lncRNA_5726	Porites_evermani_scaffold_5888	6784	7834	+	1051	4013	452	570	1088	3839
lncRNA_5727	Porites_evermani_scaffold_5891	4	3436	+	3433	0	0	0	0	0
lncRNA_5728	Porites_evermani_scaffold_5891	1126	3436	+	2311	0	0	0	0	0
lncRNA_5729	Porites_evermani_scaffold_5891	6	3647	+	3642	0	0	0	0	0
lncRNA_5731	Porites_evermani_scaffold_5891;Porites_evermani_scaffold_5891	6;7	6791;3555	+;+	6786	0	411	5	0	9
lncRNA_5732	Porites_evermani_scaffold_5891	261	3436	+	3176	0	0	0	0	0
lncRNA_5733	Porites_evermani_scaffold_5891	556	2842	+	2287	0	0	0	0	0
lncRNA_5734	Porites_evermani_scaffold_5896	1539	1796	+	258	1	0	23	0	0
lncRNA_5735	Porites_evermani_scaffold_5898	7845	8162	+	318	35	0	39	1	47
lncRNA_5736	Porites_evermani_scaffold_59	47151	47291	+	141	32	0	9	4	28
lncRNA_5737	Porites_evermani_scaffold_59	47489	54865	+	7377	22	56	40	9	229
lncRNA_5738	Porites_evermani_scaffold_59	29216	29414	+	199	0	0	38	0	1
lncRNA_5739	Porites_evermani_scaffold_59	117224	117441	+	218	0	0	0	0	0
lncRNA_5741	Porites_evermani_scaffold_59;Porites_evermani_scaffold_59	165892;219613	166195;219911	+;+	603	0	0	100	0	0
lncRNA_5742	Porites_evermani_scaffold_59	232119	232391	+	273	4	2	28	0	0
lncRNA_5743	Porites_evermani_scaffold_59	251632	251845	+	214	6	0	0	6	0
lncRNA_5744	Porites_evermani_scaffold_59	267612	267815	+	204	4	0	48	0	2
lncRNA_5745	Porites_evermani_scaffold_59	282984	283199	+	216	6	0	38	1	0
lncRNA_5746	Porites_evermani_scaffold_59	284157	284357	+	201	14	10	32	3	0
lncRNA_5747	Porites_evermani_scaffold_59	285881	286163	+	283	16	0	46	4	2
lncRNA_5748	Porites_evermani_scaffold_59	483712	484161	+	450	4	10	78	0	21
lncRNA_5749	Porites_evermani_scaffold_59	484551	484811	+	261	0	0	24	0	2
lncRNA_5751	Porites_evermani_scaffold_59;Porites_evermani_scaffold_59	485761;665118	486171;665386	+;+	680	28	2	83	3	23
lncRNA_5752	Porites_evermani_scaffold_591	5651	7791	+	2141	519	66	337	178	719
lncRNA_5753	Porites_evermani_scaffold_591	9458	9798	+	341	2	0	0	0	3
lncRNA_5754	Porites_evermani_scaffold_591	89317	89537	+	221	0	0	0	0	0
lncRNA_5755	Porites_evermani_scaffold_591	133485	134274	+	790	531	6	4	59	541
lncRNA_5756	Porites_evermani_scaffold_591	117828	118183	+	356	0	0	0	0	0
lncRNA_5757	Porites_evermani_scaffold_5911	498	732	+	235	0	0	0	0	0
lncRNA_5758	Porites_evermani_scaffold_5911	8488	8725	+	238	4	0	0	0	0
lncRNA_5759	Porites_evermani_scaffold_5913	2547	2845	+	299	0	2	58	0	1
lncRNA_5761	Porites_evermani_scaffold_5915;Porites_evermani_scaffold_592	4476;224535	5132;225381	+;+	1504	5	33	138	25	34
lncRNA_5762	Porites_evermani_scaffold_5921	5218	7185	+	1968	0	0	0	0	0
lncRNA_5763	Porites_evermani_scaffold_5921	3484	8696	+	5213	0	0	0	0	0
lncRNA_5764	Porites_evermani_scaffold_5921	3484	8696	+	5213	0	0	0	0	0
lncRNA_5765	Porites_evermani_scaffold_5921	3664	8696	+	5033	0	0	0	0	0
lncRNA_5766	Porites_evermani_scaffold_5924	458	1496	+	1039	6	4	4	7	3
lncRNA_5767	Porites_evermani_scaffold_5924	6938	7235	+	298	25	12	47	14	19
lncRNA_5768	Porites_evermani_scaffold_5933	1187	2593	+	1407	26	16	80	42	53
lncRNA_5769	Porites_evermani_scaffold_5934	5694	8596	+	2903	0	0	32	0	0
lncRNA_5771	Porites_evermani_scaffold_5936;Porites_evermani_scaffold_5937	2929;6987	3132;8138	+;+	1356	143	21	180	129	36
lncRNA_5772	Porites_evermani_scaffold_5939	5347	8616	+	3270	536	128	218	67	214
lncRNA_5773	Porites_evermani_scaffold_594	148246	158154	+	9909	404	151	242	75	203
lncRNA_5774	Porites_evermani_scaffold_594	169161	171112	+	1952	440	169	299	117	403
lncRNA_5776	Porites_evermani_scaffold_594	146918	147169	+	252	4	17	25	0	1
lncRNA_5777	Porites_evermani_scaffold_5941	634	8236	+	7603	492	76	456	293	475
lncRNA_5778	Porites_evermani_scaffold_5943	7177	8627	+	1451	497	243	4	4	649
lncRNA_5779	Porites_evermani_scaffold_5948	2839	7171	+	4333	421	287	206	61	552
lncRNA_5781	Porites_evermani_scaffold_595;Porites_evermani_scaffold_595	163647;216997	163855;217245	+;+	458	0	0	26	0	0
lncRNA_5782	Porites_evermani_scaffold_5951	6551	8597	+	2047	9	4	58	81	216
lncRNA_5783	Porites_evermani_scaffold_5954	1979	3971	+	1993	53	55	190	6	25
lncRNA_5784	Porites_evermani_scaffold_5956	1	1828	+	1828	0	0	0	0	0
lncRNA_5785	Porites_evermani_scaffold_5956	1	2767	+	2767	0	0	0	0	0
lncRNA_5786	Porites_evermani_scaffold_5956	1	2767	+	2767	0	0	0	0	0
lncRNA_5787	Porites_evermani_scaffold_5956	4132	4876	+	745	10	0	108	0	0
lncRNA_5788	Porites_evermani_scaffold_596	145911	157213	+	11303	211	500	173	21	868
lncRNA_5789	Porites_evermani_scaffold_596	192514	193144	+	631	2	5	0	0	0
lncRNA_5791	Porites_evermani_scaffold_596;Porites_evermani_scaffold_596	218281;223152	218496;223268	+;+	333	0	0	105	1	4
lncRNA_5792	Porites_evermani_scaffold_5962	1542	8515	+	6974	404	90	294	128	506
lncRNA_5793	Porites_evermani_scaffold_5966	3355	3586	+	232	6	2	37	0	11
lncRNA_5794	Porites_evermani_scaffold_5967	4723	6729	+	2007	25	7	7	5	12
lncRNA_5795	Porites_evermani_scaffold_5969	5372	6291	+	920	0	0	0	0	0
lncRNA_5796	Porites_evermani_scaffold_5969	5551	6291	+	741	0	0	0	0	0
lncRNA_5797	Porites_evermani_scaffold_5969	5372	6693	+	1322	3	0	10	0	1
lncRNA_5798	Porites_evermani_scaffold_597	129142	131362	+	2221	42	10	68	19	42
lncRNA_5799	Porites_evermani_scaffold_597	191117	193537	+	2421	11	1	49	15	7
lncRNA_5811	Porites_evermani_scaffold_597;Porites_evermani_scaffold_597;Porites_evermani_scaffold_598;Porites_evermani_scaffold_598	6524;8795;71323;71323	6879;9115;73677;73677	+;+;+;+	3032	22	14	134	9	46
lncRNA_5812	Porites_evermani_scaffold_597;Porites_evermani_scaffold_5982	169197;2386	169433;3564	+;+	1416	6	6	107	24	29
lncRNA_5813	Porites_evermani_scaffold_597;Porites_evermani_scaffold_5985	169769;1	171154;2654	+;+	4040	32	1	57	24	62
lncRNA_5814	Porites_evermani_scaffold_5972;Porites_evermani_scaffold_5985	1728;231	2117;2654	+;+	2814	0	0	49	12	0
lncRNA_5815	Porites_evermani_scaffold_5973;Porites_evermani_scaffold_5987	1;2252	4399;2467	+;+	4615	25	9	183	34	38
lncRNA_5816	Porites_evermani_scaffold_5974;Porites_evermani_scaffold_5989	315;4438	2155;5824	+;+	3228	16	145	77	334	370
lncRNA_5817	Porites_evermani_scaffold_5977;Porites_evermani_scaffold_5989	1;8222	1392;8433	+;+	1604	79	29	87	6	87
lncRNA_5818	Porites_evermani_scaffold_598;Porites_evermani_scaffold_599	26737;79511	29546;81832	+;+	5132	4158	2791	5850	3688	9894
lncRNA_5819	Porites_evermani_scaffold_598;Porites_evermani_scaffold_5995	68919;1	73677;241	+;+	5000	15	5	140	28	133
lncRNA_5821	Porites_evermani_scaffold_5996;Porites_evermani_scaffold_5998	1544;3231	1856;3516	+;+	599	4	0	29	1	31
lncRNA_5823	Porites_evermani_scaffold_6	1243311	1262348	+	19038	2714	445	495	643	2237
