gene_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
STRG.5128,940,303,17,657,1207
Peve_00008416,0,0,0,0,0
Peve_00008415,0,0,0,0,0
Peve_00000624,0,7,0,0,4
Peve_00000621,0,0,0,0,0
Peve_00009209,0,0,0,0,0
STRG.3017,18,0,174,26,57
Peve_00009208,0,0,0,0,0
STRG.24998,26,13,292,39,116
Peve_00018793,0,4,1576,25,56
Peve_00018792,0,0,0,0,0
Peve_00009205,0,0,0,0,0
Peve_00009204,0,0,0,0,0
Peve_00026853,0,10,0,0,8
Peve_00009207,0,0,0,0,0
STRG.24999,47,9,227,6,28
Peve_00038036,0,0,0,0,15
Peve_00037021,0,347,0,0,0
Peve_00037022,0,0,0,72,5
Peve_00009206,0,0,0,0,0
Peve_00038032,0,0,0,31,0
Peve_00009201,0,0,0,0,0
Peve_00043408,0,13,0,0,4
Peve_00038038,0,0,0,0,0
Peve_00009200,0,0,0,0,0
STRG.4652,404,93,616,441,260
STRG.4653,131,148,294,102,126
STRG.4650,1060,137,1084,661,1340
STRG.4651,20,0,0,0,19
STRG.4656,26,3,0,5,19
STRG.4657,121,22,14,85,158
STRG.4654,44,112,0,29,64
STRG.4655,158,140,1213,265,175
Peve_00033918,0,8,38,15,0
Peve_00033919,0,3,0,0,0
STRG.4658,557,102,86,394,399
STRG.4659,946,505,1697,1076,1071
Peve_00006707,0,0,125,0,0
Peve_00006706,0,14,65,0,33
STRG.4388,7,0,3,0,0
STRG.4389,3,3,0,0,0
STRG.4380,10329,1641,12578,6524,15570
STRG.4381,11,11,0,58,13
STRG.4382,68,2,51,4,47
STRG.4383,6304,1207,4259,1768,6381
STRG.4384,249,246,1095,92,239
STRG.4385,360,124,545,207,491
STRG.4386,54,89,359,105,172
STRG.4387,66,0,198,0,136
Peve_00028666,0,0,0,0,0
Peve_00028664,0,0,0,0,10
Peve_00007819,0,1,0,5,6
Peve_00030244,0,0,0,0,0
Peve_00029393,0,0,0,0,3
STRG.3868,5608,82273,5199,4847,12283
STRG.11299,129,94,456,99,442
Peve_00036370,0,0,0,0,0
Peve_00036377,0,0,0,0,0
Peve_00036376,0,0,0,0,0
STRG.11295,93,52,225,50,104
STRG.14467,138,77,319,46,197
STRG.14466,42,12,110,4,0
STRG.14465,112,115,1093,48,83
STRG.14464,4,2,1,1,2
STRG.14463,33,38,532,23,150
STRG.14462,10,0,0,0,13
STRG.14461,30,91,1030,18,198
STRG.14460,786,443,2650,680,1475
STRG.11293,36,10,67,16,18
STRG.14469,825,383,2146,502,1360
STRG.11292,279,77,625,127,309
Peve_00030793,0,0,0,0,0
Peve_00030792,0,0,0,0,0
Peve_00030790,0,0,54,0,0
Peve_00030796,0,0,0,6,3
Peve_00035546,0,10,1923,6,7
Peve_00030798,0,0,0,0,0
Peve_00036089,0,0,0,0,0
Peve_00036088,0,0,0,0,0
Peve_00033260,0,0,0,0,0
Peve_00033261,0,0,0,0,0
STRG.22758,115,0,0,18,274
Peve_00032791,0,0,93,0,0
Peve_00032796,0,0,0,0,0
Peve_00011671,0,0,0,0,0
STRG.8359,59,11,0,51,20
STRG.13463,11,0,0,0,3
Peve_00029537,0,0,0,0,0
STRG.8358,34,0,120,50,43
Peve_00029531,0,0,0,0,0
Peve_00011673,0,0,0,0,0
STRG.8403,469,146,469,221,532
STRG.8402,28,111,0,69,0
STRG.8401,22,0,0,11,0
STRG.8400,2,1,2,2,3
STRG.8407,499,264,674,477,533
STRG.8406,216,48,478,113,138
STRG.8405,66,0,144,64,29
STRG.8356,179,87,126,88,147
Peve_00005973,0,0,0,0,0
Peve_00011675,0,0,0,0,0
STRG.8409,345,978,893,388,919
STRG.8408,187,25,237,88,262
Peve_00005975,0,0,0,0,7
Peve_00005974,0,0,0,0,0
STRG.13465,139,33,378,47,80
STRG.24992,522,516,872,309,359
STRG.16494,129,171,779,166,338
STRG.3378,925,642,772,360,1060
STRG.13468,97,264,462,37,154
STRG.16639,150,61,681,54,87
Peve_00031683,0,0,0,0,11
STRG.16497,53,80,571,59,91
Peve_00023201,0,0,0,0,0
STRG.24993,46,66,726,192,128
Peve_00023200,0,21,0,0,29
STRG.15734,8,7,0,22,8
Peve_00024990,0,39,0,97,0
STRG.15736,386,0,688,214,53
STRG.15737,54,61,48,22,63
STRG.15730,145,40,58,105,82
STRG.15731,4,0,0,0,0
STRG.15732,8383,3075,10462,4662,10425
STRG.15733,5401,1778,7847,3310,5801
Peve_00023202,0,0,0,0,0
STRG.15738,8,7,9,59,13
STRG.3376,8,0,0,0,5
STRG.16637,189,25435,297,63,385
Peve_00032139,0,0,0,0,0
Peve_00032138,0,0,0,0,0
STRG.17468,119,155,103,73,30
STRG.17469,147,84,341,126,211
STRG.17466,2550,2281,940,1866,4178
STRG.17467,250,134794,473,372,306
STRG.17464,938,201,455,452,1348
STRG.17465,3991,2215,5197,2658,4319
STRG.17462,1470,1534,2544,1067,2081
STRG.17463,7277,2376,1475,3201,9239
STRG.17460,547,263,517,193,658
STRG.17461,70,46,350,46,213
Peve_00022628,0,0,0,0,65
Peve_00024996,0,0,4,0,5
Peve_00031532,0,0,0,0,0
Peve_00031533,0,0,0,0,10
Peve_00031534,0,0,0,0,0
Peve_00031535,0,0,0,0,0
Peve_00031536,0,0,0,0,0
Peve_00037565,0,0,0,0,0
Peve_00037564,0,0,0,0,1
Peve_00037560,0,3,278,0,61
STRG.24995,54,16,214,49,22
Peve_00037562,0,0,0,0,0
Peve_00025129,0,0,0,0,0
Peve_00037569,0,0,0,15,0
Peve_00013127,0,0,4,0,0
Peve_00023052,0,0,0,0,0
Peve_00025127,0,0,0,0,0
STRG.1981,2672,2107,1172,1086,2947
STRG.24996,3221,2623,4412,1796,3682
Peve_00026840,0,0,0,0,0
Peve_00026841,0,0,0,0,0
STRG.1985,146,96,663,112,188
Peve_00026842,0,0,0,0,0
STRG.1984,10,2,4,3,2
STRG.24997,9,20,182,0,17
Peve_00026843,0,0,0,0,0
Peve_00026844,0,0,0,0,0
Peve_00026845,0,203,114,0,0
STRG.1989,18,10,0,5,4
STRG.12702,9,0,0,0,14
STRG.20115,479,55,642,284,283
STRG.18029,7,36,101,53,33
STRG.18028,14,4,117,6,38
STRG.1149,91,9,1052,232,162
STRG.1148,18,0,0,0,0
STRG.1145,17074,663,1785,442,2588
STRG.18022,4,0,0,0,2
STRG.1147,587,262,959,319,671
STRG.18020,15,19,120,0,37
STRG.1141,480,280,768,291,517
STRG.1140,709,274,936,224,1224
STRG.18025,198,140,302,0,198
STRG.1142,83,25,152,17,132
Peve_00011366,0,0,0,0,0
Peve_00011364,0,0,0,0,0
Peve_00024701,0,0,32,0,0
Peve_00024703,0,6,0,2,0
Peve_00024705,0,0,0,0,0
Peve_00024704,0,0,0,0,0
STRG.12179,116,25,174,5,46
STRG.12178,615,152,756,0,318
STRG.12177,35,8,0,0,27
STRG.12176,7,0,0,0,0
STRG.12175,60,44,54,0,107
STRG.12174,2174,532,4196,2637,2715
STRG.12173,477,58,186,176,384
STRG.12172,269,187,777,146,250
STRG.12171,26,3,0,0,27
STRG.12170,12,0,12,0,0
Peve_00026637,0,0,0,0,0
Peve_00026636,0,71,0,6,0
Peve_00020577,0,0,0,0,0
Peve_00026639,0,0,0,0,0
Peve_00026638,0,0,0,0,0
STRG.22251,2638,1002,2552,1161,3627
STRG.22250,642,217,1603,581,641
STRG.22253,254,50,517,48,448
STRG.22252,264,107,491,53,428
STRG.22255,11,15,0,0,5
STRG.22254,199,131,688,37,293
STRG.22257,9,6,0,0,0
STRG.22256,24,437,0,29,29
STRG.22259,5,7,0,2,15
STRG.22258,7,4,0,0,6
Peve_00020573,0,0,0,0,0
STRG.16414,26,7,0,0,0
STRG.16415,69,0,1439,23,992
STRG.16416,492,48,249,294,660
STRG.16417,141,72,250,125,174
STRG.16410,2939,1476,3579,1401,2882
STRG.16411,25,0,107,35,27
STRG.16412,20,0,0,57,27
STRG.16413,78,11,353,749,128
Peve_00020571,0,0,0,0,0
STRG.16418,13,39,213,15,92
STRG.16419,29,69,87,8,52
STRG.1156,59,97,279,76,133
STRG.26008,6,0,18,0,12
STRG.26009,78,60,36,20,265
STRG.22789,72,76,257,40,80
STRG.22788,524,480,541,316,444
STRG.22783,32,10,304,14,59
STRG.26001,125,217,714,149,207
STRG.26002,33,3,0,18,26
STRG.26003,80,0,142,28,59
STRG.22787,5,9,44,1,26
STRG.22786,175,169,1337,334,290
STRG.22785,10006,3300,24388,11811,14693
STRG.26007,7,48,156,0,24
STRG.5248,470,129,482,63,120
STRG.5249,496,562,1302,267,655
STRG.5242,1057,1072,2329,607,1151
STRG.5243,10,15,17,44,22
STRG.5240,32,43,5,17,69
STRG.5241,31,25,5,12,82
STRG.5246,868,397,377,465,1465
STRG.5247,1703,844,1946,747,1701
STRG.5244,23,6,0,14,9
STRG.5245,4637,1676,3183,1823,5143
Peve_00010096,0,0,0,0,0
Peve_00013213,0,0,0,0,9
Peve_00030862,0,0,0,0,1
STRG.19983,905,1402,228,1165,3163
STRG.19082,12,12,0,0,42
STRG.19083,116,56,0,0,248
STRG.19080,12,0,0,4,0
STRG.19081,7,0,0,0,21
STRG.19086,149,46,542,94,282
STRG.19087,54,31,118,18,79
STRG.19084,137,46,521,376,257
STRG.19085,166,62,165,80,249
STRG.19088,379,83,0,0,394
STRG.19089,290,16,208,111,339
STRG.21786,160,101,87,87,156
STRG.21787,60,55,114,27,71
STRG.10159,18,0,30,0,5
STRG.10158,17,0,96,42,12
STRG.21782,2904,805,3885,1610,3485
STRG.21783,11731,9937,24478,7118,17928
STRG.21780,8,0,0,0,40
STRG.21781,17,0,71,23,8
STRG.10153,237,106,698,157,212
STRG.10152,56,0,129,0,29
STRG.10151,116,43,198,18,39
STRG.10150,5,0,0,0,0
STRG.10157,18,0,51,0,0
STRG.10156,34,5,175,2,8
STRG.21788,12,0,48,0,41
STRG.10154,35,26,113,35,47
Peve_00015684,0,0,0,0,0
Peve_00015686,0,0,0,0,0
STRG.21258,80,10,121,15,180
STRG.21259,51,116,714,212,226
Peve_00007454,0,7,0,4,26
STRG.21250,153,0,4,76,4
STRG.21251,20,127,63,0,0
STRG.21252,37,14,0,0,78
STRG.21253,420,179,540,208,545
STRG.21254,108,17,0,64,0
STRG.21255,100,147,497,269,155
STRG.21256,816,81,5511,394,1012
STRG.21257,5,3,106,8,2
STRG.20789,1,1,0,0,2
STRG.20788,210,195,97,144,221
Peve_00043678,0,0,0,0,0
STRG.20784,3629,233,8487,10384,3794
STRG.20787,303,157,185,0,0
STRG.20786,108,37,0,0,0
STRG.20781,63,0,94,45,47
STRG.20780,44,0,0,0,0
STRG.20783,555,351,1462,263,518
STRG.20782,349,14,877,237,283
STRG.25571,255,166,0,0,23
STRG.25570,120,10,0,100,145
STRG.25573,18,23,0,79,55
STRG.25572,212,80,501,112,254
STRG.25575,430,384,1002,276,703
STRG.25574,13,0,211,9,50
STRG.25577,246,211,771,98,266
STRG.25576,36,0,0,0,0
STRG.25579,52,25,0,0,33
STRG.25578,223,16,84,137,116
STRG.19986,656,174,1210,269,596
STRG.11288,161,64,45,93,194
STRG.11289,79,80,130,63,172
STRG.24897,640,290,2764,452,1665
STRG.11280,146,50,0,106,130
STRG.11281,108,33,407,105,150
STRG.11282,6838,2691,5485,2889,9090
STRG.11283,280,49,748,149,390
STRG.11284,186,74,527,116,182
STRG.11285,945,286,1332,42,1191
STRG.11286,1675,677,1143,962,2364
STRG.11287,422,65,283,143,686
STRG.8368,2951,1692,2477,2305,3500
STRG.8369,19,23,138,30,17
STRG.8362,497,452,95,177,527
STRG.8363,87,0,0,32,34
STRG.8360,53,19,172,12,49
STRG.8361,179,87,112,14,113
STRG.8366,16,0,0,0,0
STRG.8367,10,8,72,12,53
STRG.8364,84,24,90,44,64
STRG.8365,3,6,8,3,19
Peve_00003023,0,0,0,0,0
Peve_00023918,0,0,0,0,0
Peve_00003021,0,0,0,0,0
Peve_00023914,0,0,0,0,0
Peve_00023916,0,0,0,0,0
STRG.10818,404,295,1222,243,999
STRG.20129,124,120,228,89,125
STRG.20128,436,344,601,252,412
STRG.1978,23,7,0,20,61
STRG.1979,119,104,0,89,320
STRG.20121,18,0,58,0,24
STRG.20120,16,42,85,0,196
STRG.20123,520,157,1055,420,466
STRG.20122,18,0,90,0,29
STRG.20125,295,87,536,134,272
STRG.20124,1192,317,2538,536,1694
STRG.20127,1039,518,688,392,1482
STRG.20126,102,32,467,95,79
Peve_00041209,0,0,0,0,0
STRG.24891,84,4,69,30,183
STRG.14108,92,48,22,26,13
STRG.14109,4,0,0,0,21
Peve_00041201,0,0,4,0,45
STRG.14105,81,43,286,120,117
STRG.14106,14,0,120,0,0
STRG.14107,17,0,106,18,3
STRG.14100,595,368,712,363,1049
STRG.14101,393,110,95,135,588
STRG.14102,152,21,84,81,222
STRG.14103,8566,18877,8085,3378,8795
STRG.7482,57,2,39,38,0
STRG.7483,1,4,0,0,2
STRG.7480,62,14,481,46,107
STRG.7481,52,36,65,11,17
STRG.7486,88,27,208,31,53
STRG.7487,239,233,555,264,570
STRG.7484,5,7,0,0,40
STRG.7485,399,96,616,165,238
Peve_00045187,0,0,0,0,0
STRG.7488,130,104,503,82,173
STRG.7489,1310,393,2577,1123,1557
Peve_00016656,0,0,0,0,0
Peve_00016655,0,0,0,0,20
Peve_00044589,0,4,0,0,0
Peve_00044588,0,36,156,37,0
Peve_00045230,0,0,0,0,0
Peve_00045232,0,0,0,0,0
Peve_00045233,0,0,0,0,0
STRG.5616,412,452,1704,390,997
Peve_00045238,0,0,0,2,4
Peve_00042290,0,0,0,0,0
Peve_00000422,0,0,0,0,0
Peve_00000423,0,0,0,0,9
STRG.6289,85,37,100,27,19
STRG.6288,10413,2620,5831,3965,14072
STRG.6287,997,351,2172,876,1063
STRG.6286,39,18,0,36,9
STRG.6285,327,133,882,435,635
STRG.6284,8909,5170,5230,6410,7199
STRG.6283,24,50,238,26,89
STRG.6282,29,2,3,3,23
Peve_00000428,0,0,0,0,0
STRG.6280,194,108,218,260,501
Peve_00004557,0,0,0,0,0
Peve_00004555,0,0,0,0,0
Peve_00009705,0,62,117,0,7
Peve_00004558,0,0,0,0,0
Peve_00004559,0,0,18,0,0
STRG.6755,272,272,0,95,348
STRG.6754,347,487,205,17,398
STRG.6757,1041,747,1683,928,1797
STRG.6756,2,0,0,0,0
STRG.6751,53,13,0,71,110
STRG.6750,81,0,0,141,100
STRG.6753,2715,3301,403,223,3279
STRG.6752,92,18,0,179,235
Peve_00004084,0,0,0,0,0
Peve_00039305,0,0,0,0,0
Peve_00039304,0,0,0,0,0
STRG.6759,121,14,699,103,56
Peve_00004081,0,0,0,0,0
Peve_00018555,0,0,0,0,0
Peve_00027111,0,12,0,0,0
Peve_00027110,0,3,0,0,9
Peve_00027112,0,0,0,0,0
Peve_00027114,0,0,0,11,12
Peve_00027119,0,0,0,0,0
STRG.6294,473,122,433,230,368
STRG.6295,93,148,253,33,195
Peve_00043175,0,0,0,0,17
STRG.6299,178,0,59,26,87
Peve_00002866,0,0,0,0,0
STRG.23492,5,0,0,3,9
STRG.2027,62,37,91,37,130
STRG.23495,63,29,245,79,131
STRG.2023,5702,1047,17358,10677,5857
STRG.23497,7,0,60,39,0
STRG.2022,13,0,0,0,16
Peve_00015900,0,0,0,0,0
Peve_00008897,0,0,0,0,0
Peve_00008896,0,0,0,0,0
Peve_00008892,0,0,0,3,0
Peve_00008898,0,0,0,0,0
STRG.13343,87,21,118,21,97
STRG.13342,6,2,36,4,4
STRG.13341,3112,981,839,1865,1645
STRG.13340,210,11,434,184,202
STRG.13347,2227,746,1174,1358,1480
STRG.13346,1179,316,779,624,945
STRG.13345,42013,12737,27433,16323,49975
STRG.13344,175,14,286,204,324
STRG.13349,2324,826,1431,845,2022
STRG.13348,56,40,19,44,134
Peve_00038959,0,1,0,0,0
STRG.9067,28,0,377,17,146
STRG.9061,431,574,329,151,387
Peve_00038950,0,0,0,0,0
STRG.19619,3298,1156,4325,2340,3413
STRG.19618,1036,286,1245,686,1630
Peve_00006932,0,12,0,0,4
Peve_00006933,0,0,0,0,0
Peve_00006930,0,0,0,0,0
Peve_00006931,0,0,0,0,0
Peve_00006937,0,0,16,31,2
Peve_00006934,0,0,0,0,0
Peve_00006939,0,0,13,0,23
Peve_00007041,0,0,0,4,0
Peve_00018509,0,0,0,0,0
Peve_00007044,0,0,0,0,0
Peve_00007047,0,0,0,0,11
STRG.6746,1971,676,532,530,2390
Peve_00015151,0,0,0,0,0
STRG.6748,7,0,0,0,0
Peve_00039317,0,0,0,0,0
Peve_00015153,0,0,0,0,0
Peve_00019094,0,0,0,0,0
Peve_00019098,0,0,0,0,0
Peve_00035361,0,0,0,4,0
Peve_00035360,0,0,0,0,0
Peve_00035362,0,0,18,3,18
Peve_00035367,0,0,0,2,0
Peve_00036940,0,0,0,7,0
Peve_00031728,0,0,0,0,0
STRG.2878,27,0,109,6,15
Peve_00029244,0,4,0,35,146
STRG.5088,4491,1477,488,2563,6651
STRG.5089,273,39,207,221,244
STRG.5084,101,22,170,36,109
STRG.5085,15,0,345,5,36
STRG.5086,791,308,1318,254,1153
STRG.5087,223,69,585,234,378
STRG.5080,4801768,6282168,4897973,6846486,3348082
STRG.5081,1485136,1972872,1545693,2081016,1110116
STRG.5082,1577,857,992,476,2814
STRG.5083,160,159,504,120,203
Peve_00005359,0,0,0,0,0
Peve_00005357,0,0,0,0,0
Peve_00005355,0,0,0,0,0
Peve_00012098,0,0,120,13,0
Peve_00012010,0,0,0,0,0
STRG.9169,25,188,70,173,238
STRG.9168,10,35,0,47,37
Peve_00012015,0,0,0,0,0
STRG.9163,331,0,0,92,0
STRG.9162,90,0,0,0,0
STRG.9161,4,0,0,0,2
STRG.9160,4,0,0,0,4
STRG.9167,220,85,0,126,138
STRG.9166,110,17,0,36,17
STRG.9165,3,2,27,21,17
STRG.9164,66,0,0,27,40
STRG.13559,64,22,43,30,68
Peve_00033885,0,0,0,0,0
Peve_00030456,0,0,0,0,0
Peve_00030457,0,0,0,0,0
STRG.7713,4,3,11,3,4
Peve_00038201,0,0,0,0,0
Peve_00038200,0,0,0,0,0
Peve_00038204,0,0,0,0,0
Peve_00038207,0,0,0,0,0
Peve_00038206,0,0,0,0,0
Peve_00038209,0,0,0,0,0
Peve_00044509,0,0,0,0,0
STRG.17782,112,60,221,99,95
STRG.4025,55,2,0,7,0
STRG.4024,8,0,0,4,39
STRG.4027,475,300,833,189,616
STRG.4026,300,257,772,214,440
STRG.4021,111,55,327,68,132
STRG.4020,28,0,0,0,14
STRG.4023,514,56,109,173,331
STRG.4022,29,77,161,60,69
STRG.4029,470,259,1337,159,589
STRG.4028,68,14,174,110,86
STRG.12765,45,69,432,46,15
STRG.14342,287,119,172,57,163
STRG.14343,111,380,640,246,176
STRG.14340,1189,28,1391,519,1456
STRG.14341,399,305,254,483,282
STRG.14346,99,44,126,8,105
STRG.14347,128,0,0,68,65
STRG.14344,46,59,430,87,30
STRG.14345,207,245,500,173,309
STRG.14348,375,110,227,102,593
STRG.14349,995,606,778,342,1751
STRG.8612,12,5,29,3,7
STRG.8613,124,81,143,31,69
STRG.8610,1,0,0,0,0
STRG.8611,5,0,0,43,0
STRG.7640,441,181,1266,176,487
STRG.7641,1188,679,1594,617,910
STRG.8614,2,11,9,2,1
STRG.8615,8,0,0,0,0
Peve_00011090,0,0,0,0,0
STRG.8618,275,87,341,253,237
STRG.8619,202,143,0,226,349
STRG.7648,28,116,300,56,58
STRG.7649,324,274,2542,555,295
STRG.3734,1,63,0,0,2
STRG.3735,365,211,1144,286,352
STRG.3736,583,177,1269,289,402
STRG.3737,3279,2048,2004,705,4746
STRG.16270,3821,3810,5206,1605,4774
STRG.16271,13,1,0,4,10
STRG.16272,22,8,0,8,38
STRG.3733,3,0,0,0,0
Peve_00013820,0,0,175,38,0
STRG.3738,1084,613,1500,904,1253
STRG.3739,2,0,0,0,4
Peve_00036120,0,0,0,0,0
Peve_00036124,0,0,0,0,0
Peve_00036128,0,0,0,0,0
Peve_00036129,0,0,0,0,0
STRG.14694,501,138,0,175,173
STRG.14695,347,120,34,199,330
STRG.14696,2324,727,1315,965,3306
STRG.14697,129,56,152,61,91
STRG.14690,11,7,0,0,0
STRG.14691,157,74,213,58,161
STRG.14692,1379,897,1589,1020,3191
STRG.14693,1506,561,146,448,2119
STRG.14698,32,44,257,84,126
STRG.14699,6198,1915,3411,2577,7140
STRG.15565,180,165,926,266,389
STRG.15564,58,9,80,0,21
STRG.15567,81,34,135,0,0
STRG.15566,75,13,109,108,360
STRG.15561,736,93,496,189,1219
STRG.15560,10,41,341,173,64
STRG.16188,19,0,0,18,12
STRG.16189,78,138,204,95,143
STRG.24936,103,74,0,39,45
STRG.24937,29,38,140,29,70
STRG.24934,15,0,0,0,33
STRG.24935,2,2,124,4,4
STRG.24932,632,139,2478,788,1147
STRG.15568,23,0,302,13,0
STRG.24930,66,58,25,16,67
STRG.24931,27,13,171,42,37
STRG.12698,271,222,730,308,397
STRG.12699,88,34,99,52,160
STRG.12696,21,11,27,31,4
STRG.12697,2214,325,2117,696,2584
STRG.12694,12,40,0,0,15
STRG.12695,164,88,154,29,49
STRG.12692,302,213,163,21,328
STRG.12693,5,0,0,0,0
STRG.12690,242,100,143,99,207
STRG.12691,44,10,24,5,36
Peve_00042482,0,0,0,0,0
STRG.6517,6798,3236,2943,4126,9426
STRG.6516,67,21,70,109,113
STRG.6515,151,0,0,45,180
STRG.6514,2741,397,1257,984,2897
STRG.6513,21,0,0,0,31
STRG.6512,145,0,263,71,241
STRG.6511,378,34,501,139,384
STRG.6510,751,202,1566,460,934
Peve_00010321,0,0,0,0,5
Peve_00010322,0,0,5,0,1199
Peve_00010323,0,0,0,0,30
Peve_00010325,0,0,0,0,0
STRG.6519,3120,540,2280,1137,3392
STRG.6518,262,59,168,165,572
STRG.2467,340,26,106,27,170
STRG.2466,120559,51535,7757,42018,138485
STRG.2465,466,553,980,223,924
STRG.17586,35,26,86,46,67
STRG.17581,7522,1285,4115,3888,12722
STRG.2462,3025,1479,3228,1314,3932
STRG.17583,38,63,68,29,92
STRG.17582,112,38,33,58,127
Peve_00031477,0,0,0,0,0
STRG.17589,191,78,169,77,224
STRG.17588,2127,521,2198,1708,2342
STRG.2469,69,28,38,29,90
STRG.2468,9,0,0,15,11
Peve_00027353,0,0,0,0,0
Peve_00022185,0,0,0,0,0
Peve_00027356,0,0,59,12,0
Peve_00027355,0,0,0,0,0
Peve_00027359,0,0,0,42,2
Peve_00027358,0,0,0,0,0
STRG.8617,9,0,0,0,0
STRG.12038,265,96,891,275,579
STRG.12039,23877,9592,27451,13198,31563
STRG.12032,12,0,44,0,0
STRG.12033,5,0,0,0,0
STRG.12030,7,16,39,0,0
STRG.12031,16,0,78,0,40
STRG.12036,51,43,653,4,141
STRG.12037,9511,4405,11568,7964,11036
STRG.12034,10,13,548,0,40
STRG.12035,15,44,405,0,19
STRG.17639,533,317,339,186,457
STRG.17638,151,117,311,189,556
STRG.17637,88,0,108,81,23
STRG.17636,185,69,765,186,269
STRG.17635,40,0,73,0,0
STRG.17634,22070,1531,8703,8911,33383
STRG.17633,8,14,48,36,236
STRG.17632,830,350,2535,291,745
STRG.17631,55,13,779,207,135
STRG.17630,69,0,161,47,131
Peve_00022459,0,0,0,0,0
Peve_00022458,0,0,0,0,0
Peve_00021197,0,0,0,0,0
Peve_00021193,0,0,0,0,0
Peve_00021192,0,0,1030,250,4
Peve_00021191,0,37,0,0,0
Peve_00021190,0,14,83,64,17
Peve_00021199,0,0,0,0,0
Peve_00021198,0,0,0,0,5
Peve_00025866,0,0,0,0,0
Peve_00001556,0,0,0,0,0
Peve_00019871,0,31,119,112,67
Peve_00025861,0,0,0,0,0
Peve_00001551,0,0,0,0,0
STRG.5804,2,0,0,28,0
STRG.18786,54,0,0,109,64
STRG.18787,3029,2744,9968,2577,5320
STRG.18784,897,406,428,343,1404
STRG.18785,9876,6543,5860,5271,18011
STRG.18782,580,656,1591,536,874
STRG.18783,36,28,0,11,75
STRG.18780,18,8,4,6,2
STRG.18781,545,446,2117,449,705
Peve_00017671,0,0,0,0,0
Peve_00001552,0,0,0,0,0
Peve_00017677,0,0,0,0,0
Peve_00017676,0,0,0,0,0
STRG.18788,6,33,222,39,12
STRG.18789,21,0,0,0,43
STRG.18636,23,0,52,0,105
STRG.18637,4,0,0,0,0
STRG.18634,12,0,0,0,0
STRG.18635,42,9,0,0,25
Peve_00025270,0,0,0,0,0
STRG.18632,1,2,21,2,34
STRG.18633,11,0,10,10,6
STRG.18258,438,0,0,0,4
STRG.18259,9,0,0,0,0
STRG.1330,365,97,560,225,553
STRG.18250,2,0,0,1,14
STRG.18251,143,81,191,53,204
STRG.18252,6,5,6,6,7
STRG.18631,3,0,0,0,0
STRG.18254,224,70,215,104,149
STRG.18255,76,155,76,52,226
STRG.18256,44,23,0,16,168
STRG.18257,209,42,0,27,75
Peve_00025271,0,0,0,0,0
Peve_00011532,0,7,53,0,1
Peve_00011533,0,0,0,0,0
STRG.19789,172,0,81,0,3
STRG.19788,60,0,132,0,0
Peve_00011534,0,0,0,0,0
STRG.19785,1835,434,9092,2773,1439
STRG.19784,383,239,1354,192,310
STRG.19787,26,0,0,0,0
STRG.19786,14,0,22,29,19
STRG.19781,72,42,124,14,53
STRG.19780,682,211,2074,427,724
STRG.19783,115,24,109,36,65
STRG.19782,3706,429,676,419,742
STRG.4920,3377,1645,8274,3045,4859
STRG.4921,16,0,157,0,0
STRG.4922,3047,836,1985,1004,2796
STRG.4923,14,0,0,0,59
STRG.4924,530,258,415,287,703
STRG.4925,214,164,245,114,254
STRG.4926,36,0,148,7,49
STRG.4927,290,148,1223,241,322
STRG.4928,434,24,784,260,470
STRG.4929,238,144,413,216,260
Peve_00016071,0,0,42,0,8
Peve_00013004,0,0,0,0,0
Peve_00016077,0,0,0,0,0
Peve_00016074,0,0,26,23,99
Peve_00013007,0,0,0,0,0
STRG.7500,148,94,750,154,190
STRG.7507,1,6,20,13,0
STRG.7506,6,24,86,13,22
STRG.22426,43,17,0,0,85
STRG.22427,45,0,54,33,34
STRG.22424,369,47,123,111,285
STRG.22425,65,18,0,5,87
STRG.22422,16,13,0,10,17
STRG.22423,1364,168,2348,901,1414
STRG.22420,98,46,166,44,88
STRG.22421,263,46,114,55,123
STRG.13633,2041,346,2767,1266,2640
STRG.13632,14,0,0,31,43
STRG.13631,11,14,158,7,0
STRG.13630,65,15,265,14,38
STRG.13637,8829,1353,759,3410,10118
STRG.13636,504,142,382,191,335
STRG.13635,9,5,0,0,13
STRG.22429,35,0,112,0,92
Peve_00029675,0,0,0,0,0
STRG.26219,26,3,462,14,38
STRG.26218,23,0,18,0,0
STRG.11679,6,4,0,0,38
STRG.11678,306,119,221,59,297
STRG.11675,108,30,166,0,41
Peve_00020740,0,0,0,0,0
STRG.11677,9,0,0,0,28
STRG.11676,24,0,118,1,0
Peve_00020745,0,0,0,91,0
STRG.11670,109,156,2,35,58
Peve_00020747,0,0,0,7,0
Peve_00020746,0,0,0,0,0
STRG.19129,385,50,852,58,1258
STRG.19128,433,247,102,357,224
STRG.19121,54,103,274,33,65
STRG.19120,397,247,5,198,236
STRG.19123,66,0,29,23,71
STRG.19122,1741,11,473,601,1707
STRG.19125,18,37,200,0,22
STRG.19124,215,0,0,0,0
STRG.19127,4,0,28,4,0
STRG.19126,35,0,0,24,180
STRG.5803,66,0,4,12,62
Peve_00010669,0,0,0,0,0
Peve_00010665,0,0,0,0,0
Peve_00010664,0,18,54,44,0
Peve_00010667,0,0,48,30,0
Peve_00010661,0,0,0,19,0
Peve_00010660,0,0,0,0,0
