Orthogroup	Species	Porites_evermanni_v1.annot.pep	Orthologs
OG0015096	Apulchra-genome.pep	Peve_00005175	FUN_035388-T1
OG0015096	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005175	Pocillopora_meandrina_HIv1___RNAseq.g12216.t1b
OG0015097	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005176	Pocillopora_meandrina_HIv1___RNAseq.g12215.t1
OG0015097	Apulchra-genome.pep	Peve_00005176	FUN_035390-T1
OG0015098	Apulchra-genome.pep	Peve_00005179	FUN_035395-T1
OG0015098	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005179	Pocillopora_meandrina_HIv1___RNAseq.g12211.t1
OG0015099	Apulchra-genome.pep	Peve_00005178	FUN_035397-T1
OG0015099	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005178	Pocillopora_meandrina_HIv1___RNAseq.g12210.t1
OG0015100	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002640	Pocillopora_meandrina_HIv1___TS.g3526.t1
OG0015100	Apulchra-genome.pep	Peve_00002640	FUN_035403-T1
OG0015101	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002644	Pocillopora_meandrina_HIv1___TS.g3527.t2
OG0015101	Apulchra-genome.pep	Peve_00002644	FUN_035404-T1
OG0015102	Apulchra-genome.pep	Peve_00002645	FUN_035405-T1
OG0015102	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002645	Pocillopora_meandrina_HIv1___RNAseq.g12189.t1
OG0015103	Apulchra-genome.pep	Peve_00039846	FUN_035409-T1
OG0015103	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039846	Pocillopora_meandrina_HIv1___RNAseq.g12196.t1
OG0015104	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039845	Pocillopora_meandrina_HIv1___RNAseq.g12198.t1
OG0015104	Apulchra-genome.pep	Peve_00039845	FUN_035411-T1
OG0015105	Apulchra-genome.pep	Peve_00039843	FUN_035413-T1
OG0015105	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039843	Pocillopora_meandrina_HIv1___RNAseq.g27561.t1
OG0015106	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039836	Pocillopora_meandrina_HIv1___RNAseq.g27563.t1
OG0015106	Apulchra-genome.pep	Peve_00039836	FUN_035416-T1
OG0015107	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039835	Pocillopora_meandrina_HIv1___RNAseq.10682_t
OG0015107	Apulchra-genome.pep	Peve_00039835	FUN_035417-T1
OG0015108	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039850	Pocillopora_meandrina_HIv1___RNAseq.g27568.t1
OG0015108	Apulchra-genome.pep	Peve_00039850	FUN_035419-T1
OG0015109	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039844	Pocillopora_meandrina_HIv1___RNAseq.g27569.t2
OG0015109	Apulchra-genome.pep	Peve_00039844	FUN_035420-T1
OG0015110	Apulchra-genome.pep	Peve_00007639	FUN_035426-T1
OG0015110	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007639	Pocillopora_meandrina_HIv1___RNAseq.g27573.t1
OG0015111	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007632	Pocillopora_meandrina_HIv1___RNAseq.g27576.t1
OG0015111	Apulchra-genome.pep	Peve_00007632	FUN_035428-T1
OG0015112	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037156	Pocillopora_meandrina_HIv1___RNAseq.g27578.t1
OG0015112	Apulchra-genome.pep	Peve_00037156	FUN_035439-T1
OG0015113	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002177	Pocillopora_meandrina_HIv1___RNAseq.g27112.t1
OG0015113	Apulchra-genome.pep	Peve_00002177	FUN_035441-T1
OG0015114	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002173	Pocillopora_meandrina_HIv1___RNAseq.g9412.t1
OG0015114	Apulchra-genome.pep	Peve_00002173	FUN_035443-T1
OG0015115	Apulchra-genome.pep	Peve_00002174	FUN_035444-T1
OG0015115	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002174	Pocillopora_meandrina_HIv1___RNAseq.g27111.t1
OG0015116	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012114	Pocillopora_meandrina_HIv1___TS.g14403.t1
OG0015116	Apulchra-genome.pep	Peve_00012114	FUN_035448-T1
OG0015117	Apulchra-genome.pep	Peve_00012113	FUN_035449-T1
OG0015117	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012113	Pocillopora_meandrina_HIv1___RNAseq.g26981.t2
OG0015118	Apulchra-genome.pep	Peve_00012138	FUN_035456-T1
OG0015118	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012138	Pocillopora_meandrina_HIv1___RNAseq.g26976.t1
OG0015119	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012137	Pocillopora_meandrina_HIv1___TS.g14393.t2
OG0015119	Apulchra-genome.pep	Peve_00012137	FUN_035457-T1
OG0015120	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012136	Pocillopora_meandrina_HIv1___RNAseq.g27041.t1
OG0015120	Apulchra-genome.pep	Peve_00012136	FUN_035462-T1
OG0015121	Apulchra-genome.pep	Peve_00012131	FUN_035469-T1
OG0015121	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012131	Pocillopora_meandrina_HIv1___RNAseq.g27047.t1
OG0015122	Apulchra-genome.pep	Peve_00012129	FUN_035470-T1
OG0015122	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012129	Pocillopora_meandrina_HIv1___RNAseq.g27049.t1
OG0015123	Apulchra-genome.pep	Peve_00014008	FUN_035533-T1, FUN_035472-T1
OG0015124	Apulchra-genome.pep	Peve_00033973	FUN_035473-T1
OG0015124	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033973	Pocillopora_meandrina_HIv1___RNAseq.g26982.t1
OG0015125	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033971	Pocillopora_meandrina_HIv1___TS.g14334.t1b
OG0015125	Apulchra-genome.pep	Peve_00033971	FUN_035476-T1
OG0015126	Apulchra-genome.pep	Peve_00033970	FUN_035478-T1
OG0015126	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033970	Pocillopora_meandrina_HIv1___TS.g14339.t1
OG0015127	Apulchra-genome.pep	Peve_00033968	FUN_035479-T1
OG0015127	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033968	Pocillopora_meandrina_HIv1___TS.g14337.t1
OG0015128	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033965	Pocillopora_meandrina_HIv1___RNAseq.g26985.t1
OG0015128	Apulchra-genome.pep	Peve_00033965	FUN_035490-T1
OG0015129	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033964	Pocillopora_meandrina_HIv1___RNAseq.g26989.t1
OG0015129	Apulchra-genome.pep	Peve_00033964	FUN_035494-T1
OG0015130	Apulchra-genome.pep	Peve_00033959	FUN_035498-T1
OG0015130	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033959	Pocillopora_meandrina_HIv1___RNAseq.g26992.t1
OG0015131	Apulchra-genome.pep	Peve_00033958	FUN_035500-T1
OG0015131	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033958	Pocillopora_meandrina_HIv1___RNAseq.g26993.t1
OG0015132	Apulchra-genome.pep	Peve_00039980	FUN_035504-T1
OG0015132	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039980	Pocillopora_meandrina_HIv1___RNAseq.g26996.t1
OG0015133	Apulchra-genome.pep	Peve_00039974	FUN_035511-T1
OG0015133	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039974	Pocillopora_meandrina_HIv1___RNAseq.g26971.t1
OG0015134	Apulchra-genome.pep	Peve_00039975	FUN_035513-T1
OG0015134	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039975	Pocillopora_meandrina_HIv1___RNAseq.g26972.t1
OG0015135	Apulchra-genome.pep	Peve_00007927	FUN_035519-T1
OG0015135	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007927	Pocillopora_meandrina_HIv1___RNAseq.g26966.t1
OG0015136	Apulchra-genome.pep	Peve_00007931	FUN_035522-T1
OG0015136	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007931	Pocillopora_meandrina_HIv1___TS.g14310.t1
OG0015137	Apulchra-genome.pep	Peve_00020842	FUN_035524-T1
OG0015137	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020842	Pocillopora_meandrina_HIv1___RNAseq.g26954.t1
OG0015138	Apulchra-genome.pep	Peve_00020841	FUN_035525-T1
OG0015138	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020841	Pocillopora_meandrina_HIv1___RNAseq.g27993.t1
OG0015139	Apulchra-genome.pep	Peve_00029633, Peve_00019038	FUN_035526-T1
OG0015140	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021382	Pocillopora_meandrina_HIv1___RNAseq.g27998.t1
OG0015140	Apulchra-genome.pep	Peve_00021382	FUN_035535-T1
OG0015141	Apulchra-genome.pep	Peve_00026593	FUN_035536-T1
OG0015141	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026593	Pocillopora_meandrina_HIv1___RNAseq.g27999.t1
OG0015142	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026592	Pocillopora_meandrina_HIv1___RNAseq.g28000.t1
OG0015142	Apulchra-genome.pep	Peve_00026592	FUN_035537-T1
OG0015143	Apulchra-genome.pep	Peve_00036920	FUN_035549-T1
OG0015143	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036920	Pocillopora_meandrina_HIv1___TS.g15362.t1
OG0015144	Apulchra-genome.pep	Peve_00036917	FUN_035551-T1
OG0015144	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036917	Pocillopora_meandrina_HIv1___TS.g15370.t1
OG0015145	Apulchra-genome.pep	Peve_00036916	FUN_035552-T1
OG0015145	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036916	Pocillopora_meandrina_HIv1___RNAseq.g28024.t1
OG0015146	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036915	Pocillopora_meandrina_HIv1___TS.g15372.t1
OG0015146	Apulchra-genome.pep	Peve_00036915	FUN_035554-T2
OG0015147	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027480	Pocillopora_meandrina_HIv1___RNAseq.g28038.t1
OG0015147	Apulchra-genome.pep	Peve_00027480	FUN_035600-T1
OG0015148	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027479	Pocillopora_meandrina_HIv1___RNAseq.g28039.t1
OG0015148	Apulchra-genome.pep	Peve_00027479	FUN_035601-T1
OG0015149	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027478	Pocillopora_meandrina_HIv1___RNAseq.g28040.t1
OG0015149	Apulchra-genome.pep	Peve_00027478	FUN_035602-T1
OG0015150	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029657	Pocillopora_meandrina_HIv1___RNAseq.g28081.t1
OG0015150	Apulchra-genome.pep	Peve_00029657	FUN_035613-T1
OG0015151	Apulchra-genome.pep	Peve_00029654	FUN_035615-T1
OG0015151	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029654	Pocillopora_meandrina_HIv1___RNAseq.g28080.t1
OG0015152	Apulchra-genome.pep	Peve_00002207	FUN_035616-T2, FUN_035616-T1
OG0015154	Apulchra-genome.pep	Peve_00029653	FUN_035618-T1
OG0015154	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029653	Pocillopora_meandrina_HIv1___TS.g15425.t1
OG0015155	Apulchra-genome.pep	Peve_00029652	FUN_035619-T1
OG0015155	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029652	Pocillopora_meandrina_HIv1___TS.g15424.t1
OG0015156	Apulchra-genome.pep	Peve_00029659	FUN_035626-T1
OG0015156	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029659	Pocillopora_meandrina_HIv1___RNAseq.g28070.t1
OG0015157	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029656	Pocillopora_meandrina_HIv1___RNAseq.g28069.t1
OG0015157	Apulchra-genome.pep	Peve_00029656	FUN_035627-T1
OG0015158	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029724	Pocillopora_meandrina_HIv1___RNAseq.g28083.t1
OG0015158	Apulchra-genome.pep	Peve_00029724	FUN_035635-T1
OG0015159	Apulchra-genome.pep	Peve_00029723	FUN_035636-T1
OG0015159	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029723	Pocillopora_meandrina_HIv1___RNAseq.g28084.t1
OG0015160	Apulchra-genome.pep	Peve_00029736	FUN_035638-T1
OG0015160	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029736	Pocillopora_meandrina_HIv1___RNAseq.g28087.t1
OG0015161	Apulchra-genome.pep	Peve_00035563	FUN_035640-T1
OG0015161	Pocillopora_meandrina_HIv1.genes.pep	Peve_00035563	Pocillopora_meandrina_HIv1___RNAseq.g28090.t1
OG0015162	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022820	Pocillopora_meandrina_HIv1___RNAseq.g28097.t1
OG0015162	Apulchra-genome.pep	Peve_00022820	FUN_035647-T1
OG0015163	Apulchra-genome.pep	Peve_00022825	FUN_035652-T1
OG0015163	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022825	Pocillopora_meandrina_HIv1___RNAseq.g28106.t1
OG0015164	Apulchra-genome.pep	Peve_00038559	FUN_035656-T1
OG0015164	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038559	Pocillopora_meandrina_HIv1___TS.g15459.t1b
OG0015165	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038557	Pocillopora_meandrina_HIv1___RNAseq.g28119.t3
OG0015165	Apulchra-genome.pep	Peve_00038557	FUN_035663-T1
OG0015166	Pocillopora_meandrina_HIv1.genes.pep	Peve_00014989	Pocillopora_meandrina_HIv1___RNAseq.g28120.t1
OG0015166	Apulchra-genome.pep	Peve_00014989	FUN_035664-T1
OG0015167	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002788	Pocillopora_meandrina_HIv1___RNAseq.g28121.t1
OG0015167	Apulchra-genome.pep	Peve_00002788	FUN_035665-T1
OG0015168	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002800	Pocillopora_meandrina_HIv1___RNAseq.g28123.t1
OG0015168	Apulchra-genome.pep	Peve_00002800	FUN_035667-T1
OG0015169	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002801	Pocillopora_meandrina_HIv1___TS.g15470.t1
OG0015169	Apulchra-genome.pep	Peve_00002801	FUN_035668-T1
OG0015170	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002790	Pocillopora_meandrina_HIv1___RNAseq.g28126.t1
OG0015170	Apulchra-genome.pep	Peve_00002790	FUN_035669-T1
OG0015171	Apulchra-genome.pep	Peve_00002791	FUN_035670-T1
OG0015171	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002791	Pocillopora_meandrina_HIv1___RNAseq.g28127.t1
OG0015172	Apulchra-genome.pep	Peve_00002792	FUN_035671-T1
OG0015172	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002792	Pocillopora_meandrina_HIv1___RNAseq.g28139.t1
OG0015173	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002793	Pocillopora_meandrina_HIv1___RNAseq.g28140.t1
OG0015173	Apulchra-genome.pep	Peve_00002793	FUN_035673-T1
OG0015174	Apulchra-genome.pep	Peve_00002794	FUN_035674-T1
OG0015174	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002794	Pocillopora_meandrina_HIv1___RNAseq.g28141.t1
OG0015175	Apulchra-genome.pep	Peve_00002795	FUN_035675-T1
OG0015175	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002795	Pocillopora_meandrina_HIv1___RNAseq.g28142.t1
OG0015176	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002798	Pocillopora_meandrina_HIv1___RNAseq.g28143.t1
OG0015176	Apulchra-genome.pep	Peve_00002798	FUN_035676-T1
OG0015177	Apulchra-genome.pep	Peve_00002799	FUN_035677-T1
OG0015177	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002799	Pocillopora_meandrina_HIv1___RNAseq.g28144.t1
OG0015178	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033237	Pocillopora_meandrina_HIv1___TS.g15489.t1
OG0015178	Apulchra-genome.pep	Peve_00033237	FUN_035678-T1
OG0015179	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025446	Pocillopora_meandrina_HIv1___RNAseq.g28146.t1
OG0015179	Apulchra-genome.pep	Peve_00025446	FUN_035679-T1
OG0015180	Apulchra-genome.pep	Peve_00025447	FUN_035680-T1
OG0015180	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025447	Pocillopora_meandrina_HIv1___RNAseq.g28147.t1
OG0015181	Apulchra-genome.pep	Peve_00025448	FUN_035681-T1
OG0015181	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025448	Pocillopora_meandrina_HIv1___RNAseq.g28148.t1
OG0015182	Apulchra-genome.pep	Peve_00041296	FUN_035683-T1
OG0015182	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041296	Pocillopora_meandrina_HIv1___RNAseq.g11803.t1
OG0015183	Apulchra-genome.pep	Peve_00041295	FUN_035684-T1
OG0015183	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041295	Pocillopora_meandrina_HIv1___RNAseq.g11804.t1a
OG0015184	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041294	Pocillopora_meandrina_HIv1___RNAseq.g11804.t1b
OG0015184	Apulchra-genome.pep	Peve_00041294	FUN_035688-T1
OG0015185	Apulchra-genome.pep	Peve_00041293	FUN_035689-T1
OG0015185	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041293	Pocillopora_meandrina_HIv1___RNAseq.g11805.t1
OG0015186	Apulchra-genome.pep	Peve_00041299	FUN_035692-T1
OG0015186	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041299	Pocillopora_meandrina_HIv1___RNAseq.g11811.t1
OG0015187	Apulchra-genome.pep	Peve_00032344, Peve_00028614	FUN_035699-T1
OG0015188	Apulchra-genome.pep	Peve_00032345, Peve_00044080	FUN_035704-T1
OG0015190	Apulchra-genome.pep	Peve_00044090	FUN_035709-T1
OG0015190	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044090	Pocillopora_meandrina_HIv1___RNAseq.g11840.t1
OG0015191	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044093	Pocillopora_meandrina_HIv1___RNAseq.g11845.t1
OG0015191	Apulchra-genome.pep	Peve_00044093	FUN_035714-T1
OG0015192	Apulchra-genome.pep	Peve_00044094	FUN_035715-T1
OG0015192	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044094	Pocillopora_meandrina_HIv1___RNAseq.g11846.t1
OG0015193	Apulchra-genome.pep	Peve_00044096	FUN_035716-T1
OG0015193	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044096	Pocillopora_meandrina_HIv1___RNAseq.g11847.t1
OG0015194	Apulchra-genome.pep	Peve_00044097	FUN_035717-T1
OG0015194	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044097	Pocillopora_meandrina_HIv1___TS.g3184.t1
OG0015195	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044098	Pocillopora_meandrina_HIv1___RNAseq.g11849.t1
OG0015195	Apulchra-genome.pep	Peve_00044098	FUN_035718-T1
OG0015196	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044099	Pocillopora_meandrina_HIv1___RNAseq.g11850.t2
OG0015196	Apulchra-genome.pep	Peve_00044099	FUN_035719-T1
OG0015197	Apulchra-genome.pep	Peve_00044100	FUN_035720-T1
OG0015197	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044100	Pocillopora_meandrina_HIv1___RNAseq.g11851.t1
OG0015198	Apulchra-genome.pep	Peve_00027874, Peve_00044106	FUN_035725-T1
OG0015199	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044113	Pocillopora_meandrina_HIv1___RNAseq.g11859.t1
OG0015199	Apulchra-genome.pep	Peve_00044113	FUN_035733-T1
OG0015200	Apulchra-genome.pep	Peve_00044083	FUN_035734-T1
OG0015200	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044083	Pocillopora_meandrina_HIv1___RNAseq.g11861.t1
OG0015201	Apulchra-genome.pep	Peve_00044086	FUN_035736-T1
OG0015201	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044086	Pocillopora_meandrina_HIv1___RNAseq.g11863.t1
OG0015202	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044088	Pocillopora_meandrina_HIv1___RNAseq.g11864.t1
OG0015202	Apulchra-genome.pep	Peve_00044088	FUN_035737-T1
OG0015203	Apulchra-genome.pep	Peve_00026220	FUN_035738-T1
OG0015203	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026220	Pocillopora_meandrina_HIv1___TS.g3202.t2
OG0015204	Apulchra-genome.pep	Peve_00026223	FUN_035742-T1
OG0015204	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026223	Pocillopora_meandrina_HIv1___RNAseq.g11866.t1
OG0015205	Apulchra-genome.pep	Peve_00044196	FUN_035750-T1
OG0015205	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044196	Pocillopora_meandrina_HIv1___RNAseq.g11876.t1
OG0015206	Apulchra-genome.pep	Peve_00044197	FUN_035751-T1
OG0015206	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044197	Pocillopora_meandrina_HIv1___RNAseq.g11877.t1
OG0015207	Apulchra-genome.pep	Peve_00044192	FUN_035754-T1
OG0015207	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044192	Pocillopora_meandrina_HIv1___RNAseq.g11883.t1
OG0015208	Apulchra-genome.pep	Peve_00033432	FUN_035755-T1
OG0015208	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033432	Pocillopora_meandrina_HIv1___RNAseq.g11884.t1
OG0015209	Apulchra-genome.pep	Peve_00033435	FUN_035756-T1
OG0015209	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033435	Pocillopora_meandrina_HIv1___RNAseq.g11887.t1
OG0015210	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033436	Pocillopora_meandrina_HIv1___RNAseq.g11888.t1
OG0015210	Apulchra-genome.pep	Peve_00033436	FUN_035758-T1
OG0015211	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033437	Pocillopora_meandrina_HIv1___RNAseq.g11889.t1
OG0015211	Apulchra-genome.pep	Peve_00033437	FUN_035760-T1
OG0015212	Apulchra-genome.pep	Peve_00033438	FUN_035761-T1
OG0015212	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033438	Pocillopora_meandrina_HIv1___RNAseq.g11890.t1
OG0015213	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033439	Pocillopora_meandrina_HIv1___RNAseq.g11891.t1
OG0015213	Apulchra-genome.pep	Peve_00033439	FUN_035762-T1
OG0015214	Apulchra-genome.pep	Peve_00033440	FUN_035763-T1
OG0015214	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033440	Pocillopora_meandrina_HIv1___RNAseq.g11892.t1
OG0015215	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033443	Pocillopora_meandrina_HIv1___RNAseq.g11894.t1
OG0015215	Apulchra-genome.pep	Peve_00033443	FUN_035765-T1
OG0015216	Pocillopora_meandrina_HIv1.genes.pep	Peve_00033444	Pocillopora_meandrina_HIv1___RNAseq.g11895.t1
OG0015216	Apulchra-genome.pep	Peve_00033444	FUN_035767-T1
OG0015217	Apulchra-genome.pep	Peve_00027765	FUN_035770-T1
OG0015217	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027765	Pocillopora_meandrina_HIv1___RNAseq.g11896.t1
OG0015218	Apulchra-genome.pep	Peve_00027766	FUN_035771-T1
OG0015218	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027766	Pocillopora_meandrina_HIv1___RNAseq.g11897.t1
OG0015219	Apulchra-genome.pep	Peve_00017724	FUN_035775-T1
OG0015219	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017724	Pocillopora_meandrina_HIv1___RNAseq.g11904.t1
OG0015220	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017722	Pocillopora_meandrina_HIv1___RNAseq.g11902.t1
OG0015220	Apulchra-genome.pep	Peve_00017722	FUN_035777-T1
OG0015221	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027195	Pocillopora_meandrina_HIv1___RNAseq.g11901.t1
OG0015221	Apulchra-genome.pep	Peve_00027195	FUN_035778-T1
OG0015222	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027194	Pocillopora_meandrina_HIv1___RNAseq.g11900.t1
OG0015222	Apulchra-genome.pep	Peve_00027194	FUN_035779-T1
OG0015224	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015196	Pocillopora_meandrina_HIv1___RNAseq.g11910.t1a
OG0015224	Apulchra-genome.pep	Peve_00015196	FUN_035800-T1
OG0015225	Apulchra-genome.pep	Peve_00017705	FUN_035802-T1
OG0015225	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017705	Pocillopora_meandrina_HIv1___RNAseq.g11918.t1
OG0015226	Apulchra-genome.pep	Peve_00017711	FUN_035803-T1
OG0015226	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017711	Pocillopora_meandrina_HIv1___TS.g3258.t1
OG0015227	Apulchra-genome.pep	Peve_00017708	FUN_035804-T1
OG0015227	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017708	Pocillopora_meandrina_HIv1___RNAseq.g11921.t1
OG0015228	Apulchra-genome.pep	Peve_00021611	FUN_035806-T1
OG0015228	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021611	Pocillopora_meandrina_HIv1___RNAseq.g11923.t1
OG0015229	Apulchra-genome.pep	Peve_00021613	FUN_035808-T1
OG0015229	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021613	Pocillopora_meandrina_HIv1___RNAseq.g11924.t1
OG0015230	Apulchra-genome.pep	Peve_00037805	FUN_035813-T1
OG0015230	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037805	Pocillopora_meandrina_HIv1___RNAseq.g11928.t1
OG0015231	Apulchra-genome.pep	Peve_00037797	FUN_035816-T1
OG0015231	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037797	Pocillopora_meandrina_HIv1___RNAseq.g11927.t1
OG0015232	Apulchra-genome.pep	Peve_00037796	FUN_035818-T1
OG0015232	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037796	Pocillopora_meandrina_HIv1___RNAseq.g11926.t1
OG0015233	Apulchra-genome.pep	Peve_00037795	FUN_035819-T1
OG0015233	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037795	Pocillopora_meandrina_HIv1___RNAseq.g11925.t1
OG0015234	Apulchra-genome.pep	Peve_00037798	FUN_035820-T1
OG0015234	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037798	Pocillopora_meandrina_HIv1___RNAseq.g11930.t1
OG0015235	Apulchra-genome.pep	Peve_00037801	FUN_035822-T1
OG0015235	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037801	Pocillopora_meandrina_HIv1___RNAseq.g11932.t1
OG0015236	Apulchra-genome.pep	Peve_00037802	FUN_035824-T1
OG0015236	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037802	Pocillopora_meandrina_HIv1___RNAseq.g11933.t1
OG0015237	Pocillopora_meandrina_HIv1.genes.pep	Peve_00037803	Pocillopora_meandrina_HIv1___RNAseq.g11934.t1
OG0015237	Apulchra-genome.pep	Peve_00037803	FUN_035825-T1
OG0015238	Apulchra-genome.pep	Peve_00002593	FUN_035833-T1
