,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
1058,peve-mir-novel-31,Peve_00023991,5UTR,Peve_00023991;2 18;538 560,-22.38,17,82.35%,82.35%,0.999999420671888,0.999999420671888,1,0.000685263252555419
1059,peve-mir-novel-31,Peve_00030840,5UTR,Peve_00030840;2 21;619 643,-22.1,22,63.64%,72.73%,0.999931466060162,0.999931466060162,1,0.00745333172287407
1060,peve-mir-100,Peve_00001485,5UTR,Peve_00001485;2 16;285 306,-21.98,14,78.57%,85.71%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1061,peve-mir-100,Peve_00001544,5UTR,Peve_00001544;2 21;464 484,-23.08,19,63.16%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1062,peve-mir-100,Peve_00003269,5UTR,Peve_00003269;2 21;46 69,-21.09,21,66.67%,76.19%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1063,peve-mir-100,Peve_00005255,5UTR,Peve_00005255;2 19;455 476,-25.11,17,64.71%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1064,peve-mir-100,Peve_00005406,5UTR,Peve_00005406;2 21;126 148,-20.88,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1065,peve-mir-100,Peve_00007142,5UTR,Peve_00007142;2 18;665 687,-22.04,17,76.47%,82.35%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1066,peve-mir-100,Peve_00007689,5UTR,Peve_00007689;2 19;312 333,-25.62,17,64.71%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1067,peve-mir-100,Peve_00010286,5UTR,Peve_00010286;2 16;104 124,-20.95,14,85.71%,85.71%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1068,peve-mir-100,Peve_00014260,5UTR,Peve_00014260;2 21;696 718,-23.98,20,75.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1069,peve-mir-100,Peve_00015576,5UTR,Peve_00015576;2 13;745 766,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1070,peve-mir-100,Peve_00015940,5UTR,Peve_00015940;2 9;385 406,-24.8,7,100.00%,100.00%,0.998461753312847,0.998461753312847,1,0.0353153733346753
1071,peve-mir-100,Peve_00016445,5UTR,Peve_00016445;2 17;332 359,-23.75,21,61.90%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1072,peve-mir-100,Peve_00017626,5UTR,Peve_00017626;2 13;859 880,-21.59,11,81.82%,81.82%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1073,peve-mir-100,Peve_00018177,5UTR,Peve_00018177;2 19;16 35,-24.56,17,76.47%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1074,peve-mir-100,Peve_00018177,5UTR,Peve_00018177;2 19;246 265,-24.56,17,76.47%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1075,peve-mir-100,Peve_00019541,5UTR,Peve_00019541;2 21;579 600,-27.23,19,68.42%,78.95%,0.998816193083452,0.998816193083452,1,0.0309797857569469
1076,peve-mir-100,Peve_00021333,5UTR,Peve_00021333;2 21;389 410,-25.15,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1077,peve-mir-100,Peve_00021330,5UTR,Peve_00021330;2 21;392 413,-24.35,19,63.16%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1078,peve-mir-100,Peve_00021718,5UTR,Peve_00021718;2 21;817 838,-22.08,19,57.89%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1079,peve-mir-100,Peve_00021718,5UTR,Peve_00021718;2 21;693 718,-24.73,23,60.87%,73.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1080,peve-mir-100,Peve_00026489,5UTR,Peve_00026489;2 21;781 803,-23.25,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1081,peve-mir-100,Peve_00029605,5UTR,Peve_00029605;2 21;120 145,-25.03,23,73.91%,73.91%,0.999850651123434,0.999850651123434,1,0.011002756609976
1082,peve-mir-100,Peve_00029642,5UTR,Peve_00029642;2 16;869 890,-21.97,14,78.57%,85.71%,0.999990221588804,0.999990221588804,1,0.00281533203902639
1083,peve-mir-100,Peve_00034549,5UTR,Peve_00034549;2 13;211 231,-22.61,11,90.91%,90.91%,0.998849404223647,0.998849404223647,1,0.0305420482403264
1084,peve-mir-100,Peve_00035161,5UTR,Peve_00035161;2 21;673 697,-22.6,22,68.18%,68.18%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1085,peve-mir-100,Peve_00036721,5UTR,Peve_00036721;2 16;658 680,-20.46,15,73.33%,73.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1086,peve-mir-100,Peve_00036723,5UTR,Peve_00036723;2 16;658 680,-20.46,15,73.33%,73.33%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1087,peve-mir-100,Peve_00037343,5UTR,Peve_00037343;2 20;219 242,-26.24,20,70.00%,80.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1088,peve-mir-100,Peve_00040549,5UTR,Peve_00040549;2 13;59 80,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1089,peve-mir-100,Peve_00041552,5UTR,Peve_00041552;2 21;91 112,-20.28,19,63.16%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1090,peve-mir-100,Peve_00042134,5UTR,Peve_00042134;2 20;363 386,-20.81,20,65.00%,65.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
1091,peve-mir-100,Peve_00042228,5UTR,Peve_00042228;2 11;153 174,-21.74,9,88.89%,100.00%,0.999990792524351,0.999990792524351,1,0.00273190594675139
1092,peve-mir-100,Peve_00043379,5UTR,Peve_00043379;2 14;403 424,-21.78,12,83.33%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793389
1093,peve-mir-100,Peve_00045222,5UTR,Peve_00045222;2 17;756 778,-26.85,16,81.25%,81.25%,0.998907226375474,0.998907226375474,1,0.0297645814333626
1094,peve-mir-novel-41,Peve_00001711,5UTR,Peve_00001711;2 18;500 520,-22.48,16,75.00%,93.75%,0.997844556977271,0.997844556977271,1,0.0418062711782376
1095,peve-mir-novel-41,Peve_00003720,5UTR,Peve_00003720;2 21;283 304,-35.54,19,89.47%,100.00%,0.997844556977271,0.997844556977271,1,0.0418062711782387
1096,peve-mir-novel-41,Peve_00015657,5UTR,Peve_00015657;2 20;920 943,-20.12,20,80.00%,85.00%,0.997844556977271,0.997844556977271,1,0.0418062711782397
1097,peve-mir-novel-41,Peve_00033788,5UTR,Peve_00033788;2 20;540 562,-21.17,19,68.42%,78.95%,0.997844556977271,0.997844556977271,1,0.0418062711782387
1098,peve-mir-novel-41,Peve_00043584,5UTR,Peve_00043584;2 19;198 220,-20.45,18,83.33%,88.89%,0.999808930883123,0.999808930883123,1,0.0124450682944078
1099,peve-mir-2025,Peve_00001876,5UTR,Peve_00001876;2 15;614 635,-20.06,13,92.31%,92.31%,0.999298315087297,0.999298315087297,1,0.0238501759994235
1100,peve-mir-2025,Peve_00006544,5UTR,Peve_00006544;2 17;644 665,-20.25,15,80.00%,86.67%,-0.999322492966855,0.999322492966855,-1,0.0234356254044225
1101,peve-mir-2025,Peve_00022361,5UTR,Peve_00022361;2 19;173 197,-21.9,20,75.00%,75.00%,0.999976158554056,0.999976158554056,1,0.00439604651623863
1102,peve-mir-2025,Peve_00035813,5UTR,Peve_00035813;2 21;30 58,-20.38,26,69.23%,69.23%,0.999446977031752,0.999446977031752,1,0.0211732108231167
1103,peve-mir-2025,Peve_00039396,5UTR,Peve_00039396;2 19;50 71,-21.61,17,82.35%,94.12%,0.998919516701524,0.998919516701524,1,0.0295966980402007
1104,peve-mir-2025,Peve_00042650,5UTR,Peve_00042650;2 21;305 333,-22.06,26,61.54%,69.23%,0.997296425206163,0.997296425206163,1,0.0468233205724549
1105,peve-mir-novel-35,Peve_00011436,5UTR,Peve_00011436;2 19;411 430,-21.33,17,82.35%,82.35%,-0.999947726180961,0.999947726180961,-1,0.00650937254330571
1106,peve-mir-novel-35,Peve_00012489,5UTR,Peve_00012489;2 21;881 898,-20.21,19,68.42%,73.68%,1,1,1,0
1107,peve-mir-novel-35,Peve_00013682,5UTR,Peve_00013682;2 20;688 709,-20.04,18,61.11%,72.22%,0.999429765887112,0.999429765887112,1,0.0215001929584108
1108,peve-mir-novel-35,Peve_00015888,5UTR,Peve_00015888;2 21;885 906,-23.08,19,73.68%,73.68%,1,1,1,1.34157585525081e-08
1109,peve-mir-novel-35,Peve_00016106,5UTR,Peve_00016106;2 14;849 870,-21.29,12,100.00%,100.00%,1,1,1,9.48637384723993e-09
1110,peve-mir-novel-35,Peve_00016876,5UTR,Peve_00016876;2 21;302 323,-20.05,19,68.42%,78.95%,1,1,1,1.34157585525081e-08
1111,peve-mir-novel-35,Peve_00021185,5UTR,Peve_00021185;2 21;609 630,-24.78,19,73.68%,73.68%,-0.999137171835302,0.999137171835302,-1,0.0264477364816598
1112,peve-mir-novel-35,Peve_00025028,5UTR,Peve_00025028;2 17;399 421,-20.82,16,75.00%,81.25%,-0.998577868479122,0.998577868479122,-1,0.0339559968102885
1113,peve-mir-novel-35,Peve_00028583,5UTR,Peve_00028583;2 19;657 680,-20.54,19,73.68%,78.95%,1,1,1,9.48637384723993e-09
1114,peve-mir-novel-35,Peve_00031471,5UTR,Peve_00031471;2 21;226 251,-22.99,23,69.57%,78.26%,-0.999762972739619,0.999762972739619,-1,0.0138612644080488
1115,peve-mir-novel-35,Peve_00034900,5UTR,Peve_00034900;2 21;71 98,-21.02,25,68.00%,72.00%,-0.997904126995256,0.997904126995256,-1,0.0412243184290208
1116,peve-mir-novel-35,Peve_00037737,5UTR,Peve_00037737;2 11;800 821,-20.27,9,88.89%,100.00%,-0.999593925615707,0.999593925615707,-1,0.0181431468379987
1117,peve-mir-novel-35,Peve_00045142,5UTR,Peve_00045142;2 19;287 308,-20.18,17,70.59%,82.35%,1,1,1,1.34157585525081e-08
1118,peve-mir-novel-36,Peve_00008072,5UTR,Peve_00008072;2 21;307 328,-20.71,19,78.95%,89.47%,-0.998282282435782,0.998282282435782,-1,0.0373192738625068
1119,peve-mir-novel-42,Peve_00007806,5UTR,Peve_00007806;2 14;320 341,-20.31,12,91.67%,100.00%,0.999974190676381,0.999974190676381,1,0.00457387578917121
1120,peve-mir-novel-39,Peve_00014228,5UTR,Peve_00014228;2 21;447 467,-21.98,19,68.42%,78.95%,0.997036573432838,0.997036573432838,1,0.0490229581666764
1121,peve-mir-novel-39,Peve_00014228,5UTR,Peve_00014228;2 19;825 847,-20.26,18,77.78%,83.33%,0.997036573432838,0.997036573432838,1,0.0490229581666764
1122,peve-mir-novel-39,Peve_00019695,5UTR,Peve_00019695;2 21;199 221,-21.71,20,75.00%,80.00%,0.998742428996946,0.998742428996946,1,0.0319305869438654
1123,peve-mir-novel-39,Peve_00023931,5UTR,Peve_00023931;2 20;696 720,-21,22,68.18%,72.73%,0.997268981044785,0.997268981044785,1,0.0470604815083167
1124,peve-mir-novel-39,Peve_00025086,5UTR,Peve_00025086;2 21;585 604,-21.52,19,73.68%,78.95%,-0.999963153550721,0.999963153550721,-1,0.00546505171493988
1125,peve-mir-novel-39,Peve_00036122,5UTR,Peve_00036122;2 21;595 615,-23.01,19,73.68%,78.95%,0.998020559760609,0.998020559760609,1,0.0400624940598234
1126,peve-mir-novel-39,Peve_00037061,5UTR,Peve_00037061;2 21;349 373,-21.21,22,68.18%,72.73%,-0.999649545771953,0.999649545771953,-1,0.0168547943103946
1127,peve-mir-novel-39,Peve_00039122,5UTR,Peve_00039122;2 21;666 691,-21.8,23,69.57%,78.26%,0.997623736355649,0.997623736355649,1,0.0438963560597039
1128,peve-mir-novel-39,Peve_00042177,5UTR,Peve_00042177;2 21;347 368,-21.18,19,68.42%,68.42%,0.999318127749319,0.999318127749319,1,0.0235110112931456
1129,peve-mir-novel-40,Peve_00000377,5UTR,Peve_00000377;2 14;173 196,-20.88,14,78.57%,85.71%,0.997896558563532,0.997896558563532,1,0.0412987102322654
1130,peve-mir-novel-40,Peve_00001268,5UTR,Peve_00001268;2 20;162 183,-21.31,18,72.22%,77.78%,0.999962448044095,0.999962448044095,1,0.00551712420276981
1131,peve-mir-novel-40,Peve_00004417,5UTR,Peve_00004417;2 19;748 771,-20.55,19,78.95%,84.21%,0.998804655877086,0.998804655877086,1,0.031130411862649
1132,peve-mir-novel-40,Peve_00011018,5UTR,Peve_00011018;2 21;100 126,-20.55,24,66.67%,66.67%,-0.999898831254468,0.999898831254468,-1,0.00905569870901151
1133,peve-mir-novel-40,Peve_00011155,5UTR,Peve_00011155;2 14;478 499,-21.61,12,83.33%,91.67%,0.999983740199231,0.999983740199231,1,0.00363039030884399
1134,peve-mir-novel-40,Peve_00013972,5UTR,Peve_00013972;2 21;65 85,-20.5,19,73.68%,89.47%,0.999962448044095,0.999962448044095,1,0.00551712420276981
1135,peve-mir-novel-40,Peve_00018828,5UTR,Peve_00018828;2 21;889 912,-21.24,21,76.19%,76.19%,0.998059288344699,0.998059288344699,1,0.0396685101306057
1136,peve-mir-novel-40,Peve_00023071,5UTR,Peve_00023071;2 20;420 441,-20.56,18,77.78%,83.33%,0.999962448044095,0.999962448044095,1,0.00551712420276166
1137,peve-mir-novel-40,Peve_00024587,5UTR,Peve_00024587;2 20;562 583,-20.29,18,61.11%,88.89%,-0.997501684128481,0.997501684128481,-1,0.0450100248602691
1138,peve-mir-novel-40,Peve_00035329,5UTR,Peve_00035329;2 15;853 874,-20.22,13,76.92%,84.62%,0.998029698096393,0.998029698096393,1,0.0399698798387951
1139,peve-mir-novel-40,Peve_00039198,5UTR,Peve_00039198;2 21;76 98,-22.41,21,66.67%,76.19%,-0.997118363096831,0.997118363096831,-1,0.0483413856135186
1140,peve-mir-novel-6,Peve_00010433,5UTR,Peve_00010433;2 21;121 147,-21.44,24,62.50%,66.67%,-0.99813899500858,0.99813899500858,-1,0.0388451018771475
1141,peve-mir-novel-6,Peve_00012142,5UTR,Peve_00012142;2 19;372 395,-23.55,19,78.95%,89.47%,-0.997089131731783,0.997089131731783,-1,0.0485860732748588
1142,peve-mir-novel-6,Peve_00023391,5UTR,Peve_00023391;2 15;257 278,-24.47,13,84.62%,100.00%,-0.999656503413255,0.999656503413255,-1,0.0166866349892639
1143,peve-mir-novel-6,Peve_00031436,5UTR,Peve_00031436;2 21;763 788,-22.51,23,73.91%,82.61%,-0.998016621951657,0.998016621951657,-1,0.0401023366876437
1144,peve-mir-novel-1,Peve_00013718,5UTR,Peve_00013718;2 20;449 467,-20.25,18,72.22%,83.33%,0.999652457614836,0.999652457614836,1,0.0167846228939752
1145,peve-mir-novel-1,Peve_00020075,5UTR,Peve_00020075;2 21;842 864,-20.95,20,65.00%,85.00%,-0.99757215116682,0.99757215116682,-1,0.0443704514965721
1146,peve-mir-novel-7,Peve_00013396,5UTR,Peve_00013396;2 21;84 105,-20.02,19,63.16%,78.95%,-0.999820977218369,0.999820977218369,-1,0.0120463575804017
1147,peve-mir-novel-7,Peve_00015748,5UTR,Peve_00015748;2 20;653 674,-21.11,18,83.33%,83.33%,-0.999044377811527,0.999044377811527,-1,0.0278338206502373
1148,peve-mir-novel-7,Peve_00022789,5UTR,Peve_00022789;2 20;62 85,-21.51,20,60.00%,85.00%,0.999909031516669,0.999909031516669,1,0.0085870479919059
1149,peve-mir-novel-7,Peve_00035192,5UTR,Peve_00035192;2 20;417 439,-20.23,19,68.42%,84.21%,-0.998775289031826,0.998775289031826,-1,0.03151056991983
1150,peve-mir-novel-7,Peve_00038009,5UTR,Peve_00038009;2 20;13 35,-20.12,19,63.16%,73.68%,-0.999936297068816,0.999936297068816,-1,0.00718583323943983
1151,peve-mir-novel-8,Peve_00006985,5UTR,Peve_00006985;2 20;758 781,-20.75,20,75.00%,90.00%,-0.998052429938545,0.998052429938545,-1,0.0397385645947719
1152,peve-mir-novel-8,Peve_00011705,5UTR,Peve_00011705;2 21;615 638,-21.13,22,77.27%,77.27%,0.998232761629708,0.998232761629708,1,0.037853554466726
1153,peve-mir-novel-8,Peve_00013087,5UTR,Peve_00013087;2 15;566 587,-20.91,13,84.62%,100.00%,-0.999999672229045,0.999999672229045,-1,0.000515442667547547
1154,peve-mir-novel-8,Peve_00035886,5UTR,Peve_00035886;2 21;329 350,-20.29,20,75.00%,85.00%,-0.999981340367671,0.999981340367671,-1,0.00388908412218857
1155,peve-mir-novel-8,Peve_00037697,5UTR,Peve_00037697;2 19;957 977,-21.91,17,88.24%,94.12%,-0.999168966643069,0.999168966643069,-1,0.0259558006313078
1156,peve-mir-novel-8,Peve_00036963,5UTR,Peve_00036963;2 20;777 798,-21.47,18,77.78%,83.33%,0.999351594621176,0.999351594621176,1,0.0229267182870592
1157,peve-mir-novel-8,Peve_00043526,5UTR,Peve_00043526;2 18;577 598,-20.29,16,75.00%,87.50%,0.998465344822469,0.998465344822469,1,0.0352741113828147
1158,peve-mir-novel-10,Peve_00001326,5UTR,Peve_00001326;2 21;296 316,-20.45,19,68.42%,73.68%,-0.997041811903654,0.997041811903654,-1,0.0489795884758296
1159,peve-mir-novel-10,Peve_00002365,5UTR,Peve_00002365;2 9;1 17,-21.96,7,100.00%,100.00%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1160,peve-mir-novel-10,Peve_00002477,5UTR,Peve_00002477;2 21;861 885,-23.63,22,77.27%,81.82%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1161,peve-mir-novel-10,Peve_00005452,5UTR,Peve_00005452;2 21;633 654,-30.34,19,73.68%,89.47%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1162,peve-mir-novel-10,Peve_00009813,5UTR,Peve_00009813;2 18;183 204,-21.15,16,75.00%,87.50%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1163,peve-mir-novel-10,Peve_00015601,5UTR,Peve_00015601;2 21;251 276,-22.68,23,60.87%,69.57%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1164,peve-mir-novel-10,Peve_00019915,5UTR,Peve_00019915;2 21;816 837,-22.41,19,57.89%,78.95%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1165,peve-mir-novel-10,Peve_00024444,5UTR,Peve_00024444;2 19;197 215,-20.47,17,70.59%,76.47%,-0.999839766742431,0.999839766742431,-1,0.0113966510517457
1166,peve-mir-novel-10,Peve_00027295,5UTR,Peve_00027295;2 21;449 472,-25.95,21,71.43%,85.71%,-0.998044922586829,0.998044922586829,-1,0.0398151065215797
1167,peve-mir-novel-10,Peve_00030606,5UTR,Peve_00030606;2 20;967 989,-24.39,19,68.42%,84.21%,0.99730289693183,0.99730289693183,1,0.0467672197087773
1168,peve-mir-novel-10,Peve_00035367,5UTR,Peve_00035367;2 20;50 72,-24.89,19,78.95%,78.95%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1169,peve-mir-novel-10,Peve_00036785,5UTR,Peve_00036785;2 21;572 597,-24.92,23,73.91%,78.26%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1170,peve-mir-novel-10,Peve_00036947,5UTR,Peve_00036947;2 21;765 786,-26.7,19,73.68%,78.95%,0.99868990037373,0.99868990037373,1,0.0325907764753561
1171,peve-mir-novel-10,Peve_00042151,5UTR,Peve_00042151;2 14;624 645,-24.55,12,91.67%,91.67%,0.997938030915672,0.997938030915672,1,0.0408894104551393
1172,peve-mir-novel-10,Peve_00042435,5UTR,Peve_00042435;2 21;660 679,-21.66,19,73.68%,78.95%,0.997262417278732,0.997262417278732,1,0.0471170262500777
1173,peve-mir-novel-10,Peve_00043768,5UTR,Peve_00043768;2 20;932 955,-20.9,20,60.00%,75.00%,0.997938030915673,0.997938030915673,1,0.0408894104551382
1174,peve-mir-novel-10,Peve_00043615,5UTR,Peve_00043615;2 19;146 170,-21.26,20,70.00%,80.00%,0.999186729228898,0.999186729228898,1,0.0256768734393112
1175,peve-mir-novel-11,Peve_00004731,5UTR,Peve_00004731;2 20;440 460,-23.35,18,83.33%,83.33%,-0.999783900702665,0.999783900702665,-1,0.0132351729066914
1176,peve-mir-novel-11,Peve_00006174,5UTR,Peve_00006174;2 20;64 85,-22.3,18,72.22%,83.33%,-0.998701518193497,0.998701518193497,-1,0.032445917538854
1177,peve-mir-novel-11,Peve_00025044,5UTR,Peve_00025044;2 21;710 727,-20.32,19,73.68%,73.68%,-0.999885283611896,0.999885283611896,-1,0.00964299640621119
1178,peve-mir-novel-11,Peve_00033287,5UTR,Peve_00033287;2 12;895 916,-20.12,10,90.00%,90.00%,-0.998878569589875,0.998878569589875,-1,0.0301523995600735
1179,peve-mir-novel-11,Peve_00034069,5UTR,Peve_00034069;2 20;547 571,-20.37,22,63.64%,77.27%,0.99999940598563,0.99999940598563,1,0.000693894776259953
1180,peve-mir-novel-11,Peve_00034189,5UTR,Peve_00034189;2 16;457 478,-25.02,14,78.57%,92.86%,-0.999325369433971,0.999325369433971,-1,0.0233858169858483
1181,peve-mir-novel-11,Peve_00035232,5UTR,Peve_00035232;2 21;707 728,-21.28,19,63.16%,78.95%,0.99999940598563,0.99999940598563,1,0.000693894776195108
1182,peve-mir-novel-11,Peve_00042498,5UTR,Peve_00042498;2 19;563 584,-21.28,17,64.71%,76.47%,0.999891079350943,0.999891079350943,1,0.00939624156020117
1183,peve-mir-novel-13,Peve_00036264,5UTR,Peve_00036264;2 21;518 540,-20.17,20,75.00%,85.00%,0.997786572068102,0.997786572068102,1,0.0423650724088565
1184,peve-mir-novel-2,Peve_00008377,5UTR,Peve_00008377;2 21;84 106,-20.03,20,70.00%,75.00%,-0.999957293079344,0.999957293079344,-1,0.00588363598502496
1185,peve-mir-novel-2,Peve_00009458,5UTR,Peve_00009458;2 19;629 649,-23.47,17,76.47%,88.24%,-0.998175220682579,0.998175220682579,-1,0.0384650550931703
1186,peve-mir-novel-2,Peve_00015066,5UTR,Peve_00015066;2 12;597 618,-23.55,10,100.00%,100.00%,-0.999604063448837,0.999604063448837,-1,0.0179152242682217
1187,peve-mir-novel-2,Peve_00021093,5UTR,Peve_00021093;2 21;304 325,-21.67,19,68.42%,78.95%,-0.999211152128301,0.999211152128301,-1,0.025288338918848
1188,peve-mir-novel-2,Peve_00028238,5UTR,Peve_00028238;2 18;536 558,-21.84,17,76.47%,82.35%,-0.999566973841129,0.999566973841129,-1,0.0187356109725696
1189,peve-mir-novel-2,Peve_00029556,5UTR,Peve_00029556;2 21;60 80,-23.25,19,73.68%,84.21%,-0.997545167599482,0.997545167599482,-1,0.0446164413451834
1190,peve-mir-novel-2,Peve_00030695,5UTR,Peve_00030695;2 19;914 934,-20.29,17,76.47%,82.35%,0.99896776402964,0.99896776402964,1,0.0289282378876426
1191,peve-mir-novel-2,Peve_00033813,5UTR,Peve_00033813;2 20;103 127,-21.27,22,68.18%,77.27%,-0.999435010130582,0.999435010130582,-1,0.0214010903728724
1192,peve-mir-novel-2,Peve_00035839,5UTR,Peve_00035839;2 11;718 739,-20.84,9,100.00%,100.00%,-0.999999999503679,0.999999999503679,-1,2.00574810710951e-05
1193,peve-mir-novel-2,Peve_00042524,5UTR,Peve_00042524;2 13;778 799,-21.01,11,90.91%,90.91%,-0.998208451660281,0.998208451660281,-1,0.0381130974955327
1194,peve-mir-novel-2,Peve_00044403,5UTR,Peve_00044403;2 16;799 822,-24.6,16,81.25%,87.50%,-0.999992423016843,0.999992423016843,-1,0.00247824110430817
1195,peve-mir-novel-2,Peve_00044772,5UTR,Peve_00044772;2 14;859 879,-21.14,12,91.67%,91.67%,-0.997856253350184,0.997856253350184,-1,0.0416926466893275
1196,peve-mir-2030,Peve_00003999,5UTR,Peve_00003999;2 21;805 831,-21.18,24,66.67%,75.00%,-0.999977919419974,0.999977919419974,-1,0.00423059214486466
1197,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00007262,5UTR,Peve_00007262;2 19;934 956,-23.17,18,77.78%,83.33%,-0.997139931185431,0.997139931185431,-1,0.048160049624566
1198,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00010915,5UTR,Peve_00010915;2 18;961 982,-20.54,16,68.75%,75.00%,-0.999463001694963,0.999463001694963,-1,0.0208641652974758
1199,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00011228,5UTR,Peve_00011228;2 15;300 320,-20.13,13,84.62%,92.31%,-0.997022666930234,0.997022666930234,-1,0.0491379058163316
1200,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00021519,5UTR,Peve_00021519;2 18;692 712,-20.16,16,81.25%,81.25%,-0.999968700996602,0.999968700996602,-1,0.00503687888605023
1201,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00021626,5UTR,Peve_00021626;2 15;17 38,-21.14,13,92.31%,92.31%,-0.998711375947948,0.998711375947948,-1,0.0323224956188328
1202,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00037342,5UTR,Peve_00037342;2 20;960 982,-21.91,20,75.00%,80.00%,-0.998706114075126,0.998706114075126,-1,0.0323884342508462
1203,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00037704,5UTR,Peve_00037704;2 19;756 777,-21.07,18,77.78%,83.33%,-0.998219553343417,0.998219553343417,-1,0.0379947911463899
1204,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00042648,5UTR,Peve_00042648;2 19;672 694,-21.69,18,72.22%,88.89%,-0.999469703920853,0.999469703920853,-1,0.0207335430475651
1205,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00021945,5UTR,Peve_00021945;2 20;406 426,-26.54,18,77.78%,77.78%,-0.999971374472759,0.999971374472759,-1,0.00481695849265739
1206,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00042462,5UTR,Peve_00042462;2 17;809 830,-26.63,15,86.67%,86.67%,-0.999901669120146,0.999901669120146,-1,0.00892778333881972
1207,peve-mir-novel-15,Peve_00006922,5UTR,Peve_00006922;2 20;746 772,-26.98,23,73.91%,73.91%,0.999971311671877,0.999971311671877,1,0.00482223952987791
1208,peve-mir-novel-15,Peve_00042534,5UTR,Peve_00042534;2 16;501 523,-20.14,15,80.00%,86.67%,-0.999911200410267,0.999911200410267,-1,0.00848406162211117
1209,peve-mir-novel-15,Peve_00043593,5UTR,Peve_00043593;2 19;666 690,-21.26,20,65.00%,80.00%,-0.997871906088051,0.997871906088051,-1,0.0415401024981488
1210,peve-mir-2023,Peve_00000232,5UTR,Peve_00000232;2 17;22 41,-22.04,15,86.67%,93.33%,-0.99998857382088,0.99998857382088,-1,0.00304330898553907
1211,peve-mir-2023,Peve_00023691,5UTR,Peve_00023691;2 20;553 569,-21.36,18,72.22%,77.78%,0.998994743896135,0.998994743896135,1,0.0285476174462189
1212,peve-mir-2023,Peve_00042248,5UTR,Peve_00042248;2 20;25 48,-20.01,21,61.90%,71.43%,-0.99760688237923,0.99760688237923,-1,0.0440518133990858
1213,peve-mir-novel-16,Peve_00007907,5UTR,Peve_00007907;2 21;150 177,-22.29,25,64.00%,76.00%,0.998593755293202,0.998593755293202,1,0.0337657560132954
1214,peve-mir-novel-16,Peve_00014221,5UTR,Peve_00014221;2 21;630 654,-20.72,22,72.73%,72.73%,-0.999884527015562,0.999884527015562,-1,0.00967474429161349
1215,peve-mir-novel-16,Peve_00043872,5UTR,Peve_00043872;2 18;376 400,-20.36,19,57.89%,78.95%,-0.999374953775323,0.999374953775323,-1,0.0225099128069867
1216,peve-mir-novel-18,Peve_00025803,5UTR,Peve_00025803;2 21;824 847,-22.08,21,76.19%,90.48%,-0.998338998790929,0.998338998790929,-1,0.0366978166950436
