gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_033195,0,0,7,0,0
FUN_033196,0,45,6,18,4
FUN_033197,0,26,1,13,2
FUN_033198,88,6,0,27,52
FUN_033199,0,0,0,0,0
FUN_013324,5356,5152,4320,9632,8436
FUN_008220,0,0,0,0,0
FUN_008221,27,4,0,19,21
FUN_008222,27,38,7,37,95
FUN_008223,3343,3120,2048,3136,2689
FUN_006648,119,142,130,97,221
FUN_006649,3974,2296,1459,2959,1974
FUN_008226,607,501,177,734,576
FUN_041591,1457,1138,655,1214,685
FUN_006644,45,32,44,36,28
FUN_008229,69,141,163,121,144
FUN_006646,779,810,419,1092,1373
FUN_006647,802,608,482,576,589
FUN_006640,1374,1639,836,1250,486
FUN_006641,142,159,56,222,123
FUN_006642,9215,6472,2838,5663,3640
FUN_006643,1955,2180,1608,1911,1165
FUN_016663,0,0,18,0,20
FUN_016689,0,0,0,0,0
FUN_016688,377,8,330,307,454
FUN_042942,0,0,0,0,0
FUN_016685,4,0,11,88,0
FUN_016684,178,0,216,404,220
FUN_016687,59,0,28,50,98
FUN_016686,199,21,228,255,204
FUN_016681,148,3,105,85,145
FUN_016680,299,0,187,268,88
FUN_016683,9,0,46,0,114
FUN_016682,178,15,164,149,162
FUN_010210,0,0,0,0,0
FUN_010211,22,0,0,59,43
FUN_004734,415,338,360,36,38
FUN_003507,0,0,0,0,0
FUN_010214,0,0,0,0,0
FUN_010215,0,0,0,0,0
FUN_003502,0,0,0,0,0
FUN_010217,0,0,0,0,0
FUN_010218,0,0,0,0,0
FUN_010219,0,0,0,0,0
FUN_003508,58,5,85,7,217
FUN_003509,0,0,13,0,0
FUN_004738,166,120,78,90,176
FUN_004739,1031,953,460,495,295
FUN_016665,307,11,3,0,188
FUN_016664,776,153,912,1356,655
FUN_041593,641,238,437,470,267
FUN_032829,37,21,23,36,43
FUN_032828,21,32,12,36,13
FUN_032827,0,14,0,3,0
FUN_032826,1476,1328,141,1664,1700
FUN_032825,759,1094,667,1241,688
FUN_032824,0,0,0,0,0
FUN_032823,123,51,55,102,77
FUN_032822,0,0,0,24,57
FUN_032821,0,0,0,0,0
FUN_032820,0,0,0,0,1
FUN_042948,0,0,0,0,34
FUN_041889,4718,3024,1784,3184,3146
FUN_041888,8385,8184,4823,8007,7053
FUN_041887,0,4,0,0,0
FUN_041886,964,531,380,903,794
FUN_041885,651,413,295,396,368
FUN_041884,1139,761,868,1054,1195
FUN_041883,163,41,66,105,74
FUN_041882,556,938,391,1179,498
FUN_041881,834,1620,1636,2232,560
FUN_041880,492,498,304,688,222
FUN_040736,0,0,0,0,0
FUN_040737,0,0,1,0,0
FUN_010014,19,14,5,7,11
FUN_040735,0,0,1,0,0
FUN_010012,0,0,0,0,0
FUN_010013,0,0,0,0,0
FUN_011161,0,0,0,0,4
FUN_011160,0,0,0,0,7
FUN_011163,0,0,0,0,0
FUN_011162,0,0,2,0,5
FUN_011165,0,0,0,0,0
FUN_011164,0,0,0,0,7
FUN_011167,0,3,1,1,31
FUN_011166,0,0,0,0,0
FUN_011169,0,0,0,4,0
FUN_011168,0,2,5,0,67
FUN_010011,0,0,0,0,0
FUN_024777,1197,595,801,665,858
FUN_000599,487,724,133,328,158
FUN_040826,0,0,0,0,12
FUN_040827,3,0,5,0,0
FUN_040824,0,0,0,0,13
FUN_040825,0,0,0,0,0
FUN_040822,0,0,0,12,0
FUN_040823,0,0,0,9,0
FUN_040820,0,0,0,14,0
FUN_040821,0,0,0,0,21
FUN_040828,23,0,0,0,0
FUN_040829,30,24,115,0,159
FUN_010018,1367,1200,262,413,731
FUN_002369,0,0,70,0,0
FUN_002368,0,1,25,1,4
FUN_002367,0,0,56,0,0
FUN_002366,70,0,34,0,0
FUN_002365,492,0,243,37,20
FUN_002364,1150,0,624,3,0
FUN_002363,0,0,20,52,76
FUN_002362,303,263,260,471,239
FUN_002361,0,0,0,0,0
FUN_002360,0,9,0,11,0
FUN_000732,0,0,1,0,0
FUN_000733,0,0,0,0,1
FUN_000730,0,0,0,0,0
FUN_000731,1,1,0,0,0
FUN_000736,0,0,0,1,1
FUN_000737,1,0,0,0,0
FUN_000734,0,0,0,0,0
FUN_000735,0,0,0,1,0
FUN_000738,0,0,0,0,0
FUN_000739,0,0,0,1,0
FUN_023444,1430,1081,834,817,709
FUN_000884,6,181,7,39,5
FUN_000885,13,0,0,0,0
FUN_000886,7,0,0,0,3
FUN_029402,9807,6571,4881,6819,2595
FUN_000880,135,225,36,42,162
FUN_000881,0,18,0,0,40
FUN_000882,4,9,8,0,23
FUN_000883,453,512,223,366,657
FUN_029409,0,0,0,0,0
FUN_029408,0,0,0,0,0
FUN_000888,64,79,71,89,115
FUN_000889,1181,585,148,514,296
FUN_016308,3809,4936,1765,1723,1278
FUN_016309,722,478,428,426,482
FUN_026191,881,521,123,474,516
FUN_028376,174,680,225,291,494
FUN_016300,180,34,25,66,16
FUN_016301,3235,2068,1478,3016,2177
FUN_016302,234,78,104,316,168
FUN_016303,12,2,18,0,99
FUN_016304,1275,630,757,932,1230
FUN_016305,1495,767,655,1287,881
FUN_016306,59,29,77,146,90
FUN_016307,288,493,154,271,171
FUN_003283,0,0,0,0,0
FUN_003282,0,0,0,0,0
FUN_003281,0,0,0,0,0
FUN_003280,0,0,0,0,0
FUN_003287,0,0,0,0,1
FUN_003286,2,1,2,9,8
FUN_003285,13,2,20,0,18
FUN_003284,0,0,0,0,0
FUN_003298,0,0,0,0,0
FUN_003289,0,0,0,7,0
FUN_003288,8,0,11,8,2
FUN_016330,258,174,169,201,269
FUN_015640,0,0,0,0,0
FUN_015641,0,0,0,0,0
FUN_015642,0,0,0,0,0
FUN_015643,0,0,0,0,0
FUN_015644,0,0,0,0,0
FUN_015645,0,0,0,0,0
FUN_015646,0,0,0,0,0
FUN_015647,0,0,0,0,0
FUN_015648,0,0,0,0,0
FUN_015649,3,7,20,227,27
FUN_020965,0,0,0,0,0
FUN_016339,38106,44800,38603,49829,18171
FUN_003291,0,0,0,0,0
FUN_023164,7,0,9,0,46
FUN_023165,1051,782,572,802,894
FUN_023166,3418,18,601,9451,1463
FUN_023167,0,0,0,0,0
FUN_023160,1004,731,671,1085,741
FUN_023161,333,186,150,139,146
FUN_023162,161,159,141,242,73
FUN_023163,1189,432,290,523,519
FUN_023168,175,43,27,3,35
FUN_023169,546,619,371,526,372
FUN_022695,1333,605,529,878,793
FUN_028371,0,0,0,571,415
FUN_022697,4679,3089,2481,2684,1110
FUN_022696,4103,3844,2183,6637,5678
FUN_022691,2000,1327,1106,1288,1420
FUN_022690,1898,1905,1384,1752,1752
FUN_022693,1327,1352,738,561,1295
FUN_022692,0,808,404,48,161
FUN_003030,0,0,0,0,0
FUN_022699,1555,1119,1017,1209,1429
FUN_022698,8589,10058,4480,8120,7684
FUN_003031,0,0,1,0,0
FUN_003032,0,0,0,0,0
FUN_003033,0,0,0,0,0
FUN_041069,0,0,0,0,0
FUN_028469,391,205,115,170,265
FUN_028460,0,0,0,15,0
FUN_028461,348,601,200,1377,1363
FUN_028462,64,369,133,807,326
FUN_028463,147,556,451,1278,231
FUN_028464,376,155,117,313,166
FUN_028465,614,273,125,296,204
FUN_028466,99,90,30,42,43
FUN_028467,357,310,166,340,478
FUN_015675,0,0,0,0,0
FUN_036471,391,413,3,298,0
FUN_010179,0,0,6,0,0
FUN_008179,0,0,0,0,0
FUN_011943,50,45,22,73,44
FUN_011942,35,11,5,32,16
FUN_011941,1039,603,355,869,950
FUN_011940,989,681,405,808,467
FUN_011947,1806,1228,975,1344,1771
FUN_011946,350,263,255,429,395
FUN_011945,1930,1275,864,1588,1052
FUN_011944,2221,1376,1025,2240,1574
FUN_011949,33,21,0,0,38
FUN_011948,1805,1414,769,1200,1013
FUN_025649,889,810,655,709,848
FUN_025648,57,128,125,224,78
FUN_017933,0,136,0,0,25
FUN_025643,9424,7058,5337,10062,9799
FUN_025642,4109,2831,1552,2345,1545
FUN_025641,315,284,251,303,220
FUN_025640,465,266,317,254,603
FUN_025647,29,135,40,269,60
FUN_025646,52,42,6,101,56
FUN_025645,421,297,625,927,603
FUN_025644,8266,6343,4863,7978,5705
FUN_008149,173,359,219,291,143
FUN_008148,0,0,0,0,0
FUN_024590,0,0,0,0,0
FUN_008140,49,201,154,241,126
FUN_008143,46,43,3,0,32
FUN_024593,751,373,316,287,201
FUN_008145,0,0,0,0,20
FUN_024595,400,521,323,546,308
FUN_024596,1114,559,547,1063,906
FUN_008146,87,45,0,0,56
FUN_025995,99,21,33,130,52
FUN_014278,0,0,0,0,0
FUN_014279,0,0,0,0,0
FUN_044116,35,126,49,86,239
FUN_014277,1,32,9,28,0
FUN_014274,0,0,0,0,0
FUN_014275,0,45,0,0,24
FUN_014272,0,60,0,0,0
FUN_014273,0,0,2,0,0
FUN_014270,84,10,17,13,3
FUN_044111,66,144,123,154,375
FUN_024512,61,22,22,28,48
FUN_024513,45,40,25,0,144
FUN_022349,32,160,143,12,86
FUN_022348,2,18,59,0,12
FUN_022347,23,208,189,28,54
FUN_022346,29723,27897,11790,29239,19855
FUN_022345,1711,1221,539,1029,608
FUN_022344,1076,827,451,898,636
FUN_022343,172,275,319,347,374
FUN_022342,1566,1040,293,875,1504
FUN_022341,97,104,69,47,159
FUN_022340,5494,3654,2532,5341,4311
FUN_024518,2,7,4,0,5
FUN_024519,650,509,598,516,847
FUN_006284,88,0,34,622,960
FUN_006265,429,253,76,240,148
FUN_006285,5,0,0,203,279
FUN_014898,40,60,77,33,89
FUN_014899,1026,646,523,887,752
FUN_014892,632,624,478,779,428
FUN_014893,2837,2464,1547,2368,1947
FUN_014890,1107,512,502,810,831
FUN_014891,517,297,286,670,943
FUN_014896,6164,2500,2622,5039,4937
FUN_014897,2134,1191,1246,2758,2240
FUN_014894,11,0,0,0,3
FUN_014895,15702,10820,6808,9980,4695
FUN_019541,0,0,0,0,0
FUN_026307,189,115,343,367,188
FUN_026306,4188,2167,2684,2131,989
FUN_006288,34,0,201,26,374
FUN_023153,1442,967,885,1925,1529
FUN_006289,0,0,44,9,0
FUN_023152,13,0,0,24,0
FUN_023155,312,384,222,483,598
FUN_026302,316,142,84,332,340
FUN_023157,522,225,200,667,747
FUN_023156,429,479,460,637,864
FUN_038502,10476,6765,4610,8111,3932
FUN_038503,50982,88266,46019,78775,37888
FUN_038500,10161,6430,8410,6025,4064
FUN_038501,7,10,5,7,66
FUN_038506,18,1118,1633,11,689
FUN_038507,726,940,469,483,423
FUN_038504,917,1209,660,701,797
FUN_038505,2089,889,841,1279,849
FUN_038508,6115,7061,3759,6789,4343
FUN_038509,277,339,231,299,617
FUN_023906,430,12,28,16,19
FUN_031621,0,130,0,0,0
FUN_023904,0,0,0,0,0
FUN_031623,0,32,9,0,0
FUN_023902,0,0,0,0,0
FUN_023903,4,16,2,211,0
FUN_031626,30,66,40,94,7
FUN_023901,0,0,0,0,0
FUN_009153,0,0,1,0,1
FUN_031629,468,823,1243,2731,1321
FUN_023908,0,0,0,0,0
FUN_023909,0,0,0,0,10
FUN_039457,0,0,0,0,0
FUN_039456,7,0,0,0,0
FUN_039455,0,0,0,0,0
FUN_039454,0,0,0,0,0
FUN_039453,0,0,0,0,0
FUN_039452,0,0,0,0,0
FUN_039451,0,0,0,0,13
FUN_039450,0,0,0,0,0
FUN_039459,0,0,0,0,0
FUN_039458,9,0,8,0,36
FUN_022686,208,152,45,92,131
FUN_025655,240,289,137,158,117
FUN_022684,245,95,195,286,251
FUN_025657,1984,969,1377,1181,1084
FUN_022682,11299,12158,6441,8266,3904
FUN_022683,647,613,393,604,632
FUN_020459,0,0,0,0,0
FUN_020458,0,0,0,0,0
FUN_019540,0,0,0,0,1
FUN_020455,0,0,0,0,0
FUN_020454,0,0,0,0,0
FUN_020457,0,0,0,0,0
FUN_020456,0,0,0,0,0
FUN_020451,0,0,0,0,0
FUN_020450,0,0,0,0,0
FUN_020453,0,0,0,0,0
FUN_020452,0,0,0,0,0
FUN_018481,9,24,0,0,0
FUN_018480,0,0,0,0,0
FUN_034052,18,0,0,11,0
FUN_026857,6,0,48,6,65
FUN_026856,0,0,0,0,29
FUN_026855,0,0,0,0,0
FUN_026854,0,0,0,0,0
FUN_026853,0,0,0,0,0
FUN_026852,7,0,0,0,0
FUN_026851,0,0,192,0,0
FUN_026850,4,48,11,0,14
FUN_034054,240,476,342,320,281
FUN_026859,4,13,35,17,44
FUN_034055,2339,1335,928,1887,1537
FUN_018487,0,0,0,0,0
FUN_018486,0,0,0,0,10
FUN_037507,40,155,248,140,85
FUN_037506,157,5798,3481,150,1214
FUN_037505,76,54,31,50,100
FUN_037504,21,18,3,17,27
FUN_037503,32,31,16,29,27
FUN_037502,571,802,524,603,556
FUN_037501,280,281,316,390,258
FUN_037500,131,6745,1900,143,993
FUN_037509,195,168,65,88,50
FUN_037508,12,16,64,0,149
FUN_008085,210,114,92,132,220
FUN_033904,545,602,665,1290,1026
FUN_027102,6,0,10,0,176
FUN_027103,0,0,10,0,171
FUN_027100,0,3,0,0,13
FUN_027101,6,3,5,20,16
FUN_027106,1,0,2,0,22
FUN_027107,1,0,0,0,8
FUN_027104,2,0,13,0,109
FUN_027105,6,0,8,0,141
FUN_027108,0,0,0,0,20
FUN_027109,0,0,0,0,18
FUN_030999,12,0,0,0,0
FUN_030998,17,4,26,11,217
FUN_030995,158,0,161,193,173
FUN_030994,0,0,0,0,0
FUN_030997,0,0,0,0,0
FUN_030996,4,3,3,7,7
FUN_030991,0,0,0,0,0
FUN_030990,0,0,17,0,0
FUN_030993,0,0,2,0,0
FUN_030992,0,0,11,37,48
FUN_041079,0,0,0,0,0
FUN_037656,0,0,0,0,0
FUN_014831,63,0,13,6,99
FUN_019302,0,0,0,0,18
FUN_023483,57,30,5,39,7
FUN_023482,13,2,48,4,148
FUN_041070,0,0,0,0,0
FUN_023480,3,3,9,0,30
FUN_041076,0,0,0,0,0
FUN_041077,0,0,0,0,0
FUN_023485,0,0,0,0,0
FUN_041075,29,4,88,7,154
FUN_033972,0,0,0,0,0
FUN_033973,0,0,0,0,0
FUN_033970,431,239,205,380,337
FUN_033971,548,303,274,478,569
FUN_033976,1246,553,338,629,733
FUN_033977,80,42,126,91,439
FUN_033974,36,5,10,0,19
FUN_004249,0,97,17,9,4
FUN_004246,900,368,435,1192,274
FUN_004247,5952,2823,2401,5466,4036
FUN_033978,181,149,41,444,94
FUN_004245,930,2234,1908,1210,1895
FUN_004242,1927,2023,1653,1377,2438
FUN_004243,524,725,411,551,789
FUN_004240,611,319,608,693,785
FUN_004241,129,277,180,79,127
FUN_042379,0,0,0,55,0
FUN_001889,4800,2652,2668,4104,3342
FUN_020023,0,0,0,0,0
FUN_020025,0,0,0,0,0
FUN_016604,768,570,415,657,576
FUN_019125,6,0,0,11,23
FUN_019124,11,48,0,0,35
FUN_019127,557,187,224,477,452
FUN_019126,48,2,31,217,88
FUN_019121,0,0,0,0,0
FUN_019120,0,0,0,1,0
FUN_019123,0,9,0,0,21
FUN_019122,0,0,0,0,19
FUN_019129,263,229,89,78,95
FUN_019128,168,243,147,247,106
FUN_030238,3,0,3,1,17
FUN_030239,0,0,0,0,0
FUN_033825,270,133,121,292,169
FUN_019821,6,0,7,0,8
FUN_030230,0,0,0,0,0
FUN_030231,2,0,3,0,11
FUN_030232,0,0,0,0,0
FUN_030233,3,0,3,0,12
FUN_030234,0,0,2,0,3
FUN_030235,0,0,0,0,0
FUN_030236,4,0,2,0,17
FUN_030237,0,0,0,0,0
FUN_021193,15,0,15,3,56
FUN_021192,7,0,26,32,0
FUN_021191,0,0,0,2,0
FUN_014811,778,1721,770,1792,1998
FUN_021197,337,444,340,562,482
FUN_021196,235,190,273,369,244
FUN_021195,0,0,0,0,0
FUN_021194,269,341,241,322,356
FUN_019824,77,104,35,7,53
FUN_021199,0,0,0,0,0
FUN_021198,31,0,0,6,39
FUN_019825,231,390,108,62,154
FUN_019826,201,224,17,0,232
FUN_019827,21,0,0,0,84
FUN_013844,0,0,0,0,0
FUN_013845,31,14,9,48,22
FUN_039234,0,1,1,4,3
FUN_013846,0,0,0,0,0
FUN_014531,1388,1253,1315,945,816
FUN_013847,0,0,0,0,0
FUN_014530,37855,45718,20674,34554,26733
FUN_013741,12,45,21,24,58
FUN_021445,0,0,0,0,0
FUN_021444,0,0,0,0,0
FUN_021447,0,0,0,0,0
FUN_021446,0,0,0,0,1
FUN_021441,0,0,0,0,0
FUN_021440,0,0,0,0,0
FUN_021443,0,0,0,0,1
FUN_021442,0,0,0,0,0
FUN_014535,533,427,699,861,1016
FUN_013843,0,0,0,0,0
FUN_021449,1701,943,926,1663,1448
FUN_021448,0,0,0,0,0
FUN_042373,0,0,0,0,4
FUN_014537,1268,716,907,634,362
FUN_014536,643,344,192,358,174
FUN_035468,5530,9846,5292,10681,8122
FUN_035469,4581,2743,2429,3041,2472
FUN_035462,1835,1037,339,768,390
FUN_035463,0,0,25,0,14
FUN_035460,1559,1956,768,1444,747
FUN_035461,11,0,22,12,0
FUN_035466,794,528,819,689,1171
FUN_035467,734,444,540,737,389
FUN_035464,4,0,0,0,0
FUN_035465,1392,948,707,1418,1556
FUN_042770,0,0,3,0,4
FUN_042771,0,0,0,0,0
FUN_042772,0,0,3,0,8
FUN_042773,0,0,0,0,0
FUN_042774,0,0,3,0,4
FUN_042775,0,0,6,3,7
FUN_042776,9,9,23,5,156
FUN_042777,51,114,85,69,214
FUN_042778,27,53,67,69,193
FUN_042779,0,0,0,2,10
FUN_031549,2452,2119,1382,1320,1013
FUN_031548,80,46,62,69,112
FUN_031541,229,364,198,301,201
FUN_031540,107,113,137,826,134
FUN_031543,248,86,61,613,133
FUN_031542,214,58,146,1410,264
FUN_031545,36,0,0,69,9
FUN_031544,12,13,9,100,25
FUN_031547,15,0,0,0,0
FUN_031546,13,23,27,47,61
FUN_004518,17,6,27,15,26
FUN_001592,805,438,526,548,705
FUN_004512,4143,3121,1707,2323,1584
FUN_001598,1027,1091,759,1719,1436
FUN_020718,0,0,0,0,0
FUN_020719,0,0,0,0,0
FUN_020712,0,0,0,0,0
FUN_020713,0,0,0,0,0
FUN_020710,0,0,0,0,1
FUN_020711,0,0,0,0,0
FUN_020716,0,0,0,0,0
FUN_020717,0,0,0,0,0
FUN_020714,0,0,0,0,0
FUN_020715,0,0,0,0,0
FUN_032168,69,451,42,23,11
FUN_032169,8,6,47,55,177
FUN_032166,623,344,352,751,459
FUN_032167,5048,4399,2699,4619,2810
FUN_032164,3715,4228,2875,3109,1879
FUN_032165,1846,2326,1020,1512,1235
FUN_032162,11719,8842,6511,9716,5574
FUN_032163,2357,1733,748,2017,1437
FUN_032160,4792,3479,2131,4725,2993
FUN_032161,1573,755,648,980,903
FUN_007498,1,0,0,0,1
FUN_007499,0,0,0,0,2
FUN_007492,0,0,0,0,0
FUN_007493,0,0,1,0,2
FUN_007490,0,0,0,0,0
FUN_007491,0,0,0,0,1
FUN_007496,0,0,1,0,2
FUN_007497,0,0,0,0,1
FUN_007494,0,0,0,0,1
FUN_007495,1,0,0,0,1
FUN_043919,11,6,12,0,63
FUN_043918,1,1,4,8,13
FUN_008389,580,506,229,270,211
FUN_008388,1386,1132,556,1086,433
FUN_043913,0,0,0,0,0
FUN_043912,0,0,0,0,0
FUN_043911,0,0,0,0,0
FUN_043910,0,0,5,0,5
FUN_008383,7859,4081,3861,7089,4713
FUN_008382,199,125,405,642,348
FUN_043915,34,56,0,0,0
FUN_043914,0,96,0,93,16
FUN_000152,0,0,0,0,0
FUN_000153,3,0,4,0,12
FUN_000150,7,0,7,0,96
FUN_000151,0,0,7,1,13
FUN_005388,0,6,0,0,0
FUN_005389,569,321,289,480,717
FUN_000154,0,0,0,0,0
FUN_000155,3,0,6,0,14
FUN_005384,2199,2097,1119,2581,1725
FUN_005385,781,584,464,737,534
FUN_000158,0,0,0,0,0
FUN_005387,3096,1605,2150,2832,3134
FUN_005380,1272,205,484,2546,283
FUN_005381,0,10,0,16,91
FUN_005382,415,110,112,381,235
FUN_005383,1089,1316,703,1183,1008
FUN_014209,26,18,0,4,97
FUN_000827,0,1,0,0,0
FUN_044168,4,11,27,59,132
FUN_007728,0,0,0,0,6
FUN_007729,0,2,15,0,19
FUN_007724,0,275,1,0,0
FUN_007725,0,99,0,0,0
FUN_007726,0,18,0,0,0
FUN_007727,0,0,0,0,0
FUN_007720,0,0,0,2,0
FUN_007721,0,431,0,0,59
FUN_007722,0,0,0,0,3
FUN_007723,0,35,0,0,0
FUN_032788,1538,1286,803,2232,1476
FUN_032789,250,244,128,260,238
FUN_032782,698,378,239,575,573
FUN_032783,170,135,128,179,169
FUN_032780,74,53,38,36,51
FUN_032781,268,207,280,407,387
FUN_032786,6,60,147,37,71
FUN_032787,216,524,241,874,762
FUN_032784,165,152,607,221,160
FUN_032785,204,133,334,128,97
FUN_041450,0,0,0,1,0
FUN_013971,0,0,0,5,2
FUN_013972,0,0,0,0,13
FUN_013973,0,0,0,0,0
FUN_041454,0,0,0,0,0
FUN_041455,0,0,0,1,1
FUN_041456,82,402,74,182,503
FUN_041457,0,0,0,0,0
FUN_013978,0,0,0,0,0
FUN_013979,0,0,0,0,0
FUN_044161,1,1,1,2,7
FUN_005658,0,0,1,0,3
FUN_005659,0,0,7,0,1
FUN_044160,2,2,11,12,21
FUN_014207,0,0,0,0,0
FUN_014206,0,0,3,0,29
FUN_044165,1,1,5,8,12
FUN_006899,2533,2041,1412,2915,1780
FUN_014204,0,6,0,11,23
FUN_006898,1661,618,729,1972,1947
FUN_029199,14052,17564,7575,7690,8140
FUN_029198,545,765,366,453,425
FUN_029193,1126,1822,1401,1704,1844
FUN_029192,1180,557,761,601,1413
FUN_029191,137,408,143,202,291
FUN_029190,1161,684,511,1024,978
FUN_029197,702,1031,570,1322,702
FUN_029196,274,191,113,73,168
FUN_029195,9583,7543,5078,6565,4172
FUN_029194,1034,977,248,455,379
FUN_033781,0,0,3,3,4
FUN_033780,0,0,0,2,0
FUN_033783,4,0,0,0,0
FUN_033782,0,3,0,0,0
FUN_033785,712,787,722,583,1163
FUN_033784,1697,1697,883,1273,1160
FUN_033787,4304,3329,1758,3238,2750
FUN_033786,698,594,399,611,575
FUN_033789,1665,1546,713,1254,1008
FUN_033788,24,14,160,40,25
FUN_001048,102,64,71,124,155
FUN_019758,0,0,0,0,0
FUN_006892,32,61,60,0,35
FUN_000294,0,8,16,8,12
FUN_015857,0,0,0,0,0
FUN_001042,3616,2486,2267,7,204
FUN_039238,10,0,73,20,263
FUN_040321,0,0,0,0,28
FUN_010400,0,0,0,0,0
FUN_010403,0,0,0,0,0
FUN_010402,0,0,0,0,0
FUN_003711,1548,1237,880,924,981
FUN_003710,37,111,89,130,18
FUN_003713,9208,8027,2768,6634,5560
FUN_003712,323,275,193,314,429
FUN_040329,1681,1180,920,2116,1767
FUN_010408,0,0,0,0,0
FUN_007005,215,103,118,93,174
FUN_003719,128,45,69,156,101
FUN_003718,17217,15814,14131,17546,13766
FUN_039233,84,11,6,59,12
FUN_034788,221,142,52,98,59
FUN_034789,179,160,70,83,78
FUN_039232,0,0,0,0,0
FUN_034784,44,0,22,0,38
FUN_034785,870,1368,989,501,539
FUN_034786,49,48,14,99,91
FUN_034787,41,54,7,45,65
FUN_034780,19743,14700,9123,19659,19239
FUN_039231,0,0,0,0,0
FUN_034782,6,110,14,26,18
FUN_034783,3038,1725,1571,2892,2854
FUN_039230,0,0,0,0,0
FUN_039237,0,0,0,0,1
FUN_033513,213,4,0,0,184
FUN_039236,0,0,0,0,0
FUN_028248,45,0,0,77,8
FUN_028249,45,20,0,28,47
FUN_039235,0,0,5,0,1
FUN_028240,2117,867,223,1412,1094
FUN_028241,4109,2361,1631,2972,2553
FUN_028242,366,394,143,304,290
FUN_028243,2,0,0,0,0
FUN_028244,0,0,0,0,0
FUN_028245,46,0,0,54,57
FUN_028246,236,240,53,194,72
FUN_028247,102,130,28,149,80
FUN_034256,7,0,0,22,0
FUN_034257,2817,2097,1813,5155,3588
FUN_034254,6,3,19,0,0
FUN_034255,0,0,0,0,9
FUN_034252,51,38,13,75,11
FUN_034253,288,198,240,626,47
FUN_034250,1634,1367,550,1044,408
FUN_034251,78,36,29,94,20
FUN_034258,420,8,130,254,181
FUN_034259,0,0,0,3,0
FUN_002582,484,343,841,674,352
FUN_037684,653,512,506,678,1027
FUN_002448,194,4,42,36,61
FUN_002449,103,41,26,53,49
FUN_037685,184,0,156,144,96
FUN_002442,24,8,141,11,53
FUN_002443,17,4,213,4,29
FUN_002440,151,0,130,21,274
FUN_002441,22,8,137,10,53
FUN_002446,31,24,89,0,0
FUN_002447,526,12,2,1025,4
FUN_002444,32,9,279,16,83
FUN_002445,39,18,112,26,38
FUN_012319,20,0,0,0,0
FUN_012318,0,34,0,41,0
FUN_012313,3,0,13,0,97
FUN_012312,0,63,61,312,116
FUN_012311,0,148,12,213,63
FUN_012310,3526,341,1002,2875,1199
FUN_012317,553,401,278,307,290
FUN_012316,4490,4971,2883,4555,2461
FUN_012315,3104,3480,2216,3573,1592
FUN_012314,26393,41578,12053,21021,2442
FUN_014418,33,0,0,0,15
FUN_014419,0,0,0,0,0
FUN_014416,7,0,7,0,3
FUN_014417,2,0,5,0,3
FUN_014414,0,0,0,0,0
FUN_014415,3,1,4,9,21
FUN_014412,0,0,0,0,0
FUN_014413,26,1,1,2,1
FUN_014410,4,0,0,0,0
FUN_014411,0,0,0,0,0
FUN_011468,0,0,0,0,0
FUN_011469,94,65,30,27,0
FUN_043140,12,55,0,22,11
FUN_011461,0,0,0,0,0
FUN_043142,5777,5645,3683,7784,3422
FUN_043143,877,626,501,314,363
FUN_011464,235,96,31,53,34
FUN_011465,0,0,0,0,0
FUN_011466,0,0,0,0,0
FUN_011467,4,0,0,0,2
FUN_000963,0,0,0,0,5
FUN_000962,1341,1323,602,1477,890
FUN_000961,2896,2034,1367,2237,1536
FUN_000960,3519,2353,1909,3899,2880
FUN_000967,40,27,0,26,16
FUN_000966,13,9,2,27,15
FUN_000965,2092,929,1011,1546,1657
FUN_000964,642,423,295,506,550
FUN_000969,0,0,0,0,18
FUN_000968,9,0,0,25,13
FUN_013192,0,0,0,0,0
FUN_013193,0,0,0,0,0
FUN_013190,0,0,0,0,0
FUN_013191,0,0,0,0,0
FUN_013196,0,0,0,0,0
FUN_013197,0,0,0,0,0
FUN_013194,0,0,0,0,0
FUN_013195,0,0,0,0,0
FUN_013198,0,0,0,0,0
FUN_013199,0,0,0,0,0
FUN_009719,21,0,39,0,56
FUN_009718,0,40,107,0,0
FUN_035501,0,0,0,0,0
FUN_009713,14,0,0,14,14
FUN_009712,200,138,105,251,296
FUN_009711,0,0,0,0,0
FUN_009710,0,0,0,15,26
FUN_009717,112,123,201,73,22
FUN_009716,0,0,0,0,0
FUN_009715,0,0,0,0,0
FUN_009714,53,35,35,20,95
FUN_035915,3275,4644,1406,3516,1626
FUN_029676,133,9,30,6,53
FUN_029677,105,0,52,91,108
FUN_029674,36,0,0,20,0
FUN_029675,2,0,84,2,51
FUN_029672,64,18,35,63,49
FUN_029673,2994,1129,1461,1446,1454
FUN_029670,9,3,9,15,6
FUN_029671,351,107,232,107,129
FUN_029678,207,0,94,142,79
FUN_029679,31,90,1,55,5
FUN_023735,0,1,0,0,0
FUN_023734,0,1,1,0,1
FUN_023737,1,0,0,0,0
FUN_023736,1,0,0,1,0
FUN_023731,0,1,0,0,1
FUN_023730,1,0,0,0,0
FUN_023733,1,1,0,0,0
FUN_023732,1,0,0,1,0
FUN_023739,0,0,0,0,1
FUN_023738,0,1,1,0,1
FUN_035503,0,0,0,0,0
FUN_016119,50,15,21,52,36
