# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam
lncRNA_11612	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	738866;2362472;881733	743932;2367174;882828	+;+;+	10866	0	0	0	0	0
lncRNA_11613	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1157136;2362784;48311;885217	1187878;2367174;48659;891889	+;+;+;+	42156	0	0	0	0	0
lncRNA_11614	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1165753;2362811;49113;888196	1233183;2367174;49281;891889	+;+;+;+	75658	0	0	0	0	0
lncRNA_11615	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1173381;2575535;62336;971673	1187654;2576175;63511;973445	+;+;+;+	17864	0	0	0	0	0
lncRNA_11616	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1212214;2919769;71499;972343	1212522;2919986;71818;973445	+;+;+;+	1950	0	0	0	0	0
lncRNA_11617	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1215179;2962951;132583;1111318	1261561;2964928;133382;1116128	+;+;+;+	53972	0	0	0	0	0
lncRNA_11618	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1235551;3127861;474595;1114812	1238777;3131853;475385;1116188	+;+;+;+	9388	0	0	0	0	0
lncRNA_11619	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	1284162;3127861;518561;1117922	1286319;3131853;519262;1132969	+;+;+;+	21901	0	0	0	0	0
lncRNA_11621	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	3188949;523836;572575	3191136;524186;572972	+;+;+	2937	0	0	0	0	0
lncRNA_11622	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	3143571;989226	3145171;991522	+;+	3898	0	0	0	0	0
lncRNA_11623	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	3165598;1113551	3167675;1113981	+;+	2509	0	0	0	0	0
lncRNA_11624	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	3459112;1125218	3459718;1127129	+;+	2519	0	0	0	0	0
lncRNA_11625	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	3559897;1342812	3561415;1343178	+;+	1886	0	0	0	0	0
lncRNA_11626	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	3775811;1347121	3776147;1347852	+;+	1069	0	0	0	0	0
lncRNA_11627	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	4247678;1369115	4248489;1369762	+;+	1460	0	0	0	0	0
lncRNA_11629	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	11237;1661926	11684;1662573	+;+	1096	0	0	0	0	0
lncRNA_11631	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141;Pocillopora_meandrina_HIv1___Sc1111141	44419;1749573;1812955	44655;1751148;1813321	+;+;+	2180	0	0	0	0	0
lncRNA_11632	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	116281;1817661	116533;1818113	+;+	706	0	0	0	0	0
lncRNA_11633	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	111131;2145965	111262;2146427	+;+	595	0	0	0	0	0
lncRNA_11634	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111141	511131;2152685	511383;2153223	+;+	792	0	0	0	0	0
lncRNA_11635	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	518121;461411	518317;461649	+;+	436	0	0	0	0	0
lncRNA_11636	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	614566;525876	614876;526538	+;+	974	0	0	0	0	0
lncRNA_11637	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	626175;525876	626297;526538	+;+	786	0	0	0	0	0
lncRNA_11638	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	628762;533153	629134;541451	+;+	8672	0	0	0	0	0
lncRNA_11639	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	638581;869378	639155;881311	+;+	12509	0	0	0	0	0
lncRNA_11641	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	641577;719196;1516872;1551611	641886;719475;1517917;1553597	+;+;+;+	3623	0	0	0	0	0
lncRNA_11642	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	733942;1569516	734151;1571167	+;+	1862	0	0	0	0	0
lncRNA_11643	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	793571;1587859	793897;1589419	+;+	1888	0	0	0	0	0
lncRNA_11644	Pocillopora_meandrina_HIv1___Sc1111131	954871	955425	+	555	0	0	0	0	0
lncRNA_11645	Pocillopora_meandrina_HIv1___Sc1111131	955851	956174	+	324	0	0	0	0	0
lncRNA_11646	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	959311;1629869	959565;1631761	+;+	2148	0	0	0	0	0
lncRNA_11647	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	963111;1767886	964461;1769493	+;+	2959	0	0	0	0	0
lncRNA_11648	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	969981;1812683	971324;1814276	+;+	2938	0	0	0	0	0
lncRNA_11649	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	976655;1822973	977139;1825114	+;+	2627	0	0	0	0	0
lncRNA_11651	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	977439;981282;1822973;1841276	977874;981512;1825114;1844445	+;+;+;+	5979	0	0	0	0	0
lncRNA_11652	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1149648;1898392	1151283;1899132	+;+	2377	0	0	0	0	0
lncRNA_11653	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1152399;594491	1154437;596253	+;+	3802	0	0	0	0	0
lncRNA_11654	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1156157;666881	1156363;668924	+;+	2251	0	0	0	0	0
lncRNA_11655	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1217712;667189	1218114;668924	+;+	2139	0	0	0	0	0
lncRNA_11656	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1267443;799294	1267696;811858	+;+	12819	0	0	0	0	0
lncRNA_11657	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1276915;817757	1278271;841164	+;+	24765	0	0	0	0	0
lncRNA_11658	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1282951;817773	1283213;841164	+;+	23655	0	0	0	0	0
lncRNA_11659	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1342826;837117	1343315;841164	+;+	4538	0	0	0	0	0
lncRNA_11661	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	1348451;1366412;853648;853653	1348685;1366724;856686;896918	+;+;+;+	43819	0	0	0	0	0
lncRNA_11662	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1546956;921826	1547345;924129	+;+	2694	0	0	0	0	0
lncRNA_11663	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1564613;1118995	1564817;1121565	+;+	2776	0	0	0	0	0
lncRNA_11664	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1597186;1353125	1597472;1354378	+;+	1541	0	0	0	0	0
lncRNA_11665	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1613812;1531839	1615332;1532311	+;+	1994	0	0	0	0	0
lncRNA_11666	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1618228;1531877	1618446;1532311	+;+	654	0	0	0	0	0
lncRNA_11667	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1617937;1611888	1618219;1612268	+;+	664	0	0	0	0	0
lncRNA_11668	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1626991;1726768	1627236;1727684	+;+	1163	0	0	0	0	0
lncRNA_11669	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1685251;1798538	1685585;1816714	+;+	18512	0	0	0	0	0
lncRNA_11671	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	1695126;1724627;1819244;1833661	1695234;1724866;1821224;1834211	+;+;+;+	2881	0	0	0	0	0
lncRNA_11672	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1784914;1911918	1786187;1912748	+;+	2105	0	0	0	0	0
lncRNA_11673	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1816713;326859	1816941;327182	+;+	553	0	0	0	0	0
lncRNA_11674	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1841311;432745	1841319;433177	+;+	442	0	0	0	0	0
lncRNA_11675	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	1859814;453721	1861273;453956	+;+	1696	0	0	0	0	0
lncRNA_11676	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2114181;463121	2115221;463515	+;+	1436	0	0	0	0	0
lncRNA_11677	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2155586;511216	2156151;511479	+;+	830	0	0	0	0	0
lncRNA_11678	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2157982;512791	2158281;513198	+;+	708	0	0	0	0	0
lncRNA_11679	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2159312;514369	2161111;514742	+;+	2174	0	0	0	0	0
lncRNA_11681	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	2161141;2179432;517126;529991	2161414;2179666;517535;531217	+;+;+;+	2146	0	0	0	0	0
lncRNA_11682	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2311151;571145	2311471;571358	+;+	535	0	0	0	0	0
lncRNA_11683	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2311633;581316	2311911;581783	+;+	747	0	0	0	0	0
lncRNA_11684	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2322893;631153	2323462;631645	+;+	1063	0	0	0	0	0
lncRNA_11685	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2354188;635895	2354313;636229	+;+	461	0	0	0	0	0
lncRNA_11686	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2356325;637277	2356621;637522	+;+	543	0	0	0	0	0
lncRNA_11687	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2377836;672968	2378216;673177	+;+	591	0	0	0	0	0
lncRNA_11688	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2387933;682934	2388186;683651	+;+	972	0	0	0	0	0
lncRNA_11689	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2399419;927942	2399831;928168	+;+	640	0	0	0	0	0
lncRNA_11691	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142	2465537;2466116;971597;979612	2465773;2466326;973131;981311	+;+;+;+	3683	0	0	0	0	0
lncRNA_11692	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2539828;1185112	2541169;1185296	+;+	1527	0	0	0	0	0
lncRNA_11693	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2551956;1282281	2552225;1282483	+;+	473	0	0	0	0	0
lncRNA_11694	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2562368;1622681	2562685;1623251	+;+	889	0	0	0	0	0
lncRNA_11695	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2565117;1631794	2565319;1632142	+;+	552	0	0	0	0	0
lncRNA_11696	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2572114;1663457	2572315;1664399	+;+	1145	0	0	0	0	0
lncRNA_11697	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2572728;1673689	2572989;1673937	+;+	511	0	0	0	0	0
lncRNA_11698	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2587527;1711482	2587781;1711813	+;+	587	0	0	0	0	0
lncRNA_11699	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142	2972821;1816146	2973113;1817114	+;+	1262	0	0	0	0	0
lncRNA_11711	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	2973446;3151725;3187217;3218639;1817245;1817821;1157237;1322165	2973783;3152759;3187713;3219192;1817479;1818672;1158724;1323115	+;+;+;+;+;+;+;+	5950	0	0	0	0	0
lncRNA_11712	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111142;Pocillopora_meandrina_HIv1___Sc1111143	3187637;3244838;1831351;1381958	3188415;3245235;1832367;1385564	+;+;+;+	5801	0	0	0	0	0
lncRNA_11714	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3191911;3458127;453325;1566792	3192492;3458338;456195;1568357	+;+;+;+	5231	0	0	0	0	0
lncRNA_11715	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3115542;3695176;453327;1639314	3115777;3695446;456195;1639811	+;+;+;+	3874	0	0	0	0	0
lncRNA_11716	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3151478;3711199;583139;1646866	3151922;3711882;583242;1647971	+;+;+;+	2339	0	0	0	0	0
lncRNA_11717	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3151138;3764137;585783;1777831	3151449;3764468;586895;1791124	+;+;+;+	15051	0	0	0	0	0
lncRNA_11718	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3171555;3772134;441411;946751	3171771;3772488;441953;947173	+;+;+;+	1538	0	0	0	0	0
lncRNA_11719	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3171247;3782782;461149;947718	3171461;3783117;462344;949667	+;+;+;+	3697	0	0	0	0	0
lncRNA_11713	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143	3445715;1486812	3445938;1487882	+;+	1295	0	0	0	0	0
lncRNA_11721	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	3789213;3951738;461166;559568	3791765;3952487;462344;569497	+;+;+;+	14412	0	0	0	0	0
lncRNA_11722	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143	4485411;596167	4485988;597512	+;+	1924	0	0	0	0	0
lncRNA_11723	Pocillopora_meandrina_HIv1___Sc1111131;Pocillopora_meandrina_HIv1___Sc1111143	4532544;619161	4532839;626867	+;+	8003	0	0	0	0	0
lncRNA_11724	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	136137;1126475	136776;1129143	+;+	3309	0	0	0	0	0
lncRNA_11725	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	136137;1128178	136776;1129143	+;+	1606	0	0	0	0	0
lncRNA_11727	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	384512;1332837	385982;1397529	+;+	66164	0	0	0	0	0
lncRNA_11728	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	1119837;1487923	1121485;1488684	+;+	2411	0	0	0	0	0
lncRNA_11729	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	1134998;1726179	1135765;1726617	+;+	1207	0	0	0	0	0
lncRNA_11731	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	1416247;1646151;29595;1756741	1416941;1647171;31195;1757318	+;+;+;+	3895	0	0	0	0	0
lncRNA_11732	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	1885191;54114	1888977;54262	+;+	3936	0	0	0	0	0
lncRNA_11733	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	1912752;84753	1913644;85144	+;+	1285	0	0	0	0	0
lncRNA_11734	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	2129117;238317	2129421;239521	+;+	1510	0	0	0	0	0
lncRNA_11735	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	2121215;314771	2126168;315481	+;+	5665	0	0	0	0	0
lncRNA_11736	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	2363432;529584	2365151;529811	+;+	1948	0	0	0	0	0
lncRNA_11737	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	2389353;588836	2391417;589169	+;+	2399	0	0	0	0	0
lncRNA_11738	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	2766294;627757	2767397;628838	+;+	2186	0	0	0	0	0
lncRNA_11739	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	3141143;751858	3141268;752262	+;+	531	0	0	0	0	0
lncRNA_11741	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	18699;3313147;764869;766426	21162;3315471;765341;767615	+;+;+;+	6452	0	0	0	0	0
lncRNA_11742	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	58495;861549	59538;861834	+;+	1330	0	0	0	0	0
lncRNA_11743	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	76372;1127745	79411;1128138	+;+	3434	0	0	0	0	0
lncRNA_11744	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	76513;1133739	78489;1134241	+;+	2480	0	0	0	0	0
lncRNA_11745	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	79876;1147779	82118;1147988	+;+	2453	0	0	0	0	0
lncRNA_11746	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	97495;1191561	117312;1191914	+;+	20172	0	0	0	0	0
lncRNA_11747	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	138515;1661687	142622;1661977	+;+	4399	0	0	0	0	0
lncRNA_11748	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143	846374;1722415	846744;1722858	+;+	815	0	0	0	0	0
lncRNA_11751	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111143;Pocillopora_meandrina_HIv1___Sc1111143	1127279;1129891;1798542;1799588	1144276;1137153;1799334;1799923	+;+;+;+	18127	0	0	0	0	0
lncRNA_11752	Pocillopora_meandrina_HIv1___Sc1111132	1589114	1593782	+	4669	0	0	0	0	0
lncRNA_11753	Pocillopora_meandrina_HIv1___Sc1111132	1648241	1651268	+	3028	0	0	0	0	0
lncRNA_11754	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	1648261;576915	1651268;577371	+;+	3465	0	0	0	0	0
lncRNA_11755	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	1654271;667766	1656175;669146	+;+	3286	0	0	0	0	0
lncRNA_11756	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2581836;743544	2581859;745197	+;+	1678	0	0	0	0	0
lncRNA_11757	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2612912;747167	2616511;747371	+;+	3805	0	0	0	0	0
lncRNA_11758	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2613111;1719861	2615792;1721718	+;+	4540	0	0	0	0	0
lncRNA_11759	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2664672;215562	2666617;219736	+;+	6121	0	0	0	0	0
lncRNA_11761	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144;Pocillopora_meandrina_HIv1___Sc1111144	2664672;2664672;511136;1115914	2666617;2666617;511951;1116814	+;+;+;+	3663	0	0	0	0	0
lncRNA_11762	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2664672;1491256	2666617;1493111	+;+	3802	0	0	0	0	0
lncRNA_11763	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2664675;2165	2666617;2391	+;+	2170	0	0	0	0	0
lncRNA_11764	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2664698;28145	2666617;28649	+;+	2425	0	0	0	0	0
lncRNA_11765	Pocillopora_meandrina_HIv1___Sc1111132	2664698	2666617	+	1920	0	0	0	0	0
lncRNA_11766	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2664713;52985	2666617;53346	+;+	2267	0	0	0	0	0
lncRNA_11767	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2823919;214719	2827112;215226	+;+	3702	0	0	0	0	0
lncRNA_11768	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2921526;213437	2922515;213712	+;+	1266	0	0	0	0	0
lncRNA_11769	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2946966;228489	2948311;228974	+;+	1832	0	0	0	0	0
lncRNA_11771	Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111132;Pocillopora_meandrina_HIv1___Sc1111144	2957339;2957343;287149	2958268;2958268;287543	+;+;+	1325	0	0	0	0	0
