gene_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
STRG.6274,1477,1001,1692,1194,971
STRG.6275,3612,6335,8160,8849,1506
STRG.6272,681,881,438,599,153
STRG.6273,681,351,920,434,270
STRG.6270,162,480,379,275,127
STRG.6271,2,0,13,7,0
STRG.1721,12968,12311,29970,10908,6845
STRG.1720,1651,2757,5230,1946,1009
STRG.1723,23,22,34,0,33
STRG.1722,12631,6377,33311,8294,2459
STRG.1725,148,224,269,242,57
STRG.1724,254,677,385,471,197
STRG.1727,332,0,15,0,35
STRG.1726,3554,2592,3124,2796,1941
STRG.1729,96,0,62,9,63
STRG.1728,323,0,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11237.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25220.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10234.t1,0,0,0,5,0
Pocillopora_meandrina_HIv1___TS.g1520.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g1520.t1a,0,0,0,0,0
STRG.16623,538,825,772,1928,720
STRG.3380,38,43,354,263,362
STRG.3383,852,968,0,186,22
STRG.3382,513,91,0,19,0
STRG.16627,45,0,0,0,4
STRG.16626,20,2,1,6,66
STRG.3387,323,301,740,382,317
STRG.3386,427,742,242,565,447
STRG.3389,146,379,489,324,113
STRG.3388,138,79,218,78,10
STRG.16629,34,30,50,39,72
STRG.16628,195,231,253,180,266
Pocillopora_meandrina_HIv1___RNAseq.g25983.t1,0,0,0,0,0
STRG.12713,687,1535,2866,1386,1108
STRG.12712,396,244,378,357,229
STRG.12711,874,509,696,206,339
STRG.12710,338,309,209,328,91
STRG.12717,327,97,417,490,258
STRG.12716,15,17,39,2,5
STRG.12715,8,60,24,24,16
STRG.12714,138,468,279,552,209
STRG.12719,18,124,26,104,54
STRG.12718,1816,1623,1180,2127,1124
STRG.1421,617,798,504,464,479
Pocillopora_meandrina_HIv1___RNAseq.g17804.t1,0,11,15,0,29
STRG.7218,524,478,225,488,137
STRG.6498,1537,1110,1455,661,1183
STRG.6499,3215,5269,4597,4698,8385
Pocillopora_meandrina_HIv1___RNAseq.g28849.t1,0,0,0,0,0
STRG.6492,440,590,631,373,201
STRG.6493,403,313,382,166,209
STRG.6490,93,81,77,95,39
STRG.6491,324,210,379,478,133
STRG.6496,5341,836,5190,3116,746
STRG.6497,2876,3817,3198,4816,2640
STRG.6494,459,333,353,135,242
STRG.6495,2432,1256,3350,1896,1083
STRG.7213,4,1,79,38,14
STRG.2388,2,0,4,7,0
STRG.2389,14,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g11286.t1,0,0,0,0,0
STRG.8240,325,14,236,57,0
STRG.2382,289,310,219,294,95
STRG.2383,26,18,73,56,51
STRG.2380,2950,2524,3818,1769,676
Pocillopora_meandrina_HIv1___RNAseq.g17457.t1a,0,0,0,0,0
STRG.2386,18,0,0,0,0
STRG.8243,293,165,250,255,96
STRG.2384,272,554,576,994,1082
STRG.2385,162,125,602,80,150
STRG.8242,1282,1904,3808,6385,834
Pocillopora_meandrina_HIv1___TS.g26203.t1a,0,6,0,0,0
STRG.7217,172,280,513,550,42
STRG.7216,47,223,118,245,69
STRG.13390,18,32,69,28,0
STRG.13391,3,5,7,5,0
STRG.13392,237,472,39,181,161
STRG.13393,1,9,11,3,8
Pocillopora_meandrina_HIv1___RNAseq.g7748.t1,0,0,0,0,0
STRG.13395,262,263,147,174,148
STRG.13396,261,8,0,37,12
STRG.13397,11,23,1,28,1
STRG.13398,5839,3157,8894,6720,1510
STRG.13399,79,0,0,0,5
STRG.19996,68,239,246,100,133
STRG.19997,48,18,14,19,43
STRG.19990,50,561,468,744,394
STRG.19991,1997,648,2403,1529,183
STRG.19992,83,223,174,117,175
STRG.19993,78,644,234,130,290
STRG.2030,791,501,1237,1223,936
STRG.2031,39,14,76,13,67
STRG.2032,15,7,43,12,188
STRG.2033,18,0,0,7,14
STRG.2034,62,96,74,174,9
STRG.2035,75,75,117,95,4
STRG.2036,24,11,27,6,12
STRG.2037,48,373,134,112,58
STRG.2038,13,0,0,0,0
STRG.2039,106,151,90,73,89
Pocillopora_meandrina_HIv1___TS.g2694.t1,0,303,0,0,87
Pocillopora_meandrina_HIv1___RNAseq.g20630.t2,0,6,56,0,49
STRG.19666,388,194,535,157,132
STRG.19667,132,251,110,192,185
STRG.19664,56,187,35,126,21
STRG.19665,1500,3442,2349,2349,1355
STRG.19662,843,760,926,2076,513
STRG.19663,107,42,173,34,30
STRG.19660,684,1011,920,834,372
STRG.19661,296,94,251,173,243
Pocillopora_meandrina_HIv1___RNAseq.g23902.t1,0,31,0,13,0
STRG.19668,58,93,29,95,32
STRG.19669,1235,1055,1753,1035,825
Pocillopora_meandrina_HIv1___RNAseq.g14605.t1,0,16,0,0,0
STRG.5136,167,399,308,442,319
Pocillopora_meandrina_HIv1___RNAseq.g23491.t1,0,4,0,0,0
STRG.13978,2309,2693,2105,2201,2058
STRG.13979,3680,3389,3831,3978,726
STRG.13974,26,95,68,67,48
STRG.13975,13,205,12,82,20
STRG.13976,87,70,129,126,42
STRG.13977,4556,6619,5478,8295,1343
STRG.13970,310,239,215,291,188
STRG.13971,1699,2401,1382,2233,167
STRG.13972,126,203,210,227,4
STRG.13973,549,327,513,78,37
STRG.21478,4,0,0,4,0
STRG.21479,181,190,106,52,160
STRG.21474,95,55,841,154,32
STRG.21475,36,0,7,14,10
STRG.21476,73,101,53,3,24
STRG.21477,1,13,0,13,0
STRG.21470,106,158,153,196,148
STRG.21471,101,27,100,51,92
STRG.21472,2,11,0,0,7
STRG.21473,151,296,394,430,246
Pocillopora_meandrina_HIv1___RNAseq.11963_t,0,65,13,39,36
Pocillopora_meandrina_HIv1___TS.g1132.t1,0,24,28,38,2
Pocillopora_meandrina_HIv1___RNAseq.g20744.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6307.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12866.t1,0,0,0,0,12
Pocillopora_meandrina_HIv1___RNAseq.g30280.t1,0,0,0,0,10
Pocillopora_meandrina_HIv1___RNAseq.g11440.t1,0,10,0,0,3
Pocillopora_meandrina_HIv1___RNAseq.g3708.t1,0,6,0,17,0
STRG.18274,118,76,120,175,50
STRG.3819,363,848,774,407,102
STRG.3818,133,71,175,610,108
Pocillopora_meandrina_HIv1___RNAseq.g24188.t1,0,0,0,0,0
STRG.20004,7177,2435,6875,4893,2552
STRG.3811,61,75,20,55,0
STRG.3810,331,359,215,228,156
STRG.3813,127,67,193,224,28
STRG.3812,34,65,35,84,35
STRG.3815,4,724,1283,200,51
STRG.3814,21,1290,617,92,571
STRG.3817,115,99,38,56,63
STRG.3816,17,290,611,69,0
Pocillopora_meandrina_HIv1___TS.g23767.t1,0,0,0,0,6
Pocillopora_meandrina_HIv1___RNAseq.g16272.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18552.t1,0,0,6,0,0
Pocillopora_meandrina_HIv1___TS.g21361.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9046.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28116.t1,0,93,86,111,36
Pocillopora_meandrina_HIv1___RNAseq.g26918.t1,0,2,0,0,0
STRG.17130,2427,667,2678,1545,567
Pocillopora_meandrina_HIv1___RNAseq.g24637.t1,0,0,0,0,0
STRG.5133,28,8,0,9,0
STRG.11750,10483,5774,12228,9510,4173
Pocillopora_meandrina_HIv1___RNAseq.g27947.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19229.t1,0,0,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.g9023.t1,0,0,0,9,0
Pocillopora_meandrina_HIv1___RNAseq.g20038.t1,0,0,0,0,32
Pocillopora_meandrina_HIv1___RNAseq.g12864.t1,0,0,0,0,0
STRG.11536,547,1097,810,1106,700
STRG.11537,67,176,290,263,202
STRG.11534,129,80,114,156,111
STRG.11535,34,106,80,74,14
STRG.11532,71,84,176,165,31
STRG.11533,234,31,471,171,67
STRG.11530,216,357,780,387,655
STRG.11531,969,627,2036,1291,773
Pocillopora_meandrina_HIv1___TS.g20436.t1,0,0,0,8,0
STRG.11538,1069,969,1635,960,400
STRG.11539,1105,1232,1053,1242,816
Pocillopora_meandrina_HIv1___RNAseq.g14343.t1,0,59,63,46,95
STRG.14825,1186,1095,1441,1047,898
Pocillopora_meandrina_HIv1___RNAseq.g16270.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17067.t1,0,0,0,0,0
STRG.14822,4,0,0,1,1
Pocillopora_meandrina_HIv1___TS.g20434.t1,0,0,24,59,0
Pocillopora_meandrina_HIv1___RNAseq.g4224.t1,0,0,20,13,0
Pocillopora_meandrina_HIv1___RNAseq.g9044.t1,0,0,12,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15295.t1,0,0,0,3,9
Pocillopora_meandrina_HIv1___RNAseq.g16990.t1,0,55,21,19,11
Pocillopora_meandrina_HIv1___TS.g20546.t1,0,0,0,13,0
Pocillopora_meandrina_HIv1___RNAseq.g15900.t1b,0,0,18,19,0
Pocillopora_meandrina_HIv1___RNAseq.g22167.t1,0,0,0,10,0
Pocillopora_meandrina_HIv1___RNAseq.g2474.t1,0,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g11065.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23478.t1,0,33,0,24,7
Pocillopora_meandrina_HIv1___RNAseq.g18490.t1,0,0,0,0,0
STRG.13147,12,0,6,13,10
Pocillopora_meandrina_HIv1___RNAseq.g2271.t1,0,37,56,20,0
STRG.5671,204,70,173,39,40
Pocillopora_meandrina_HIv1___RNAseq.g18492.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g10042.t2b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2949.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29969.t1,0,1,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2039.t1,0,0,0,0,16
Pocillopora_meandrina_HIv1___RNAseq.g2023.t1,0,0,0,0,7
Pocillopora_meandrina_HIv1___RNAseq.g21877.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14637.t1,0,0,0,0,67
Pocillopora_meandrina_HIv1___RNAseq.g7140.t1,0,0,0,32,0
STRG.4728,16,256,108,96,62
STRG.4729,405,568,133,1010,316
STRG.4726,141,51,200,270,75
STRG.4727,628,881,517,963,301
STRG.4724,95,225,132,83,48
STRG.4725,56,0,0,42,36
STRG.4722,7240,4361,8047,5797,2315
STRG.4723,1,7,14,9,14
STRG.4720,451,276,576,610,152
STRG.4721,248,381,251,350,288
Pocillopora_meandrina_HIv1___TS.g14180.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g23728.t1,0,0,0,0,0
STRG.9264,224,129,129,678,185
STRG.9265,152,207,81,207,97
STRG.9266,136,1253,33,103,240
STRG.9267,1738,1545,2126,2176,784
STRG.9260,57,37,50,47,8
STRG.9261,620,165,369,333,159
STRG.9262,1086,1036,1465,1195,595
STRG.9263,260,326,282,505,371
STRG.9268,1093,1219,1304,1380,517
STRG.9269,508,3582,2130,3224,977
STRG.4094,304,621,466,358,227
STRG.4095,1037,2251,1720,2907,987
STRG.4096,7,50,22,41,19
STRG.4097,20,6,0,0,0
STRG.4090,1328,1307,1338,1386,1079
STRG.4091,4,45,14,0,73
STRG.4092,95,152,128,114,300
STRG.4093,21,587,43,107,44
Pocillopora_meandrina_HIv1___RNAseq.g7653.t1,0,6,0,0,2
STRG.4098,238,172,512,209,291
STRG.4099,126,91,52,79,53
Pocillopora_meandrina_HIv1___RNAseq.g21875.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g12304.t1,0,0,0,36,7
Pocillopora_meandrina_HIv1___RNAseq.g3627.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6163.t1,0,10,15,19,0
STRG.9288,3351,2112,4615,2590,1834
Pocillopora_meandrina_HIv1___RNAseq.g16552.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5832.t1,0,0,0,0,0
STRG.5708,7,8,17,5,4
Pocillopora_meandrina_HIv1___RNAseq.g19916.t1,0,36,12,0,0
STRG.5703,5,34,59,26,0
STRG.13746,1281,973,3142,1511,1637
Pocillopora_meandrina_HIv1___RNAseq.g9261.t1,0,0,0,0,0
STRG.9283,1130,1447,1557,2063,573
STRG.9280,73,135,72,213,75
STRG.5700,22090,5390,22700,11576,4607
STRG.5707,746,1236,836,1171,485
STRG.5706,2963,2816,4167,4125,2773
STRG.9284,718,297,724,292,945
Pocillopora_meandrina_HIv1___RNAseq.g13009.t1,0,0,0,0,0
STRG.5704,3,38,7,55,18
Pocillopora_meandrina_HIv1___RNAseq.g20158.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7082.t1,0,0,0,28,0
Pocillopora_meandrina_HIv1___RNAseq.g19623.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6202.t1,0,3,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6267.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14934.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15832.t1,0,0,0,0,0
STRG.15020,47,124,89,52,110
STRG.15021,106,291,30,64,68
STRG.15022,248,203,187,204,93
STRG.15023,1482,759,3372,820,118
STRG.15024,86,275,71,316,168
STRG.15025,1990,485,643,457,544
STRG.15026,11,10,0,7,11
STRG.15027,11,0,0,0,0
STRG.15028,939,558,1125,917,642
STRG.15029,7372,4139,6730,7166,3035
Pocillopora_meandrina_HIv1___RNAseq.g27243.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6645.t1,0,8,0,13,13
Pocillopora_meandrina_HIv1___RNAseq.g2762.t1,0,1,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21938.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11485.t1,0,0,11,18,0
Pocillopora_meandrina_HIv1___TS.g2372.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g16112.t1,0,11,14,0,39
Pocillopora_meandrina_HIv1___RNAseq.g25050.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g17057.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18269.t1,0,0,0,0,13
Pocillopora_meandrina_HIv1___TS.g17057.t1b,0,619,0,89,538
Pocillopora_meandrina_HIv1___RNAseq.g13392.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19218.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g9857.t1,0,0,0,0,0
STRG.12551,832,455,1204,595,199
STRG.12550,1116,744,1226,1003,371
STRG.12553,432,308,1110,485,129
STRG.12552,1632,1041,2797,1232,485
STRG.12555,199,144,266,289,139
STRG.12554,1332,893,1252,1466,486
STRG.12557,57,39,7,34,19
STRG.12556,69,39,79,123,68
STRG.12559,111,65,130,98,6
STRG.12558,2355,1481,1340,1284,654
STRG.18737,445,195,310,91,61
STRG.18736,25,15,21,0,18
STRG.14869,210,325,216,325,159
STRG.14868,2,66,7,21,20
STRG.18733,6,14,4,0,29
STRG.18732,2271,976,431,2047,193
STRG.18731,650,1198,1414,1082,301
STRG.18730,361,300,189,187,252
STRG.14863,919,1828,1035,2139,807
STRG.14862,494,377,565,1067,896
STRG.14861,31,228,756,0,16
STRG.14860,2,0,1,5,0
STRG.14867,271,202,554,1393,152
STRG.14866,821,1205,868,1062,487
STRG.14865,389,680,350,934,388
STRG.18738,190,58,252,181,83
Pocillopora_meandrina_HIv1___RNAseq.g14761.t1,0,0,0,4,0
STRG.12089,8,3,12,14,5
STRG.12088,361,347,790,47,330
STRG.12083,23125,16877,32271,32717,14960
STRG.12082,1099,557,765,815,1337
STRG.12081,10136,5875,9093,10818,7111
STRG.12080,277,282,374,286,234
STRG.12087,82,158,254,85,155
STRG.12086,10,0,0,0,0
STRG.12085,178,128,180,100,136
STRG.12084,75,10,173,25,53
Pocillopora_meandrina_HIv1___RNAseq.g9053.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15271.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25826.t1,0,0,0,0,0
STRG.14996,3,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29281.t1,0,250,69,10,0
STRG.16700,1498,1472,1849,1880,376
STRG.16701,44,163,598,112,25
STRG.16702,272,194,270,224,44
STRG.16703,98,63,313,90,48
STRG.16704,50,140,33,110,114
STRG.16705,147,749,257,726,356
STRG.16706,101820,135624,183565,132738,70020
STRG.16707,608,1247,848,1093,639
STRG.16708,259,95,54,107,117
STRG.16709,7,4,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29358.t1,0,0,0,9,0
STRG.8674,110,173,122,168,31
Pocillopora_meandrina_HIv1___RNAseq.g6094.t1,0,0,0,0,0
STRG.8675,224,55,261,50,0
Pocillopora_meandrina_HIv1___RNAseq.g10722.t1,0,0,0,13,0
STRG.15053,78,47,133,106,78
STRG.15052,3160,2048,6221,3593,2346
Pocillopora_meandrina_HIv1___RNAseq.g6541.t1,0,30,701,38,104
STRG.15055,249,356,437,319,108
STRG.15054,232,111,109,42,40
STRG.15057,217,1371,410,932,217
Pocillopora_meandrina_HIv1___RNAseq.g2272.t1b,0,0,0,0,0
STRG.19207,126,13,144,83,91
STRG.15056,1602,1960,1765,1552,223
STRG.19464,57,66,246,170,97
STRG.19465,80,22,50,48,10
STRG.19466,958,423,913,466,459
STRG.19467,123,128,131,7,52
STRG.19460,492,197,471,346,94
STRG.19461,462,268,700,360,675
STRG.19462,1058,950,1825,1453,396
STRG.19463,104,42,92,124,105
Pocillopora_meandrina_HIv1___RNAseq.g27926.t1,0,29,15,17,0
STRG.19468,29,0,31,26,0
STRG.19469,20,175,90,108,102
Pocillopora_meandrina_HIv1___RNAseq.g35.t1,0,0,11,0,21
Pocillopora_meandrina_HIv1___RNAseq.g13644.t1,0,1,0,0,121
Pocillopora_meandrina_HIv1___RNAseq.g29283.t1,0,14,14,0,0
STRG.9709,1,2,0,3,0
STRG.9708,17,0,0,0,0
STRG.9707,14,0,0,0,0
STRG.9706,23,17,11,22,0
STRG.9705,39,106,40,115,97
STRG.9704,65,378,56,96,305
STRG.9703,37,6,27,0,15
STRG.9702,2,4,36,0,3
STRG.9701,2523,1686,3939,3145,467
STRG.9700,208,209,410,146,290
STRG.6823,1,49,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10720.t1,0,0,0,0,0
STRG.6821,3656,3480,7398,5477,1192
STRG.17568,43,66,0,30,45
STRG.6827,1578,705,1884,1158,519
STRG.20421,2323,7282,4264,3766,268
STRG.6825,735,725,1412,1223,135
STRG.6824,918,409,976,996,345
STRG.6829,409,852,489,731,283
STRG.6828,685,862,393,434,183
STRG.12583,241,145,169,40,65
STRG.17071,233,139,30,103,47
STRG.17070,292,736,201,587,202
STRG.17073,2,0,55,7,0
STRG.17072,134,321,260,412,69
STRG.17075,66,102,175,65,25
STRG.17074,11,48,56,24,12
STRG.17077,678,282,625,283,275
STRG.17076,2484,2469,3000,3273,1023
STRG.17079,167,542,160,200,23
STRG.17078,864,514,977,629,327
STRG.12581,141,111,103,163,136
Pocillopora_meandrina_HIv1___RNAseq.g1227.t1,0,1,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g21555.t1,0,0,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9029.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5019.t1,0,0,0,0,0
STRG.17565,1079,823,1056,766,217
STRG.12589,2199,2757,3056,3854,1496
Pocillopora_meandrina_HIv1___RNAseq.g278.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27156.t1,0,0,167,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29149.t1,0,0,0,32,17
STRG.103,652,879,763,569,482
Pocillopora_meandrina_HIv1___RNAseq.g10113.t1,0,6,37,0,29
STRG.101,1284,544,997,647,375
STRG.100,132,22,36,69,68
STRG.107,17,29,12,13,21
STRG.106,2371,3284,3267,4003,1340
STRG.105,666,682,521,775,661
STRG.104,378,623,1112,327,256
STRG.109,726,937,709,695,323
STRG.108,52,4,7,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25022.t1,0,0,4,1,0
Pocillopora_meandrina_HIv1___TS.g24114.t1,0,0,0,0,0
STRG.14391,3345,1529,4389,2308,1938
Pocillopora_meandrina_HIv1___RNAseq.g2890.t1,0,0,299,0,77
Pocillopora_meandrina_HIv1___RNAseq.g19545.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21035.t1,0,22,22,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9170.t1,0,0,3,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28096.t1,0,0,8,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14546.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5955.t1b,0,55,82,40,0
STRG.15589,76,412,959,1496,248
STRG.1888,145,27,30,2,0
STRG.1889,297,362,619,439,322
STRG.10937,454,340,228,190,93
STRG.10936,3805,2417,5241,4309,1522
STRG.10931,7565,6169,7720,9695,2322
STRG.10930,845,494,1203,691,266
STRG.10933,187,189,286,241,104
STRG.10932,32,28,73,31,37
STRG.1880,137,25,148,32,36
STRG.1881,37,28,78,30,42
STRG.1882,47,57,9,76,22
STRG.1883,392,727,552,730,242
STRG.1884,314,478,647,386,288
STRG.10938,30,103,48,84,0
STRG.1886,1825,866,3701,1018,141
STRG.1887,5644,2336,8178,4457,1463
STRG.14038,674,429,788,814,267
STRG.14039,2749,1217,2756,2870,1488
STRG.20237,16,0,0,0,10
STRG.20236,289,111,193,235,37
STRG.20231,158,763,201,320,293
STRG.20230,1091,690,1635,905,410
STRG.11048,1711,1025,1796,1640,282
STRG.20232,3038,2815,4462,3088,2081
STRG.14030,7162,6094,9112,5042,2975
STRG.14031,27,267,106,10,84
STRG.11044,1128,752,1041,880,584
STRG.11045,8,10,0,22,19
STRG.14034,2671,2873,2969,2816,1378
STRG.14035,203,94,108,177,121
STRG.11040,1568,815,1658,1067,795
STRG.11041,2669,2447,1525,2273,1533
Pocillopora_meandrina_HIv1___RNAseq.g25090.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14656.t1,0,25,0,0,42
Pocillopora_meandrina_HIv1___TS.g4564.t1,0,0,35,90,37
Pocillopora_meandrina_HIv1___RNAseq.g16853.t1,0,0,0,0,44
Pocillopora_meandrina_HIv1___RNAseq.g16105.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11169.t1b,0,11,27,5,0
Pocillopora_meandrina_HIv1___RNAseq.g11169.t1a,0,0,0,0,0
STRG.2610,1370,1597,4527,2341,731
STRG.2611,3821,8587,4697,3942,3994
STRG.2612,222,317,219,700,199
STRG.2613,1058,657,1058,1561,225
STRG.2614,142,17,164,382,44
STRG.2615,14,4,0,0,6
STRG.2616,1346,1125,1988,847,655
STRG.2617,81,253,163,110,30
STRG.2618,11,15,22,28,11
STRG.2619,19761,22326,42828,36394,30767
Pocillopora_meandrina_HIv1___RNAseq.g25322.t1,0,0,0,0,0
STRG.7068,19405,12369,19531,20209,13702
STRG.7069,1707,2552,1704,3000,1299
STRG.7060,203,16,26,10,49
STRG.7061,742,2051,737,2291,896
STRG.7062,702,557,973,560,591
STRG.7063,245,113,611,152,105
STRG.7064,147,97,222,61,153
STRG.7065,899,910,784,1560,394
STRG.7066,2304,2967,2148,2102,307
STRG.7067,1363,1168,1195,1871,335
Pocillopora_meandrina_HIv1___RNAseq.g151.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21574.t1,0,1001,83,507,50
Pocillopora_meandrina_HIv1___RNAseq.g1256.t1,0,0,0,0,0
STRG.15349,61,79,23,75,147
STRG.15348,575,790,115,879,646
STRG.8568,325,371,406,493,188
STRG.8569,161,134,93,428,31
STRG.7398,15,328,65,369,578
STRG.7399,542,30,362,53,0
STRG.15341,3167,454,246,1882,495
STRG.15340,831,1459,456,1461,1054
STRG.7394,11,40,0,8,15
STRG.15342,28,0,0,0,0
STRG.15345,1430,806,1419,2546,1385
STRG.15344,276,241,157,713,205
STRG.15347,415,590,582,491,374
STRG.7391,232,344,154,167,794
Pocillopora_meandrina_HIv1___RNAseq.g25320.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4364.t1b,0,11,80,0,35
Pocillopora_meandrina_HIv1___RNAseq.g18103.t1,0,0,0,7,0
Pocillopora_meandrina_HIv1___RNAseq.g28211.t1,0,0,0,0,3
Pocillopora_meandrina_HIv1___RNAseq.g16206.t1,0,0,0,0,0
STRG.13986,37,253,172,204,99
Pocillopora_meandrina_HIv1___RNAseq.g12394.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g23195.t1,0,1,0,2,0
Pocillopora_meandrina_HIv1___TS.g2837.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4871.t1,0,0,12,74,93
STRG.17690,368,2821,492,879,355
STRG.921,5103,1504,4632,1617,813
STRG.920,1150,2162,1092,1769,1435
STRG.7938,930,1057,1683,1853,1266
STRG.7939,2521,1097,2924,906,1140
STRG.925,3,524,14,0,0
STRG.924,101,60,79,177,23
STRG.927,243,43,557,381,716
STRG.926,0,6,0,0,0
STRG.7932,80,35,114,38,46
STRG.928,54,96,101,26,55
STRG.7930,5446,3893,6193,4584,3085
STRG.7931,62,98,30,6,39
STRG.7936,734,1304,1359,1990,1342
STRG.7937,58,12,249,0,4
STRG.7934,800,979,737,642,288
STRG.7935,767,902,904,1037,865
Pocillopora_meandrina_HIv1___RNAseq.g25513.t1,0,0,0,0,0
STRG.3228,803,406,725,786,344
STRG.3229,477,479,681,337,358
STRG.3222,34,7,115,99,0
STRG.3223,164,166,208,258,137
STRG.3220,26,0,0,0,0
STRG.3221,116,190,65,83,0
STRG.3226,2322,3070,4378,3678,893
STRG.3227,2776,1363,3987,2197,2135
STRG.3224,1097,1048,2914,1539,595
STRG.3225,1834,1346,1845,1378,585
Pocillopora_meandrina_HIv1___TS.g22283.t1a,0,0,22,76,0
Pocillopora_meandrina_HIv1___TS.g22283.t1b,0,2,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19629.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18101.t1,0,0,0,0,0
STRG.1570,526,1258,451,988,247
STRG.1571,315,304,116,215,77
Pocillopora_meandrina_HIv1___RNAseq.g16204.t1,0,0,0,0,0
STRG.1573,2347,6014,4631,5421,1942
STRG.18478,8028,4894,10445,6053,3031
STRG.18479,669,679,675,792,386
STRG.1576,145,572,596,481,404
STRG.1577,261,338,529,236,90
STRG.1578,89,264,173,124,34
STRG.1579,100,129,112,101,94
STRG.18476,386,726,808,355,284
STRG.18477,5952,4355,4887,5100,4326
STRG.18470,3,0,0,0,0
STRG.18471,42,148,101,207,0
STRG.18472,1094,510,1759,896,281
STRG.18473,923,681,792,792,564
Pocillopora_meandrina_HIv1___RNAseq.g4873.t1,0,9,95,16,0
Pocillopora_meandrina_HIv1___RNAseq.g15765.t1,0,50,0,105,26
Pocillopora_meandrina_HIv1___RNAseq.g29946.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5714.t1,0,3,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4515.t1,0,43,0,79,0
