"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_5981","lncRNA_7013",0.938966101991084,0.0179338722776943,0.800958901845922,164,-22.95,"2 21","6381 6403",19,"73.68%","78.95%"
"Cluster_5981","lncRNA_7776",0.902243889088601,0.0361473799281928,0.959153762398388,146,-20.46,"2 22","1385 1412",25,"64.00%","72.00%"
"Cluster_5981","lncRNA_7937",0.922808705964744,0.0254444364420693,0.878825288525624,156,-22.65,"2 22","10579 10604",23,"65.22%","73.91%"
"Cluster_5981","lncRNA_8544",0.948037673483188,0.0141075774862171,0.742759286567587,167,-20.42,"2 22","1108 1129",20,"75.00%","85.00%"
"Cluster_5981","lncRNA_8545",0.908953396321449,0.0325242792578105,0.933254823481742,167,-20.42,"2 22","215 236",20,"75.00%","85.00%"
"Cluster_10061","lncRNA_5679",0.998126576037554,0.0389745384665604,0.98228265447747,172,-22.83,"2 17","2779 2800",15,"93.33%","93.33%"
"Cluster_11135","lncRNA_247",0.997362011513239,0.0462516347001832,0.98228265447747,151,-20.61,"2 21","10641 10658",19,"68.42%","78.95%"
"Cluster_11135","lncRNA_3272",0.999074478542317,0.027391881756201,0.98228265447747,163,-24.13,"2 21","5231 5254",21,"66.67%","85.71%"
"Cluster_11135","lncRNA_6929",0.997794629247049,0.0422878663791383,0.98228265447747,165,-20.9,"2 19","2103 2125",18,"77.78%","88.89%"
"Cluster_11135","lncRNA_7798",0.99769362699641,0.0432457466283592,0.98228265447747,159,-27.13,"2 21","354 378",22,"72.73%","72.73%"
"Cluster_1167","lncRNA_061",0.999842337260123,0.0113048645119386,0.824159638047911,142,-20.34,"2 21","3918 3938",19,"57.89%","73.68%"
"Cluster_1167","lncRNA_062",0.999842337260123,0.0113048645119386,0.824159638047911,142,-20.34,"2 21","3918 3938",19,"57.89%","73.68%"
"Cluster_1167","lncRNA_063",0.999842337260123,0.0113048645119386,0.824159638047911,142,-20.34,"2 21","3913 3933",19,"57.89%","73.68%"
"Cluster_1167","lncRNA_064",0.999842337260123,0.0113048645119386,0.824159638047911,142,-20.34,"2 21","3894 3914",19,"57.89%","73.68%"
"Cluster_1167","lncRNA_1492",0.998428781688245,0.0356919493040588,0.98228265447747,154,-20.91,"2 20","1192 1214",19,"68.42%","78.95%"
"Cluster_1167","lncRNA_2005",0.999633177269013,0.0172439405684139,0.96112738434866,153,-22.98,"2 21","71 90",19,"73.68%","73.68%"
"Cluster_1167","lncRNA_2228",0.999327047681373,0.0233567076956355,0.98228265447747,142,-22.28,"2 21","2150 2175",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2229",0.997154035386086,0.048041097621423,0.98228265447747,142,-22.28,"2 21","87 112",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2230",0.997223552736154,0.0474504537084213,0.98228265447747,142,-22.28,"2 21","53 78",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2231",0.999171394675522,0.0259178500819184,0.98228265447747,142,-22.28,"2 21","2159 2184",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2232",0.999171394675522,0.0259178500819184,0.98228265447747,142,-22.28,"2 21","2159 2184",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2233",0.999327047681373,0.0233567076956355,0.98228265447747,142,-22.28,"2 21","2139 2164",23,"65.22%","65.22%"
"Cluster_1167","lncRNA_2340",0.999942633178123,0.00681910836935672,0.733461705393618,154,-20.71,"2 21","840 863",21,"71.43%","76.19%"
"Cluster_1167","lncRNA_2391",0.99997417971167,0.00457484726205726,0.666668074379835,141,-21.08,"2 21","3620 3646",24,"62.50%","70.83%"
"Cluster_1167","lncRNA_2576",0.998868067607063,0.0302932828246635,0.98228265447747,159,-28.9,"2 17","1237 1259",16,"81.25%","87.50%"
"Cluster_1167","lncRNA_3101",0.999780753332777,0.0133312095824769,0.884336446371372,143,-21.6,"2 16","1212 1233",14,"71.43%","71.43%"
"Cluster_1167","lncRNA_3332",0.9980646290488,0.0396138723873691,0.98228265447747,154,-22.41,"2 19","15442 15463",17,"64.71%","82.35%"
"Cluster_1167","lncRNA_3350",0.999909726776791,0.00855416971793915,0.733461705393618,153,-22.32,"2 14","22 43",12,"83.33%","91.67%"
"Cluster_1167","lncRNA_3384",0.998769295809515,0.0315875913724517,0.98228265447747,152,-21.19,"2 20","4364 4385",19,"68.42%","84.21%"
"Cluster_1167","lncRNA_3385",0.998854259842486,0.0304775226570511,0.98228265447747,152,-21.19,"2 20","4039 4060",19,"68.42%","84.21%"
"Cluster_1167","lncRNA_3733",0.997897607951461,0.0412884035569504,0.98228265447747,169,-22.39,"2 19","795 817",18,"83.33%","88.89%"
"Cluster_1167","lncRNA_3818",0.99767290273685,0.0434396827574535,0.98228265447747,143,-21.79,"2 21","1617 1642",23,"60.87%","65.22%"
"Cluster_1167","lncRNA_3819",0.997469762469543,0.0452967853969625,0.98228265447747,143,-21.79,"2 21","1617 1642",23,"60.87%","65.22%"
"Cluster_1167","lncRNA_4079",0.999543873107433,0.0192289012509421,0.97287200556883,143,-23.26,"2 21","1254 1275",21,"71.43%","71.43%"
"Cluster_1167","lncRNA_4605",0.999531896814821,0.019479726796994,0.976230814051143,163,-22.98,"2 17","1683 1705",16,"87.50%","87.50%"
"Cluster_1167","lncRNA_4738",0.997042209379039,0.0489762961829928,0.98228265447747,150,-22.88,"2 20","6833 6852",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4739",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5632 5651",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4740",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5632 5651",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4741",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5622 5641",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4742",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5622 5641",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4743",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5604 5623",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4744",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5588 5607",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_4745",0.997033987444951,0.049044353642109,0.98228265447747,150,-22.88,"2 20","5588 5607",19,"73.68%","78.95%"
"Cluster_1167","lncRNA_5007",0.999009012629269,0.0283442553765692,0.98228265447747,145,-20.56,"2 10","6241 6262",8,"100.00%","100.00%"
"Cluster_1167","lncRNA_5029",0.997343847790709,0.0464106633872091,0.98228265447747,160,-24.91,"2 21","8838 8856",19,"78.95%","78.95%"
"Cluster_1167","lncRNA_5063",0.999909726776791,0.00855416971794967,0.733461705393618,145,-20.44,"2 21","1093 1112",19,"63.16%","73.68%"
"Cluster_1167","lncRNA_5109",0.999871868605579,0.0101912518550518,0.79149286696721,151,-23.53,"2 21","2181 2205",22,"63.64%","72.73%"
"Cluster_1167","lncRNA_5205",0.99917415085449,0.025874703130915,0.98228265447747,150,-20.1,"2 11","1819 1840",9,"100.00%","100.00%"
"Cluster_1167","lncRNA_5299",0.999728033813019,0.0148478106435596,0.921851915822674,152,-20.91,"2 13","955 976",11,"90.91%","90.91%"
"Cluster_1167","lncRNA_5598",0.999999216390407,0.000796975592147615,0.335385703239155,146,-20.05,"2 21","2121 2149",26,"65.38%","65.38%"
"Cluster_1167","lncRNA_5821",0.998147802462275,0.0387530445948608,0.98228265447747,160,-20.28,"2 21","9027 9048",19,"68.42%","78.95%"
"Cluster_1167","lncRNA_6563",0.999909726776791,0.00855416971793915,0.733461705393618,153,-20.42,"2 19","92 114",18,"72.22%","77.78%"
"Cluster_1167","lncRNA_6910",0.997552957660869,0.0445455641854597,0.98228265447747,140,-21.51,"2 9","1859 1880",7,"100.00%","100.00%"
"Cluster_1167","lncRNA_6911",0.998130736177886,0.0389312273236179,0.98228265447747,140,-21.51,"2 9","1853 1874",7,"100.00%","100.00%"
"Cluster_1167","lncRNA_7306",0.998881215076463,0.0301168067294267,0.98228265447747,152,-21.26,"2 21","17 38",19,"68.42%","68.42%"
"Cluster_1167","lncRNA_7334",0.998728396189317,0.0321082815664023,0.98228265447747,142,-22.6,"2 20","2518 2540",19,"63.16%","68.42%"
"Cluster_1167","lncRNA_7388",0.999370032120327,0.0225983705720677,0.98228265447747,155,-21.06,"2 21","1790 1812",20,"70.00%","75.00%"
"Cluster_1167","lncRNA_7388",0.999370032120327,0.0225983705720677,0.98228265447747,155,-21.06,"2 21","4944 4966",20,"70.00%","75.00%"
"Cluster_1167","lncRNA_775",0.999999944518578,0.000212064960262088,0.180122675622611,166,-24.05,"2 21","3911 3931",19,"78.95%","84.21%"
"Cluster_1167","lncRNA_8689",0.999783753079847,0.0132396929361057,0.88339408252328,142,-23.1,"2 11","129 150",9,"88.89%","88.89%"
"Cluster_1167","lncRNA_8938",0.999042345303518,0.0278634094553944,0.98228265447747,154,-20.34,"2 16","682 704",15,"80.00%","86.67%"
"Cluster_1167","lncRNA_9048",0.999708765757693,0.0153647988749859,0.932839823213447,145,-20.42,"2 19","479 501",18,"66.67%","72.22%"
"Cluster_1167","lncRNA_9288",0.997464267847926,0.045345962379093,0.98228265447747,145,-21.61,"2 10","2377 2398",8,"100.00%","100.00%"
"Cluster_1167","lncRNA_9383",0.999999896467424,0.000289690087713792,0.232907513459816,147,-23.67,"2 18","266 290",19,"68.42%","78.95%"
"Cluster_1167","lncRNA_9909",0.999699484438532,0.0156077205405797,0.937701668728798,141,-20.77,"2 15","1665 1687",14,"71.43%","78.57%"
"Cluster_1167","lncRNA_9958",0.999999399109858,0.00069789917043352,0.335254209249644,150,-21.99,"2 11","922 943",9,"100.00%","100.00%"
"Cluster_11997","lncRNA_6742",-0.999761917906317,0.0138920745164403,0.899568409626673,179,-20.83,"2 20","19094 19115",18,"88.89%","88.89%"
"Cluster_11997","lncRNA_6743",-0.999761917906317,0.0138920745164403,0.899568409626673,179,-20.83,"2 20","19094 19115",18,"88.89%","88.89%"
"Cluster_11997","lncRNA_6744",-0.999761917906317,0.0138920745164403,0.899568409626673,179,-20.83,"2 20","19094 19115",18,"88.89%","88.89%"
"Cluster_11997","lncRNA_6745",-0.999761917906317,0.0138920745164403,0.899568409626673,179,-20.83,"2 20","19074 19095",18,"88.89%","88.89%"
"Cluster_11997","lncRNA_687",-0.998406062245733,0.03594913980176,0.98228265447747,165,-22.32,"2 14","11350 11371",12,"100.00%","100.00%"
"Cluster_11997","lncRNA_7871",-0.997465973354968,0.0453307037543335,0.98228265447747,176,-22.54,"2 21","8441 8462",19,"78.95%","89.47%"
"Cluster_13502","lncRNA_2970",0.997844556977271,0.0418062711782397,0.98228265447747,161,-21.64,"2 20","153 177",21,"71.43%","85.71%"
"Cluster_13502","lncRNA_4542",-0.99823856747376,0.0377913055635993,0.98228265447747,196,-37.22,"2 21","515 536",19,"94.74%","100.00%"
"Cluster_13502","lncRNA_5660",-0.998258039625856,0.0375817777887902,0.98228265447747,161,-21.35,"2 14","2982 3003",12,"91.67%","100.00%"
"Cluster_14999","lncRNA_747",0.999581394700933,0.0184209758270665,0.96112738434866,163,-22.57,"2 21","1589 1613",22,"68.18%","81.82%"
"Cluster_15726","lncRNA_4757",0.999257837788082,0.0245285233101772,0.98228265447747,171,-22.36,"2 20","1852 1873",18,"83.33%","83.33%"
"Cluster_15726","lncRNA_641",0.999977347947879,0.00428498905280313,0.666668074379835,161,-20.95,"2 18","5633 5654",16,"81.25%","81.25%"
"Cluster_15726","lncRNA_7296",-0.997844872625644,0.0418032088591538,0.98228265447747,171,-24.79,"2 21","17824 17848",22,"77.27%","81.82%"
"Cluster_15726","lncRNA_7297",-0.998716858959468,0.0322536425126837,0.98228265447747,171,-24.79,"2 21","9385 9409",22,"77.27%","81.82%"
"Cluster_15726","lncRNA_7298",-0.998591403255041,0.0337939885835933,0.98228265447747,171,-24.79,"2 21","5000 5024",22,"77.27%","81.82%"
"Cluster_15726","lncRNA_8059",-0.999500393552763,0.0201245983261818,0.98228265447747,155,-20.53,"2 12","10721 10742",10,"100.00%","100.00%"
"Cluster_15726","lncRNA_8060",-0.999500393552763,0.0201245983261818,0.98228265447747,155,-20.53,"2 12","10721 10742",10,"100.00%","100.00%"
"Cluster_15890","lncRNA_7745",-0.998038887722348,0.0398765291809034,0.98228265447747,165,-21.68,"2 21","102 123",20,"75.00%","90.00%"
"Cluster_15890","lncRNA_9613",-0.998166260972636,0.0385594004388928,0.98228265447747,154,-21.82,"2 21","531 560",27,"66.67%","70.37%"
"Cluster_16738","lncRNA_6136",0.999991106608095,0.00268490644913003,0.557034893760936,164,-20.77,"2 19","4228 4248",17,"82.35%","88.24%"
"Cluster_2787","lncRNA_10072",0.999143234578465,0.0263546406081636,0.98228265447747,154,-21.4,"2 21","6846 6866",19,"68.42%","78.95%"
"Cluster_2787","lncRNA_1312",0.99996306401456,0.00547168771195617,0.68452864595018,149,-20.05,"2 16","1081 1101",14,"78.57%","85.71%"
"Cluster_2787","lncRNA_1481",-0.999532192472658,0.0194735735672842,0.976230814051143,162,-24.39,"2 21","4067 4087",19,"73.68%","84.21%"
"Cluster_2787","lncRNA_1626",0.997731805082867,0.0428861865228597,0.98228265447747,165,-21.39,"2 19","546 568",18,"77.78%","88.89%"
"Cluster_2787","lncRNA_4246",0.999434316314571,0.0214142280091316,0.98228265447747,161,-20.09,"2 18","1933 1954",16,"75.00%","87.50%"
"Cluster_2787","lncRNA_553",0.999978920519981,0.00413357508190011,0.666668074379835,159,-24.88,"2 17","1525 1547",16,"81.25%","87.50%"
"Cluster_2787","lncRNA_7617",0.999547229388082,0.0191580200571593,0.971847242195574,156,-20.95,"2 13","8374 8395",11,"90.91%","100.00%"
"Cluster_2787","lncRNA_7617",0.999547229388082,0.0191580200571593,0.971847242195574,156,-24.4,"2 13","7713 7734",11,"90.91%","100.00%"
"Cluster_2787","lncRNA_7618",0.999547229388082,0.0191580200571593,0.971847242195574,156,-20.95,"2 13","8313 8334",11,"90.91%","100.00%"
"Cluster_2787","lncRNA_7618",0.999547229388082,0.0191580200571593,0.971847242195574,156,-24.4,"2 13","7652 7673",11,"90.91%","100.00%"
"Cluster_2787","lncRNA_8804",0.997732912686047,0.0428757102088614,0.98228265447747,156,-20.46,"2 17","941 962",15,"80.00%","80.00%"
"Cluster_2787","lncRNA_8805",0.997732912686047,0.0428757102088614,0.98228265447747,156,-20.46,"2 17","888 909",15,"80.00%","80.00%"
"Cluster_2854","lncRNA_3836",0.999972761953829,0.00469876886578435,0.677251305549656,147,-20.22,"2 21","2028 2052",22,"59.09%","72.73%"
"Cluster_2854","lncRNA_3837",0.999972761953829,0.00469876886578435,0.677251305549656,147,-20.22,"2 21","2028 2052",22,"59.09%","72.73%"
"Cluster_2854","lncRNA_6690",0.999969161319498,0.00499970212741241,0.68452864595018,162,-20.51,"2 20","7666 7688",19,"73.68%","84.21%"
"Cluster_2854","lncRNA_8595",0.999924890864854,0.00780268761005099,0.733461705393618,156,-24.77,"2 13","1507 1528",11,"90.91%","100.00%"
"Cluster_2854","lncRNA_8596",0.999924890864854,0.00780268761005099,0.733461705393618,156,-24.77,"2 13","1507 1528",11,"90.91%","100.00%"
"Cluster_2882","lncRNA_2034",-0.999689861090049,0.0158556654521834,0.942190786632653,164,-20.23,"2 17","302 323",15,"86.67%","86.67%"
"Cluster_2882","lncRNA_3203",-0.999193305002269,0.025572842409862,0.98228265447747,164,-20.23,"2 17","298 319",15,"86.67%","86.67%"
"Cluster_2882","lncRNA_787",-0.99821786128809,0.0380128464810432,0.98228265447747,161,-21.61,"2 18","4298 4319",16,"81.25%","81.25%"
"Cluster_2882","lncRNA_8483",-0.999670749967602,0.0163369112840594,0.950250736458059,169,-21.9,"2 20","640 660",18,"83.33%","88.89%"
"Cluster_2882","lncRNA_8551",-0.999996695969974,0.00163650461019037,0.474104713260342,163,-26.63,"2 17","2106 2129",17,"82.35%","88.24%"
"Cluster_2882","lncRNA_9933",-0.998639495289486,0.033211951595252,0.98228265447747,154,-20.54,"2 20","1923 1947",21,"66.67%","76.19%"
"Cluster_29","lncRNA_9198",0.997374158658554,0.046144977626694,0.98228265447747,179,-31.32,"2 21","3022 3044",20,"80.00%","95.00%"
"Cluster_4079","lncRNA_4188",-0.999632749088144,0.0172540024091642,0.96112738434866,165,-27.37,"2 18","1721 1742",16,"81.25%","87.50%"
"Cluster_4079","lncRNA_8084",-0.999993293346842,0.00233156907821135,0.509363982425685,155,-20.76,"2 21","9180 9202",20,"65.00%","80.00%"
"Cluster_4079","lncRNA_8084",-0.999993293346842,0.00233156907821135,0.509363982425685,160,-22.1,"2 21","6287 6305",19,"78.95%","78.95%"
"Cluster_4079","lncRNA_8151",-0.998084208369307,0.0394129203645091,0.98228265447747,159,-24.03,"2 21","1024 1047",21,"66.67%","80.95%"
"Cluster_4079","lncRNA_9154",-0.99996174195131,0.00556875245939745,0.688599860175976,159,-20.34,"2 17","3139 3162",17,"76.47%","88.24%"
"Cluster_4079","lncRNA_9154",-0.99996174195131,0.00556875245939745,0.688599860175976,159,-20.34,"2 17","8544 8567",17,"76.47%","88.24%"
"Cluster_4115","lncRNA_583",-0.997730048738769,0.0429027937451115,0.98228265447747,157,-20.15,"2 18","3233 3254",16,"68.75%","87.50%"
"Cluster_4629","lncRNA_2239",0.997938030915672,0.0408894104551393,0.98228265447747,176,-26.49,"2 21","798 819",19,"78.95%","89.47%"
"Cluster_4629","lncRNA_5928",-0.997721468343759,0.0429838341079396,0.98228265447747,147,-23.03,"2 21","176 201",23,"60.87%","69.57%"
"Cluster_4629","lncRNA_6011",0.997938030915672,0.0408894104551393,0.98228265447747,153,-22.65,"2 20","1122 1147",22,"72.73%","72.73%"
"Cluster_4629","lncRNA_9353",0.997784043653987,0.0423892713998179,0.98228265447747,157,-22.9,"2 21","5525 5547",21,"71.43%","80.95%"
"Cluster_4735","lncRNA_641",0.999969417602348,0.00497888382903381,0.68452864595018,163,-24.93,"2 21","3417 3439",20,"70.00%","85.00%"
"Cluster_4735","lncRNA_7296",-0.997915800427762,0.0411093140829251,0.98228265447747,145,-21.58,"2 10","10055 10076",8,"100.00%","100.00%"
"Cluster_4735","lncRNA_7297",-0.998771464076236,0.0315597477364564,0.98228265447747,145,-21.58,"2 10","1616 1637",8,"100.00%","100.00%"
"Cluster_5882","lncRNA_2689",-0.999979391575754,0.00408712819430538,0.666668074379835,175,-25.12,"2 21","1311 1334",21,"80.95%","85.71%"
"Cluster_5882","lncRNA_5756",0.99998983976035,0.00286977246579544,0.566014251926479,150,-20.8,"2 21","4716 4736",19,"63.16%","78.95%"
"Cluster_589","lncRNA_1257",-0.99715396479366,0.0480416937157794,0.98228265447747,155,-23.55,"2 12","2721 2742",10,"100.00%","100.00%"
"Cluster_589","lncRNA_1257",-0.99715396479366,0.0480416937157794,0.98228265447747,155,-23.55,"2 12","6749 6770",10,"100.00%","100.00%"
"Cluster_589","lncRNA_1258",-0.99715396479366,0.0480416937157794,0.98228265447747,155,-23.55,"2 12","2721 2742",10,"100.00%","100.00%"
"Cluster_589","lncRNA_1258",-0.99715396479366,0.0480416937157794,0.98228265447747,155,-23.55,"2 12","6749 6770",10,"100.00%","100.00%"
"Cluster_589","lncRNA_4891",-0.997759252328031,0.0426258180139289,0.98228265447747,154,-21.46,"2 21","3244 3269",23,"69.57%","73.91%"
"Cluster_589","lncRNA_5387",-0.999999951316674,0.000198648479348895,0.169753788772608,155,-23.55,"2 12","383 404",10,"100.00%","100.00%"
"Cluster_589","lncRNA_5654",-0.99912161832181,0.0266850825009638,0.98228265447747,155,-21.63,"2 12","466 487",10,"100.00%","100.00%"
"Cluster_589","lncRNA_7239",-0.998755228552097,0.0317676427336316,0.98228265447747,149,-21.39,"2 21","2515 2542",25,"68.00%","72.00%"
"Cluster_589","lncRNA_7359",-0.998606809413914,0.0336086308521615,0.98228265447747,163,-26.75,"2 21","6705 6727",20,"75.00%","80.00%"
"Cluster_589","lncRNA_7664",-0.997005168949191,0.049282159567449,0.98228265447747,155,-22.42,"2 21","15568 15590",20,"70.00%","75.00%"
"Cluster_589","lncRNA_8149",-0.997487218529966,0.0451401984165651,0.98228265447747,155,-22.68,"2 17","2047 2069",16,"81.25%","81.25%"
"Cluster_589","lncRNA_9182",-0.998180079547922,0.0384137946741014,0.98228265447747,149,-22.58,"2 21","2546 2573",25,"64.00%","76.00%"
"Cluster_589","lncRNA_9933",-0.999227598162604,0.0250233083774054,0.98228265447747,159,-20.96,"2 20","2011 2032",18,"72.22%","77.78%"
"Cluster_6904","lncRNA_1267",-0.998925642617714,0.029512662878435,0.98228265447747,147,-21.08,"2 17","739 762",17,"70.59%","76.47%"
"Cluster_6904","lncRNA_1438",-0.999993557861402,0.00228512723274926,0.501942872127124,163,-21.55,"2 21","23101 23123",20,"75.00%","80.00%"
"Cluster_6904","lncRNA_1439",-0.999993557861402,0.00228512723274926,0.501942872127124,163,-21.55,"2 21","23092 23114",20,"75.00%","80.00%"
"Cluster_6904","lncRNA_2251",-0.99997168259299,0.00479096377543522,0.681426444616173,170,-28.72,"2 21","9482 9502",19,"78.95%","89.47%"
"Cluster_6904","lncRNA_3454",-0.998052286556304,0.039740027841357,0.98228265447747,154,-20.32,"2 21","1366 1386",19,"63.16%","84.21%"
"Cluster_6905","lncRNA_5218",-0.997781892281273,0.0424098509394174,0.98228265447747,158,-20.08,"2 19","5771 5792",17,"70.59%","82.35%"
"Cluster_6906","lncRNA_10040",-0.997023056871226,0.049134686319465,0.98228265447747,145,-20.04,"2 21","1512 1533",20,"65.00%","75.00%"
"Cluster_7053","lncRNA_4802",0.999761323373992,0.0139094098515182,0.899861068234969,164,-21.55,"2 19","116 136",17,"76.47%","94.12%"
"Cluster_796","lncRNA_4874",0.999999922072653,0.000251327533533341,0.208839796059687,143,-22.04,"2 21","11520 11543",21,"61.90%","66.67%"
"Cluster_796","lncRNA_4875",0.999736618752807,0.0146115765702239,0.9171202463155,143,-22.04,"2 21","11105 11128",21,"61.90%","66.67%"
"Cluster_796","lncRNA_5844",0.998775431965827,0.0315087307173322,0.98228265447747,160,-20.39,"2 18","1501 1523",17,"82.35%","82.35%"
"Cluster_796","lncRNA_7510",-0.999800299470796,0.012723071164466,0.868877070980366,156,-25.98,"2 14","2722 2744",13,"92.31%","92.31%"
"Cluster_796","lncRNA_7946",0.99884899208348,0.0305475188380045,0.98228265447747,154,-26.88,"2 21","5126 5146",19,"63.16%","84.21%"
"Cluster_796","lncRNA_8629",0.997705580770143,0.0431334881591981,0.98228265447747,161,-25.45,"2 19","39 61",18,"77.78%","83.33%"
"Cluster_796","lncRNA_8629",0.997705580770143,0.0431334881591981,0.98228265447747,161,-25.45,"2 19","4549 4571",18,"77.78%","83.33%"
"Cluster_8634","lncRNA_1504",0.997994584745431,0.0403245828116952,0.98228265447747,157,-21.3,"2 17","3932 3953",16,"87.50%","87.50%"
"Cluster_8634","lncRNA_3373",-0.999807309193697,0.0124977718362235,0.86257966855875,175,-22.76,"2 20","3111 3132",18,"83.33%","88.89%"
"Cluster_8634","lncRNA_3374",-0.999807309193697,0.0124977718362235,0.86257966855875,175,-22.76,"2 20","3111 3132",18,"83.33%","88.89%"
"Cluster_8634","lncRNA_5828",0.998049126189307,0.039772266413029,0.98228265447747,180,-20.28,"2 21","391 412",19,"84.21%","89.47%"
"Cluster_8634","lncRNA_8047",0.998951799926294,0.0291511140565522,0.98228265447747,167,-21.28,"2 21","2402 2424",20,"75.00%","85.00%"
"Cluster_8884","lncRNA_1578",-0.998236517924533,0.0378132920401064,0.98228265447747,174,-20.96,"2 19","3381 3401",17,"82.35%","94.12%"
"Cluster_8884","lncRNA_4233",-0.998086040734265,0.0393940615297921,0.98228265447747,157,-20.73,"2 19","2048 2069",18,"66.67%","88.89%"
"Cluster_8884","lncRNA_4233",-0.998086040734265,0.0393940615297921,0.98228265447747,157,-20.73,"2 19","4769 4790",18,"66.67%","88.89%"
"Cluster_8884","lncRNA_4234",-0.999803713043602,0.0126138582254926,0.865936681720532,157,-20.73,"2 19","1190 1211",18,"66.67%","88.89%"
"Cluster_8884","lncRNA_4234",-0.999803713043602,0.0126138582254926,0.865936681720532,157,-20.73,"2 19","3911 3932",18,"66.67%","88.89%"
"Cluster_8884","lncRNA_7664",-0.999166067275423,0.0260010457034604,0.98228265447747,166,-22.82,"2 19","8246 8266",17,"76.47%","88.24%"
"Cluster_8884","lncRNA_8099",-0.997928242752317,0.0409863799867916,0.98228265447747,164,-20.08,"2 19","679 698",17,"82.35%","88.24%"
"Cluster_8887","lncRNA_644",-0.999473676328193,0.0206557335391182,0.98228265447747,167,-20.96,"2 20","3829 3849",18,"77.78%","83.33%"
"Cluster_8887","lncRNA_681",-0.999964613662448,0.00535567493509998,0.68452864595018,161,-21.71,"2 20","3317 3336",18,"77.78%","83.33%"
"Cluster_8887","lncRNA_7046",-0.999189620337115,0.0256311870814437,0.98228265447747,165,-20.51,"2 19","3316 3337",18,"72.22%","94.44%"
"Cluster_8888","lncRNA_368",-0.999948197892223,0.0064799359200271,0.733461705393618,166,-21.15,"2 17","5 24",15,"93.33%","93.33%"
"Cluster_9149","lncRNA_2215",-0.998474231458518,0.0351718071980009,0.98228265447747,153,-20.87,"2 14","1977 1998",12,"75.00%","100.00%"
"Cluster_9149","lncRNA_2216",-0.998474231458518,0.0351718071980009,0.98228265447747,153,-20.87,"2 14","1977 1998",12,"75.00%","100.00%"
"Cluster_9149","lncRNA_3557",0.997497788945885,0.0450451139194873,0.98228265447747,147,-27.62,"2 12","2437 2458",10,"80.00%","100.00%"
"Cluster_9149","lncRNA_3558",0.998130074770225,0.0389381164431037,0.98228265447747,147,-27.62,"2 12","881 902",10,"80.00%","100.00%"
"Cluster_9149","lncRNA_487",0.998742803470574,0.0319258315225378,0.98228265447747,153,-25.51,"2 21","3915 3940",23,"69.57%","78.26%"
"Cluster_9149","lncRNA_488",0.998769026397486,0.0315910492943504,0.98228265447747,153,-25.51,"2 21","3847 3872",23,"69.57%","78.26%"
"Cluster_9149","lncRNA_6261",1,1.34157585525081e-08,1.35863579821783e-05,168,-28.78,"2 17","136 157",15,"86.67%","93.33%"
"Cluster_9149","lncRNA_6454",1,0,0,145,-21.24,"2 14","536 557",12,"66.67%","91.67%"
"Cluster_9983","lncRNA_8633",0.997831876134477,0.0419291119274928,0.98228265447747,164,-20.32,"2 19","2720 2739",17,"82.35%","88.24%"
"Cluster_9983","lncRNA_8634",0.997831876134477,0.0419291119274928,0.98228265447747,164,-20.32,"2 19","2681 2700",17,"82.35%","88.24%"
"Cluster_1015","lncRNA_10109",-0.878561116156367,0.0498651378969957,0.712023583130468,156,-22.28,"2 21","70 91",19,"63.16%","78.95%"
"Cluster_1015","lncRNA_10250",-0.939700604642655,0.0176130946954305,0.613674961855994,158,-21.77,"2 20","6824 6846",19,"68.42%","84.21%"
"Cluster_1015","lncRNA_10290",-0.929389010255754,0.0222837437756125,0.629053159705147,156,-20.58,"2 21","595 615",20,"75.00%","80.00%"
"Cluster_1015","lncRNA_11040",-0.91278748888572,0.0305096736559172,0.653446440459798,159,-22.47,"2 21","26 50",22,"63.64%","81.82%"
"Cluster_1015","lncRNA_11224",-0.926373268604461,0.0237154710365783,0.629053159705147,162,-24.13,"2 21","12946 12966",19,"68.42%","89.47%"
"Cluster_1015","lncRNA_11237",-0.89596581612544,0.0396462406801864,0.683353831717419,145,-20.39,"2 21","60883 60904",20,"65.00%","75.00%"
